geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E02003352,2096,32,263,73,23
E02003353,2672,43,553,229,37
E02003354,3025,26,426,357,38
E02003355,1365,24,246,1002,71
E02003357,2031,58,560,1240,62
E02003358,2017,48,522,1314,87
E02003359,1765,17,537,474,42
E02003360,2473,19,275,778,60
E02003361,1989,22,367,738,17
E02003362,1888,18,305,536,10
E02003363,1874,109,383,125,42
E02003364,2013,9,210,271,6
E02003365,2130,20,258,230,14
E02003366,1927,18,452,173,13
E02003367,1547,89,332,384,16
E02003369,1853,72,320,176,6
E02003370,2254,24,230,107,27
E02003371,2149,12,107,13,6
E02003372,2430,19,187,308,5
E02003373,2073,95,511,246,47
E02003374,1736,9,257,323,9
E02003375,1475,58,382,481,44
E02003377,2817,107,503,364,63
E02003378,2088,49,527,772,30
E02003379,1678,27,485,518,77
E02003380,2455,11,316,285,43
E02003381,1635,25,345,256,11
E02003382,1871,23,377,826,32
E02003383,2126,19,307,231,25
E02003385,1763,40,938,701,150
E02003386,2062,28,516,838,21
E02003387,2938,27,344,285,17
E02003388,1607,47,291,355,26
E02003389,2624,20,320,109,42
E02003390,2634,11,162,32,7
E02003391,2619,32,365,250,20
E02003392,2021,42,862,618,104
E02003393,2706,20,363,90,7
E02003394,1573,46,364,872,72
E02003395,1851,20,1662,292,36
E02003396,2224,19,1230,424,98
E02003397,1972,34,295,705,16
E02003398,1551,30,1724,660,75
E02003399,1522,60,3130,919,260
E02003400,1443,27,1479,82,21
E02003401,1913,40,1036,658,35
E02003402,1536,32,1716,386,55
E02003403,2087,49,355,1044,47
E02003404,1107,40,436,721,22
E02003405,1423,59,609,1568,157
E02003406,1673,43,286,812,56
E02003421,1792,34,237,79,6
E02003422,3597,120,591,389,21
E02003423,1350,22,202,708,7
E02003424,2643,27,653,96,11
E02003425,2398,91,1084,1028,103
E02003426,2964,28,511,192,26
E02003427,1795,30,418,573,17
E02003428,2608,36,229,649,23
E02003429,2389,48,328,194,7
E02003439,1719,49,244,257,3
E02003440,2884,21,457,246,26
E02003441,2499,43,266,143,3
E02003442,2358,13,330,38,21
E02003443,1611,33,192,575,18
E02003444,2649,29,365,156,24
E02003445,2816,8,248,32,6
E02003446,2685,18,261,64,7
E02003447,2472,21,382,407,171
E02003448,2214,33,274,92,4
E02003449,2488,14,582,45,15
E02003450,3030,30,616,405,125
E02003451,2227,51,639,796,12
E02003452,2084,20,201,87,36
E02003453,2211,8,151,17,0
E02003454,2538,19,317,160,11
E02003455,1945,47,329,203,145
E02003456,1663,43,446,343,40
E02003457,3335,18,211,108,7
E02003458,2675,41,244,62,5
E02003712,2183,54,285,674,50
E02003713,2020,27,154,188,1
E02003715,2053,28,359,117,6
E02003716,1832,44,341,239,4
E02003717,2788,52,461,421,7
E02003718,1625,30,415,297,10
E02004675,2327,27,233,447,26
E02004676,2735,42,346,223,15
E02004677,1928,96,291,368,24
E02004678,2325,90,317,377,18
E02004679,2480,68,370,482,30
E02004680,2155,10,482,160,42
E02004681,2364,39,504,1462,182
E02004682,2242,13,448,504,31
E02004683,1478,36,347,883,58
E02004684,2355,22,319,875,74
E02004685,1620,30,818,671,153
E02004686,2027,38,814,596,69
E02004687,1541,24,211,941,44
E02004688,1726,40,252,1441,13
E02004689,1854,33,192,197,1
E02004690,2503,21,324,300,31
E02004691,2376,113,389,311,43
E02004692,2775,9,90,120,2
E02004693,1722,22,345,930,22
E02004694,1976,62,361,450,23
E02004695,2571,7,414,219,24
E02004696,1856,61,305,389,33
E02004751,2618,29,251,386,9
E02004752,2834,13,224,81,10
E02004753,3209,28,374,209,31
E02004754,1815,55,317,357,5
E02004755,3304,51,950,221,202
E02004756,2475,20,343,305,71
E02004757,2882,17,171,83,7
E02004758,2381,29,273,395,22
E02004759,2814,16,278,122,9
E02004760,2106,23,535,246,31
E02004761,1309,72,570,313,9
E02004802,1587,27,198,717,18
E02004803,1259,24,262,1067,36
E02004804,2397,12,250,106,15
E02004805,2661,23,364,176,110
E02004806,2427,25,338,288,99
E02004807,2642,32,499,555,57
E02004808,2285,36,1169,622,68
E02004809,573,22,1626,477,158
E02004810,1862,21,471,559,32
E02004811,2065,27,679,408,31
E02004812,1984,10,334,51,16
E02004813,1347,43,189,901,7
E02005966,2301,11,683,127,51
E02005967,1610,16,246,363,30
E02005968,1495,42,810,202,10
E02005969,2630,32,453,709,77
E02005970,1413,16,472,452,31
E02005971,1705,32,163,399,12
E02005972,2404,50,323,409,24
E02005973,1721,45,486,350,14
E02005974,1771,28,482,338,22
E02005975,2437,87,273,268,17
E02005976,1765,91,250,163,9
E02005977,1871,24,162,234,14
E02005992,2639,59,477,534,39
E02006347,2411,24,455,169,20
E02006353,1729,18,196,651,18
E02006357,2145,20,181,268,22
E02006419,1664,30,459,878,48
E02006420,2335,26,380,36,11
E02006422,2016,13,256,50,9
E02006423,2573,46,713,680,99
E02006424,2088,16,180,67,9
E02006425,1723,30,226,367,8
E02006426,1865,18,225,123,35
E02006427,1994,24,509,188,23
E02006439,1907,34,210,304,35
E02006440,2260,23,262,294,5
E02006441,1882,45,651,639,79
E02006442,1955,39,222,71,3
E02006444,2001,24,258,415,20
E02006447,1956,39,226,180,11
