geocode,all
E02003122,49
E02003123,41
E02003124,37
E02003125,41
E02003126,42
E02003127,37
E02003128,39
E02003129,42
E02003130,39
E02003131,40
E02003132,41
E02003133,42
E02003134,37
E02003135,31
E02003136,47
E02003137,44
E02003138,37
E02003139,37
E02003140,43
E02003141,36
E02003142,38
E02003143,42
E02003144,23
E02003145,37
E02003146,27
E02003147,31
E02003148,25
E02003149,28
E02003150,34
E02003151,51
E02003152,45
E02003153,41
E02003154,43
E02003155,45
E02003156,38
E02003157,40
E02003158,47
E02003159,39
E02003161,39
E02003163,56
E02003164,49
E02003165,45
E02003166,40
E02003167,48
E02003168,48
E02003169,57
E02003170,53
E02003171,48
E02003892,49
E02003893,49
E02003894,44
E02003895,43
E02003896,44
E02003897,45
E02003898,50
E02003899,46
E02003900,42
E02003901,52
E02003902,43
E02003903,48
E02003904,52
E02003905,43
E02003906,46
E02003907,45
E02003908,41
E02003909,42
E02003910,41
E02003911,49
E02003912,49
E02003913,51
E02003914,37
E02003915,37
E02003916,35
E02003917,43
E02003918,47
E02003919,41
E02003920,41
E02003921,45
E02003922,41
E02003923,39
E02003924,46
E02003925,41
E02003926,45
E02003927,44
E02003928,39
E02003929,50
E02003930,47
E02003933,50
E02003934,46
E02003935,39
E02003936,49
E02003937,52
E02003938,45
E02003939,46
E02003940,49
E02003941,41
E02003942,40
E02003943,48
E02003944,44
E02003945,52
E02003946,47
E02003947,49
E02003948,44
E02003949,44
E02003951,52
E02003952,44
E02003953,42
E02003954,40
E02003955,42
E02003956,42
E02003957,43
E02003958,42
E02003959,41
E02003960,51
E02003961,44
E02003962,44
E02003963,44
E02003964,53
E02004137,55
E02004138,60
E02004139,53
E02004140,62
E02004141,47
E02004142,44
E02004143,47
E02004144,48
E02004145,59
E02004146,43
E02004147,37
E02004148,55
E02004152,22
E02004153,35
E02004154,29
E02004155,41
E02004156,29
E02004157,37
E02004158,36
E02004159,38
E02004160,44
E02004161,36
E02004162,40
E02004163,47
E02004189,42
E02004190,47
E02004191,46
E02004192,52
E02004193,42
E02004194,48
E02004195,49
E02004196,50
E02004197,53
E02004198,48
E02004199,58
E02004200,56
E02004201,51
E02004202,45
E02004203,50
E02004204,46
E02004205,48
E02004206,53
E02004207,46
E02004208,50
E02004209,44
E02004210,46
E02004211,54
E02004212,42
E02004213,43
E02004214,37
E02004215,43
E02004216,47
E02004217,45
E02004218,48
E02004219,49
E02004231,47
E02004232,48
E02004233,46
E02004234,51
E02004235,49
E02004273,56
E02006840,44
