geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E01000001,83,45,203,272,226,240,200,67,129
E01000002,106,58,132,237,286,233,209,78,97
E01000003,75,96,221,250,219,157,144,44,140
E01000005,102,97,219,132,156,109,79,43,48
E01000156,261,185,304,363,296,199,121,53,93
E01000157,216,147,248,332,250,149,108,28,63
E01000158,197,191,198,231,260,181,114,38,60
E01000160,266,163,376,488,337,193,154,45,39
E01000161,174,172,380,336,279,176,129,38,137
E01000162,188,203,217,203,242,215,135,51,145
E01000163,227,143,274,353,245,149,100,26,41
E01000164,252,228,283,284,250,177,107,41,64
E01000165,257,196,271,368,328,203,141,46,52
E01000177,216,98,298,359,255,151,133,48,70
E01000178,251,203,261,264,303,158,158,50,143
E01000180,202,138,284,291,186,154,159,55,138
E01000181,201,159,316,343,254,165,145,46,82
E01000182,170,135,333,336,256,167,133,50,111
E01000184,229,205,191,216,218,135,117,47,56
E01000185,176,203,300,237,202,144,91,30,64
E01000208,219,151,246,229,209,173,166,59,142
E01000315,207,343,198,211,307,201,113,44,91
E01000316,322,264,463,453,303,230,149,56,72
E01000318,198,259,242,239,272,262,163,70,135
E01000322,195,140,279,342,244,177,154,63,123
E01000323,219,148,349,442,297,167,135,59,166
E01000324,234,232,232,253,301,195,163,49,127
E01000842,151,67,209,361,246,134,140,54,82
E01000843,266,79,302,428,222,124,133,53,71
E01000844,248,56,285,545,265,124,123,51,75
E01000845,146,91,294,346,191,141,131,34,90
E01000846,240,206,190,211,241,151,109,54,99
E01000847,293,201,258,275,254,149,117,52,87
E01000848,172,77,194,461,269,142,135,47,91
E01000849,155,74,312,439,194,124,130,43,98
E01000850,64,180,563,367,198,144,79,35,64
E01000851,87,582,844,348,226,131,101,23,41
E01000852,29,338,640,185,110,90,92,34,69
E01000853,185,111,318,226,209,172,186,72,152
E01000854,185,180,739,273,147,111,112,29,57
E01000855,43,39,564,402,234,165,177,50,90
E01000856,203,224,396,305,203,142,95,29,48
E01000857,167,119,184,280,242,180,140,56,79
E01000858,206,269,439,312,256,178,114,41,46
E01000859,169,100,186,390,264,198,164,57,58
E01000860,111,79,124,228,190,153,238,79,105
E01000861,116,154,493,282,228,130,97,29,45
E01000862,159,112,268,399,249,187,178,55,105
E01000863,104,100,467,334,190,127,86,27,46
E01000864,129,135,414,297,246,140,91,30,55
E01000865,82,364,444,186,154,112,89,36,38
E01000866,213,182,448,366,261,249,147,53,111
E01000867,196,180,438,297,158,127,98,38,76
E01000868,251,194,224,256,214,153,93,22,35
E01000869,203,181,583,448,260,156,169,38,72
E01000870,153,188,361,292,244,216,134,38,67
E01000882,178,88,232,348,278,147,126,45,71
E01000886,181,142,200,272,227,179,135,48,61
E01000887,156,104,289,362,204,140,121,36,74
E01000888,218,186,218,289,265,185,135,34,75
E01000889,211,257,293,247,232,186,115,41,88
E01000890,199,209,227,204,226,234,120,86,135
E01000891,202,228,330,227,193,147,116,36,96
E01000892,253,170,260,370,281,189,159,52,109
E01000893,163,143,195,287,257,201,139,74,107
E01000894,189,102,136,302,211,153,148,52,96
