geocode,female,male
E02000001,3284,4091
E02000038,5294,5220
E02000039,3417,3258
E02000040,3787,3410
E02000041,4465,4346
E02000042,5398,5241
E02000043,3968,3728
E02000044,4299,3772
E02000045,5235,5002
E02000046,3618,3445
E02000047,5937,5436
E02000048,5104,4713
E02000049,4501,4002
E02000050,5201,4863
E02000051,4479,4168
E02000052,5003,4695
E02000053,4277,4420
E02000054,3654,3552
E02000055,5616,5514
E02000056,4893,4319
E02000057,3787,3697
E02000058,5415,4805
E02000059,5270,5189
E02000060,5556,5364
E02000061,4095,3918
E02000062,3249,3091
E02000063,3521,3450
E02000064,3234,3014
E02000093,5479,5404
E02000094,4358,4388
E02000095,4976,4945
E02000096,3853,3745
E02000097,4399,4559
E02000098,3904,4040
E02000099,4418,4289
E02000100,4296,4092
E02000101,4691,4641
E02000102,3975,3812
E02000103,4412,4311
E02000104,3336,3431
E02000105,4393,4809
E02000106,5091,5126
E02000107,5183,5509
E02000108,3195,3389
E02000109,4679,5185
E02000110,3973,4114
E02000111,4723,5059
E02000112,4415,5017
E02000113,5040,4615
E02000114,4491,4519
E02000115,4062,4278
E02000116,4066,4087
E02000117,6174,5839
E02000118,4502,4923
E02000119,3690,3558
E02000120,4673,4541
E02000121,4349,4584
E02000122,4178,3901
E02000123,7266,7453
E02000124,5134,5088
E02000125,5495,5320
E02000126,3878,3897
E02000130,4095,3819
E02000131,4541,4413
E02000132,4404,4163
E02000135,5046,4688
E02000137,4101,3725
E02000138,4098,3838
E02000139,3816,3468
E02000141,3592,3348
E02000147,4057,3912
E02000150,4360,3991
E02000156,6277,5817
E02000166,4235,3689
E02000167,4064,3880
E02000168,4244,3928
E02000169,3972,3665
E02000170,4204,4134
E02000171,4027,3791
E02000172,5255,4892
E02000173,3916,3759
E02000174,4606,4108
E02000175,4576,4272
E02000176,3262,3111
E02000177,4706,4242
E02000178,4454,4403
E02000179,3349,2980
E02000180,4136,4066
E02000181,4051,3657
E02000182,3597,3100
E02000183,4049,3864
E02000184,4540,4342
E02000185,4388,3902
E02000186,3238,3449
E02000187,4274,3881
E02000188,4072,4250
E02000189,2958,2986
E02000190,3792,3738
E02000191,3489,4008
E02000192,3386,3771
E02000193,3613,4017
E02000194,4447,4249
E02000195,4647,4505
E02000196,3775,3628
E02000197,4712,4382
E02000198,4200,3870
E02000199,4464,3966
E02000200,4249,4045
E02000201,4286,3995
E02000202,4332,4216
E02000203,3890,3649
E02000204,4879,4528
E02000206,4908,4631
E02000207,4680,4319
E02000208,5050,4740
E02000209,4310,4104
E02000210,4330,3980
E02000211,4149,3851
E02000212,4321,4202
E02000213,4771,4780
E02000214,3120,3116
E02000215,5093,5425
E02000216,3406,3332
E02000217,4912,4776
E02000218,3542,3098
E02000219,4037,3649
E02000220,4806,5075
E02000221,5171,4649
E02000222,3972,3919
E02000223,4646,3725
E02000224,3871,3813
E02000225,3992,3543
E02000226,3799,3740
E02000227,6031,5380
E02000228,3905,3704
E02000229,3384,2990
E02000230,5116,4929
E02000231,3890,3795
E02000232,3224,2983
E02000233,3180,2955
E02000234,4126,3897
E02000235,3614,3354
E02000236,3916,3743
E02000237,3919,3556
E02000238,4635,4865
E02000239,4437,4563
E02000240,5311,4954
E02000241,3351,3288
E02000242,3236,3527
E02000243,4223,4286
E02000244,3505,3667
E02000245,4229,3927
E02000246,4455,4293
E02000247,5356,4952
E02000248,3691,3643
E02000249,3879,3842
E02000250,3394,3093
E02000251,3936,4008
E02000252,4633,5073
E02000253,5017,4615
E02000254,4407,4542
E02000255,4882,4583
E02000256,4480,4381
E02000257,6806,6703
E02000258,3317,3413
E02000259,3231,3045
E02000260,4210,4500
E02000261,5494,5272
E02000262,4469,4456
E02000263,5464,6173
E02000264,4063,4040
E02000265,5577,5542
E02000266,6190,6141
E02000267,3523,3403
E02000268,4692,4666
E02000269,4131,3947
E02000270,4160,3883
E02000271,3432,3331
E02000272,3430,3318
E02000274,5887,6846
E02000275,3471,3631
E02000276,3273,3449
E02000308,3855,3881
E02000309,5363,5126
E02000311,5095,4777
E02000312,5214,5259
E02000345,4390,4448
E02000346,3076,3016
E02000347,3996,3960
E02000348,4089,4031
E02000350,4786,4716
E02000351,4220,4303
E02000352,3658,3225
E02000353,4035,3751
E02000354,4737,4765
E02000355,4283,4202
E02000356,3713,3633
E02000357,3320,3019
E02000358,5549,5509
E02000359,3402,3179
E02000360,5800,5492
E02000361,3832,3808
E02000362,3198,3165
E02000363,5540,5305
E02000364,4468,4399
E02000365,6307,6457
E02000366,4373,4141
E02000367,5042,4699
E02000368,4917,4697
E02000369,5705,5889
E02000370,4039,4262
E02000371,5859,6510
E02000372,4825,4350
E02000373,3559,3099
E02000374,3513,3218
E02000375,3606,3422
E02000376,3392,3523
E02000377,4071,4098
E02000378,3357,3177
E02000379,3810,3771
E02000380,2891,2972
E02000381,4058,3710
E02000382,3048,3119
E02000383,4832,4600
E02000384,3715,3605
E02000385,3039,3123
E02000386,4090,4046
E02000387,3177,3095
E02000388,4237,3965
E02000389,4301,3954
E02000390,3288,3160
E02000391,3927,3802
E02000392,5080,4498
E02000393,3192,2839
E02000394,4075,3680
E02000395,3089,2862
E02000396,3407,3226
E02000397,3919,3896
E02000398,3494,3629
E02000400,3911,3757
E02000401,3583,3151
E02000402,3617,3080
E02000403,3599,3600
E02000404,3694,3621
E02000405,3311,3237
E02000406,3645,3380
E02000407,3688,3624
E02000408,3891,3721
E02000409,3288,3239
E02000410,3453,3240
E02000411,3690,3762
E02000412,3510,3404
E02000413,3976,3524
E02000414,3519,3652
E02000415,3351,3494
E02000416,3819,3671
E02000417,3426,3250
E02000418,2906,2603
E02000419,3957,4151
E02000420,3743,3689
E02000421,3666,3482
E02000422,3817,4008
E02000423,3286,3527
E02000424,3642,3556
E02000425,3604,3652
E02000426,3453,3278
E02000427,3306,3548
E02000428,3496,3526
E02000429,3448,3404
E02000430,3684,3733
E02000431,3329,3356
E02000432,3233,3221
E02000434,4418,4170
E02000435,3832,3594
E02000436,2970,2812
E02000437,4352,4025
E02000438,4177,3733
E02000439,4129,4077
E02000440,4825,4744
E02000441,3521,3193
E02000442,4326,4380
E02000443,4820,4650
E02000444,4315,4184
E02000445,5061,5189
E02000447,3602,3456
E02000448,3470,3171
E02000449,4065,4072
E02000451,3337,3213
E02000452,3956,4262
E02000453,3838,3782
E02000454,3626,3456
E02000455,4067,4068
E02000456,3576,3483
E02000457,3168,3146
E02000459,4156,4079
E02000460,3318,3200
E02000461,3123,3824
E02000462,3312,3320
E02000463,4268,4161
E02000494,3920,3559
E02000495,4959,4514
E02000496,3834,3565
E02000497,4447,4082
E02000498,3101,2919
E02000499,3991,3774
E02000500,3885,3829
E02000501,4303,3944
E02000502,3963,3650
E02000503,4428,4558
E02000504,3781,3601
E02000506,3849,3692
E02000507,4001,3942
E02000508,4302,4882
E02000509,4897,4926
E02000510,4367,4267
E02000511,4709,4717
E02000512,3997,4004
E02000513,4633,4347
E02000514,4789,5031
E02000515,5168,5271
E02000516,4146,4123
E02000517,4432,4194
E02000518,4381,4225
E02000519,4282,4376
E02000520,5534,5717
E02000521,5038,4874
E02000522,4418,4235
E02000523,4770,4866
E02000524,3067,3596
E02000525,4377,4449
E02000526,4349,4029
E02000528,5427,5187
E02000529,4149,4299
E02000530,3479,3358
E02000531,5275,5062
E02000532,4637,4523
E02000533,4190,4216
E02000534,3932,4112
E02000535,4512,4779
E02000536,4543,4726
E02000537,4078,4542
E02000538,4184,4496
E02000539,5561,5191
E02000540,4439,4807
