geocode,asian,black,mixed,other,white
E01004775,57,13,27,5,1410
E01004776,32,4,12,2,1752
E01004777,17,4,28,4,1548
E01004778,8,1,14,0,1163
E01004779,27,2,22,1,1505
E01004780,22,2,19,4,1940
E01004781,145,14,41,6,1610
E01004782,9,0,8,0,1101
E01004783,1,9,3,0,1477
E01004831,365,11,21,21,1212
E01004835,435,13,20,14,1006
E01004836,420,2,14,11,1044
E01004837,426,19,33,4,1150
E01004838,437,85,33,22,1095
E01004839,262,38,57,14,1607
E01004840,91,11,20,4,1526
E01004841,34,74,39,11,1562
E01004842,93,7,32,5,1565
E01004843,122,8,39,3,1345
E01004844,237,12,24,10,1298
E01004845,302,18,40,3,1351
E01004881,1,4,7,8,1417
E01004882,13,6,22,0,1321
E01004883,10,5,20,5,1391
E01004884,13,2,10,0,1445
E01004885,94,11,20,0,1241
E01004886,33,7,2,4,1337
E01004887,13,6,25,1,1370
E01004888,16,3,10,1,1292
E01004889,13,5,10,4,1401
E01004890,14,7,15,2,1364
E01004891,17,7,18,4,1548
E01004892,30,2,9,5,1485
E01004893,55,4,15,1,1457
E01004894,31,1,29,2,1777
E01004895,7,4,23,3,1288
E01004897,91,7,21,3,963
E01004899,248,12,34,13,1232
E01004900,389,17,42,7,1144
E01004901,41,5,17,0,1749
E01004919,40,12,15,7,1431
E01004920,32,22,30,7,1493
E01004936,32,5,25,1,1966
E01004938,30,2,31,3,1427
E01004939,18,5,16,5,1475
E01006229,33,6,12,13,1463
E01006230,34,3,1,11,1368
E01006231,29,0,8,7,1433
E01006232,12,3,10,0,1830
E01006233,29,5,21,5,1437
E01006234,12,2,5,0,1211
E01006235,13,1,11,3,1496
E01006236,5,6,9,1,1459
E01006237,15,6,17,1,1537
E01006238,13,12,10,2,1493
E01006253,20,10,4,1,1509
E01006254,23,11,22,4,1597
E01006255,8,2,15,6,1474
E01006256,13,10,19,2,1395
E01006257,25,3,18,2,1259
E01006258,11,16,18,5,1634
E01006259,18,1,2,0,1300
E01006260,12,2,17,0,1499
E01006271,13,11,11,0,1750
E01006305,19,21,23,0,1720
E01006306,21,21,32,14,1458
E01006307,7,8,10,1,1406
E01006308,22,3,10,0,1605
E01006311,27,18,18,1,1529
E01006312,6,2,9,2,1462
E01006313,0,8,5,1,1053
E01006314,9,1,7,1,1661
E01006315,6,6,2,4,1219
E01006316,10,1,10,2,1463
E01006317,4,1,7,0,1511
E01006318,5,0,10,0,1431
E01006319,30,9,21,5,1374
E01006320,22,2,11,0,1343
E01006321,9,2,10,2,1687
E01006350,27,21,37,5,1733
E01006356,10,4,12,0,1446
E01006357,17,6,14,3,1687
E01006360,10,12,30,25,1598
E01006361,14,18,17,8,1559
E01006362,13,1,3,0,1765
E01006363,2,1,3,0,1536
E01006369,41,23,18,21,1593
E01006370,120,25,39,10,1404
E01006371,47,6,13,4,1473
E01006372,51,11,18,2,1593
E01006373,24,1,14,3,1461
E01006374,12,3,12,3,1519
E01006375,49,27,18,11,1497
E01006386,17,16,17,18,1466
E01006387,2,1,10,5,1301
E01006388,1,2,15,3,1670
E01006389,4,2,13,1,1380
E01006390,12,1,13,0,1513
E01006391,13,3,4,0,1567
E01006392,31,35,14,6,1413
E01006396,0,1,4,5,1462
E01006397,5,1,9,0,1120
E01006398,4,3,5,0,1074
E01012572,1197,14,36,33,272
E01012573,1587,16,27,10,160
E01012575,738,13,18,32,483
E01012589,67,4,15,5,1331
E01012590,43,6,16,7,1284
E01012591,33,3,13,3,1509
E01012593,49,11,21,3,1691
E01012594,24,10,17,6,1416
E01012595,94,13,41,14,1741
E01012596,158,27,38,13,1540
E01012597,45,3,14,1,1704
E01012598,97,10,33,11,2841
E01012599,14,4,5,1,1145
E01012600,128,5,12,3,1294
E01012601,37,7,14,2,1471
E01012602,40,11,7,6,1537
E01012603,27,14,20,0,1519
E01012604,182,30,27,39,1408
E01012609,3,5,7,4,1558
E01012610,12,1,12,9,1240
E01012611,14,0,5,4,1028
E01012612,5,1,3,2,1388
E01012613,14,3,14,0,1316
E01012618,10,8,12,7,1428
E01012619,26,5,17,2,1350
E01012620,15,3,6,1,1363
E01012621,38,13,16,6,1417
E01012622,302,43,40,9,1257
E01012623,75,0,14,10,1434
E01012624,7,9,13,0,1541
E01012625,17,2,20,3,1591
E01012628,9,1,12,4,1139
E01012629,357,9,19,7,753
E01012630,1872,9,41,88,261
E01012631,449,12,18,15,798
E01012648,45,7,8,5,1113
E01012649,100,24,21,6,1311
E01012650,178,5,19,13,1164
E01012651,51,1,8,3,1630
E01012652,20,2,6,6,1505
E01012653,26,2,15,0,1251
E01012654,161,5,11,9,1471
E01012655,334,75,34,53,1358
E01012657,1259,37,30,35,670
E01012658,415,9,14,14,1373
E01012659,21,6,10,3,1371
E01024915,16,3,12,2,2148
E01024916,11,0,13,0,1649
E01024917,37,1,7,1,1677
E01024918,12,4,15,0,1718
E01024919,65,14,29,19,2445
E01024920,28,7,16,4,1884
E01024921,6,4,14,3,2096
E01024922,12,3,8,0,1427
E01024923,5,5,5,0,1219
E01024924,8,0,3,0,1401
E01024925,238,8,18,18,1426
E01024926,117,12,30,14,1748
