geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E02003122,672,641,596,642,889,934,1098,455,802
E02003123,930,1007,1015,867,1098,1018,968,430,700
E02003124,1114,958,1081,1023,1111,874,785,305,556
E02003125,678,720,751,711,880,851,716,260,428
E02003126,709,959,960,830,804,1250,1055,237,458
E02003127,1058,1098,942,932,1065,852,775,283,565
E02003128,1097,981,1227,1067,1185,1018,1001,307,771
E02003129,880,752,677,757,893,757,750,333,722
E02003130,1256,1332,1286,1268,1479,1386,1124,406,687
E02003131,886,921,929,946,965,952,1007,353,540
E02003132,937,924,914,981,1222,1015,895,296,751
E02003133,821,973,779,796,1109,959,951,355,604
E02003134,993,1058,823,828,1018,848,648,280,434
E02003135,1214,971,1389,951,1119,764,584,184,303
E02003136,748,922,590,758,1220,954,1191,532,990
E02003137,828,984,665,784,1316,1018,974,330,895
E02003138,881,868,1122,1167,1292,861,623,193,469
E02003139,870,867,853,948,1127,838,639,160,204
E02003140,899,921,663,936,1218,937,922,407,794
E02003141,875,800,1462,1232,1286,1009,720,207,423
E02003142,1048,1222,1286,1233,1302,1140,909,314,630
E02003143,874,913,963,922,1154,1020,945,324,676
E02003144,372,1209,4407,895,625,523,440,140,430
E02003145,653,798,1460,809,943,835,699,214,565
E02003146,732,1151,3113,1257,944,714,530,183,394
E02003147,1221,959,1481,980,1014,860,620,198,312
E02003148,535,1724,3649,947,861,739,683,227,521
E02003149,856,1017,3032,1309,1033,844,620,211,418
E02003150,1069,963,2918,1654,1463,1365,975,324,737
E02003151,599,808,485,608,1073,971,1206,530,1169
E02003152,986,1126,798,936,1512,1285,1328,492,963
E02003153,992,902,915,965,1085,931,915,373,805
E02003154,846,978,736,699,1009,875,957,381,697
E02003155,596,679,572,597,854,712,786,282,744
E02003156,1297,1145,1144,1298,1367,1155,1103,344,672
E02003157,679,811,840,719,966,855,704,210,439
E02003158,507,610,522,524,749,658,769,303,798
E02003159,685,753,761,698,906,688,631,196,429
E02003161,652,630,1309,879,933,988,729,241,536
E02003163,442,429,702,718,968,1102,1465,543,1408
E02003164,820,929,712,845,1191,1189,1365,552,1223
E02003165,767,798,598,819,1103,939,948,370,791
E02003166,1332,1512,1110,1148,1542,1302,1297,481,753
E02003167,750,865,1059,845,1237,1210,1204,454,1394
E02003168,572,843,598,572,1074,911,1109,407,824
E02003169,420,644,396,398,796,926,1344,524,1209
E02003170,712,861,792,687,1164,1324,1774,672,1345
E02003171,700,884,636,628,1017,983,1131,499,884
E02003892,539,744,431,499,921,1043,1121,342,613
E02003893,571,730,470,588,969,1118,1147,320,568
E02003894,854,998,793,853,1204,1083,1121,387,724
E02003895,916,1011,783,909,1192,1101,1028,342,683
E02003896,541,726,594,599,778,737,780,250,588
E02003897,590,644,387,607,924,830,849,237,344
E02003898,568,729,433,548,1017,1124,1206,406,575
E02003899,498,596,523,545,718,745,819,256,580
E02003900,765,855,784,885,1100,925,985,301,563
E02003901,620,779,565,596,912,1210,1401,445,925
E02003902,619,667,595,581,777,755,708,240,469
E02003903,598,719,571,593,943,1023,1099,329,548
E02003904,396,510,376,411,757,823,1041,315,696
E02003905,707,737,570,736,1009,933,804,260,417
E02003906,515,575,473,628,741,767,880,253,574
E02003907,768,808,661,925,1097,1000,1122,370,814
