geocode,bad,fair,good
E00025383,6,19,236
E00025384,3,49,229
E00025385,8,32,201
E00025387,29,53,151
E00025388,17,27,232
E00025389,11,39,346
E00025390,11,34,308
E00025391,26,56,250
E00025392,6,25,219
E00025393,12,43,230
E00025394,9,42,269
E00025395,16,39,274
E00025396,11,45,192
E00025397,11,47,213
E00025399,15,35,184
E00025400,9,41,198
E00025401,22,44,161
E00063397,38,62,436
E00063399,20,43,265
E00063400,29,48,255
E00063401,41,75,490
E00063417,31,52,301
E00063418,38,48,209
E00063484,10,36,267
E00063485,14,40,271
E00063486,18,35,206
E00063487,18,41,283
E00063488,23,52,244
E00063489,10,45,311
E00063544,11,25,159
E00063587,40,60,431
E00063588,18,47,217
E00063589,5,27,287
E00063590,15,40,218
E00063591,22,31,210
E00063592,18,53,175
E00063593,26,73,512
E00063595,18,37,255
E00063596,17,31,238
E00063597,9,27,206
E00063598,26,63,305
E00063600,8,39,237
E00063601,6,35,291
E00063602,15,55,545
E00063603,19,41,292
E00063604,12,39,227
E00063605,23,50,229
E00063606,25,38,44
E00063651,11,33,451
E00063652,9,30,317
E00063654,20,31,134
E00063655,10,45,234
E00063656,10,35,268
E00063674,30,67,317
E00063675,35,51,233
E00063701,27,44,231
E00063702,43,54,368
E00063703,35,39,215
E00063704,39,42,230
E00063705,47,83,367
E00063706,26,48,202
E00063707,17,67,263
E00063708,46,41,221
E00063709,42,70,419
E00063710,15,39,217
E00063711,29,42,228
E00063712,64,59,137
E00063713,52,63,237
E00063714,35,39,244
E00063715,33,61,241
E00063721,20,43,206
E00063722,35,49,192
E00063723,25,34,227
E00063724,24,52,284
E00063725,25,51,280
E00063743,30,43,279
E00063745,64,78,183
E00063747,30,46,183
E00063748,23,73,179
E00063752,16,41,148
E00063754,39,51,393
E00063761,23,48,159
E00063763,28,60,333
E00063764,39,39,42
E00063766,24,34,192
E00063812,13,42,276
E00063813,7,25,320
E00063814,15,38,258
E00063815,16,42,251
E00063816,8,43,263
E00063817,18,36,234
E00063818,8,11,197
E00063821,23,36,204
E00063822,17,43,224
E00127066,28,56,270
E00127067,25,28,171
E00127074,38,58,221
E00127075,12,33,254
E00127076,15,59,166
E00127077,14,44,231
E00127078,30,50,190
E00127080,16,32,237
E00127081,18,56,213
E00127082,6,44,196
E00127083,14,33,216
E00127084,13,36,253
E00127085,15,38,246
E00127086,9,47,212
E00127087,6,28,269
E00127088,11,31,285
E00127089,26,47,255
E00127090,11,38,220
E00127091,8,24,333
E00127092,22,47,141
E00127093,16,54,220
E00127154,24,61,423
E00127155,22,70,194
E00127156,24,62,269
E00127157,14,51,213
E00127158,51,44,116
E00127159,20,47,330
E00127160,14,46,213
E00127161,39,45,71
E00127162,28,42,501
E00127163,18,36,173
E00127164,16,25,209
E00127165,12,25,171
E00127166,27,53,227
E00127167,39,59,117
E00127168,24,63,233
E00127263,19,52,235
E00127264,19,43,248
E00127265,25,31,254
E00127266,27,38,276
E00127267,22,31,120
E00127268,8,29,284
E00127269,12,34,231
E00127270,22,53,211
E00127271,25,33,203
E00127272,43,72,52
E00127274,64,60,180
E00127276,34,67,110
E00127277,32,51,250
E00127279,16,38,228
E00127280,11,30,224
E00127281,27,52,169
E00127282,20,26,282
E00127283,17,50,247
E00127284,20,59,195
E00127285,24,42,207
E00127286,23,60,221
E00127287,22,44,258
E00127288,9,48,295
E00127289,28,47,255
E00127290,24,47,278
E00127291,16,48,317
E00127296,20,30,256
E00127297,24,28,168
E00127298,15,52,201
E00127299,59,67,223
E00127300,30,48,281
E00127301,36,50,226
E00127302,33,76,329
E00127303,26,54,298
E00127305,35,62,269
E00127306,26,51,196
E00127307,30,54,260
E00127308,22,49,188
E00127309,30,41,186
E00127310,55,83,214
E00127311,28,50,241
E00127312,51,60,301
E00127313,29,64,306
E00128682,24,51,165
E00128683,32,54,297
E00128684,10,32,479
E00128687,14,32,204
E00128688,25,50,240
E00128689,13,38,257
E00128690,29,37,313
E00128691,21,42,220
E00128692,10,32,286
E00128693,15,30,188
E00128694,14,43,232
E00128695,17,34,171
E00128696,17,31,342
E00128697,8,38,251
E00128698,9,22,258
E00128699,8,19,242
E00128700,4,38,246
E00128701,9,32,266
E00128702,17,44,246
E00128703,11,19,249
E00128704,18,41,291
E00128718,38,39,314
E00128719,33,44,290
E00128721,6,22,226
E00128722,16,33,241
E00128725,4,27,310
E00128727,15,39,186
E00128728,10,18,220
E00128729,10,32,276
E00128731,25,47,218
E00128732,14,49,277
E00128733,16,40,285
E00128734,56,107,212
E00128735,12,60,270
E00128736,11,45,355
E00128737,26,42,413
E00128738,16,47,220
E00128739,15,36,271
E00128740,16,48,231
E00128741,12,38,245
E00128742,12,31,256
E00128743,14,38,312
E00128744,20,48,252
E00128745,15,20,205
E00128746,24,42,380
E00128747,21,43,218
E00128796,13,40,279
E00128797,8,29,264
E00128798,11,47,403
E00128799,7,29,278
E00128800,17,31,237
E00128801,11,22,278
E00128802,6,21,295
E00128803,8,30,230
E00128804,21,88,223
E00128805,104,78,104
E00128806,29,46,154
E00128807,17,35,216
E00128808,9,26,282
E00128809,25,45,228
E00128810,14,37,197
E00128811,14,44,203
E00128812,4,34,283
E00128813,10,37,271
E00128814,7,36,290
E00128831,14,45,236
E00128832,13,37,271
E00128833,26,48,251
E00128834,18,34,221
E00128835,26,59,184
