geocode,all
E02002722,46
E02003742,49
E02003743,36
E02003744,41
E02003745,45
E02003746,40
E02003748,44
E02003750,47
E02003751,44
E02005417,48
E02005425,49
E02005426,43
E02005428,54
E02005429,61
E02005431,50
E02005432,52
E02005433,56
E02005435,49
E02005436,48
E02005437,42
E02005438,47
E02005440,48
E02005466,48
E02005467,46
E02005472,47
E02005474,48
E02005503,45
E02005504,49
E02005505,44
E02005506,46
E02005507,41
E02005508,48
E02005509,50
E02005510,51
E02005511,47
E02005512,41
E02005513,42
E02005514,47
E02005520,50
E02005521,45
E02005522,46
E02005523,42
E02005524,46
E02005525,42
E02005526,42
E02005527,45
E02005528,43
E02005529,51
E02005530,47
E02005531,44
E02005532,51
E02005533,47
E02005534,47
E02005535,39
E02005536,48
E02005537,46
E02005538,51
E02005539,47
E02005540,50
E02005541,43
E02005542,37
E02005543,33
E02005544,32
E02005545,46
E02005546,40
E02005547,41
E02005548,42
E02005549,47
E02005550,46
E02005551,59
E02005552,54
E02005553,57
E02005554,54
E02005555,47
E02005556,42
E02005557,31
E02005558,46
E02005559,40
E02005560,32
E02005561,37
E02005562,48
E02005563,46
E02005564,39
E02005565,43
E02005566,46
E02005567,47
E02005568,48
E02005569,42
E02005570,56
E02005571,56
E02005572,53
E02005573,58
E02005574,53
E02005575,51
E02005576,53
E02005577,47
E02005578,46
E02005579,46
E02005580,47
E02005581,47
E02005582,49
E02005583,57
E02005584,34
E02005585,32
E02005586,32
E02005587,40
E02005588,31
E02005589,31
E02005590,36
E02005592,30
E02005593,22
E02005594,36
E02005595,48
E02005596,38
E02005597,40
E02005598,44
E02005599,45
E02005600,42
E02005601,47
E02005602,47
E02005603,40
E02005604,47
E02005605,44
E02005606,46
E02005607,43
E02006302,50
E02006303,39
E02006304,50
E02006907,33
E02006908,36
