geocode,all
E00155636,41.0
E00155637,50.0
E00155677,59.0
E00155678,64.0
E00155679,57.0
E00155680,50.0
E00155681,64.0
E00155682,67.0
E00155683,36.0
E00155684,48.0
E00155685,51.0
E00155686,47.0
E00155687,55.0
E00155688,52.0
E00155689,41.0
E00155690,44.0
E00155691,42.0
E00155692,48.0
E00155693,46.0
E00155694,51.0
E00155695,51.0
E00155696,47.0
E00155697,43.0
E00155698,45.0
E00155699,50.0
E00155700,47.0
E00155706,46.0
E00155707,46.0
E00155708,46.0
E00155710,49.0
E00155721,61.0
E00155722,41.0
E00155723,40.0
E00155724,41.0
E00155725,39.0
E00155726,34.0
E00155727,42.0
E00155728,51.0
E00155729,37.0
E00155730,35.0
E00155731,42.0
E00155732,45.0
E00155733,42.0
E00155734,38.0
E00155735,49.0
E00155736,39.0
E00155737,35.0
E00155738,49.0
E00155739,44.0
E00155740,48.0
E00155741,30.0
E00155742,39.0
E00155743,42.0
E00155744,48.0
E00155745,37.0
E00155746,63.0
E00155747,45.0
E00155748,40.0
E00155749,44.0
E00155750,38.0
E00155751,44.0
E00155752,35.0
E00155753,42.0
E00155754,47.0
E00155755,46.0
E00155756,54.0
E00155758,57.0
E00155766,51.0
E00155781,38.0
E00155782,41.0
E00155783,37.0
E00155784,46.0
E00155785,42.0
E00155786,44.0
E00155787,39.0
E00155788,31.0
E00155789,34.0
E00155790,45.0
E00155791,48.0
E00155792,42.0
E00155793,27.0
E00155794,34.0
E00155795,38.0
E00155796,42.0
E00155797,50.0
E00155798,39.0
E00155799,45.0
E00155800,48.0
E00155801,39.0
E00155824,54.0
E00155830,47.0
E00155832,50.0
E00155833,48.0
E00155845,49.0
E00155846,43.0
E00155847,51.0
E00155848,49.0
E00155849,39.0
E00155850,32.0
E00155984,40.0
E00155995,42.0
E00155996,43.0
E00155998,30.0
E00156002,38.0
E00156012,46.0
E00156013,41.0
E00156014,45.0
E00156015,39.0
E00156016,46.0
E00156017,40.0
E00156025,48.0
E00156026,54.0
E00156027,37.0
E00156028,40.0
E00156030,36.0
E00156031,34.0
E00156032,37.0
E00156033,48.0
E00156034,39.0
E00156035,37.0
E00156037,37.0
E00156038,38.0
E00156039,44.0
E00156040,43.0
E00156041,40.0
E00156042,39.0
E00156043,43.0
E00156044,40.0
E00156045,36.0
E00156046,40.0
E00156047,36.0
E00156048,42.0
E00156049,46.0
E00156050,38.0
E00156136,39.0
E00156137,32.0
E00156139,44.0
E00156141,48.0
E00156142,57.0
E00156151,48.0
E00156153,41.0
E00156156,37.0
E00156158,44.0
E00156159,38.0
E00156160,51.0
E00156161,42.0
E00156162,33.0
E00156163,56.0
E00156164,61.0
E00156165,42.0
E00156166,36.0
E00156167,36.0
E00156168,41.0
E00156169,37.0
E00156170,36.0
E00156171,37.0
E00156172,38.0
E00156173,43.0
E00156174,37.0
E00156175,35.0
E00156177,38.0
E00156178,39.0
E00156179,41.0
E00156180,41.0
E00156181,35.0
E00156182,36.0
E00156184,50.0
E00156185,50.0
E00156186,44.0
E00156187,51.0
E00156188,50.0
E00156189,45.0
E00156190,41.0
E00156191,46.0
E00156192,32.0
E00156193,41.0
E00156194,33.0
E00156195,39.0
E00156196,46.0
E00156197,38.0
E00156198,40.0
E00156199,35.0
E00156202,48.0
E00156205,48.0
E00156209,37.0
E00156210,39.0
E00156211,37.0
E00156212,41.0
E00156213,41.0
E00156214,39.0
E00156215,47.0
E00156216,36.0
E00156217,38.0
E00156218,41.0
E00156219,39.0
E00156220,43.0
E00156221,34.0
E00156222,35.0
E00156223,40.0
E00156224,48.0
E00156225,44.0
E00156226,37.0
E00156227,40.0
E00156228,36.0
E00156229,38.0
E00156230,42.0
E00156231,43.0
E00156232,50.0
E00156233,43.0
E00156238,68.0
E00156239,52.0
E00156240,45.0
E00156241,42.0
E00156242,48.0
E00156243,40.0
E00156244,42.0
E00156245,55.0
E00156246,44.0
E00156247,48.0
E00156255,50.0
E00170401,48.0
