geocode,all
E01004896,54
E01004933,39
E01004934,36
E01004935,36
E01004937,40
E01004940,44
E01006212,43
E01006213,32
E01006214,34
E01006215,40
E01006216,34
E01006217,32
E01006218,32
E01006219,42
E01006220,40
E01006221,40
E01006222,41
E01006223,40
E01006224,34
E01006225,48
E01006226,41
E01006227,39
E01006228,34
E01006239,39
E01006240,31
E01006241,33
E01006242,44
E01006243,38
E01006244,44
E01006245,35
E01006246,43
E01006247,44
E01006248,39
E01006249,38
E01006252,45
E01006261,43
E01006262,39
E01006263,50
E01006264,46
E01006265,42
E01006266,50
E01006267,43
E01006268,39
E01006269,41
E01006270,44
E01006272,39
E01006273,39
E01006274,35
E01006275,36
E01006276,35
E01006277,36
E01006278,44
E01006279,38
E01006280,45
E01006281,40
E01006282,40
E01006283,36
E01006284,38
E01006285,44
E01006286,51
E01006287,44
E01006288,34
E01006289,37
E01006290,47
E01006291,40
E01006292,45
E01006293,41
E01006294,34
E01006295,39
E01006296,34
E01006297,35
E01006298,37
E01006299,39
E01006300,53
E01006301,45
E01006302,39
E01006303,46
E01006304,44
E01006309,33
E01006310,35
E01006322,34
E01006323,38
E01006324,41
E01006325,39
E01006326,37
E01006327,36
E01006328,36
E01006329,34
E01006330,45
E01006331,42
E01006332,39
E01006333,35
E01006334,32
E01006335,35
E01006336,35
E01006337,41
E01006338,36
E01006339,49
E01006340,39
E01006341,41
E01006342,40
E01006343,38
E01006344,39
E01006345,44
E01006346,39
E01006347,45
E01006348,47
E01006349,34
E01006351,30
E01006352,38
E01006353,43
E01006354,40
E01006355,40
E01006358,42
E01006359,36
E01006364,40
E01006365,37
E01006366,46
E01006367,46
E01006368,44
E01006376,37
E01006381,36
E01006393,41
E01006394,47
E01006395,35
E01006399,41
E01006400,37
E01006401,40
E01006402,44
E01006403,44
E01006404,34
E01006405,44
E01006406,47
E01006407,40
E01006408,37
E01006409,47
E01006410,45
E01006411,35
E01006459,39
E01006460,34
E01006461,33
E01006462,42
E01006463,38
E01006464,50
E01006466,43
E01006496,43
E01006497,45
E01006498,40
E01006499,39
E01006500,42
E01006501,34
E01006502,49
E01006503,51
E01006504,34
E01006505,37
E01006802,47
E01006803,47
E01006804,46
E01006805,38
E01006806,48
E01006807,53
E01006808,45
E01006809,48
E01006810,46
E01006811,48
E01006812,36
E01006813,40
E01006814,42
E01006815,42
E01006816,31
E01006817,37
E01006818,46
E01006819,38
E01006820,33
E01006821,38
E01006822,45
E01006823,55
E01006824,45
E01006825,51
E01006826,48
E01006827,41
E01006828,48
E01006829,47
E01006830,33
E01006831,37
E01006832,34
E01006833,38
E01006834,39
E01006835,43
E01006836,43
E01006837,40
E01006838,42
E01006839,44
E01006840,44
E01006841,41
E01006842,35
E01006843,44
E01006844,38
E01006845,38
E01006846,47
E01006847,33
E01006848,44
E01006849,38
E01006850,43
E01006851,47
E01006852,44
E01006853,46
E01006854,40
E01006855,43
E01006856,39
E01006857,45
E01006858,33
E01006859,42
E01006860,39
E01006861,31
E01006862,41
E01006863,38
E01006864,36
E01006865,39
E01006866,36
E01006867,35
E01006868,36
E01006869,39
E01006870,38
E01006871,36
E01006872,39
E01006873,37
E01006874,35
E01006875,36
E01006876,40
E01006877,44
E01006878,41
E01006879,39
E01006880,38
E01006881,40
E01006882,50
E01006883,51
E01006884,50
E01006885,51
E01006886,50
E01006887,46
E01006888,52
E01006889,45
E01006890,43
E01006891,46
E01006892,46
E01006893,43
E01006894,51
E01006895,59
E01006896,48
E01006897,46
E01006898,46
E01006899,34
E01006900,34
E01006901,41
E01006903,41
E01006904,40
E01006905,41
E01006906,38
E01006907,41
E01006908,35
E01006909,28
E01006910,36
E01006911,49
E01006912,30
E01006913,38
E01006914,50
E01006915,42
E01006916,43
E01006917,44
E01006918,40
E01006919,32
E01012367,35
E01012368,39
E01012369,41
E01012370,33
E01012374,38
E01012375,44
E01012376,35
E01012377,40
E01012378,48
E01012379,39
E01012380,36
E01012381,35
E01012382,37
E01012383,42
E01012384,47
E01012386,37
E01012387,48
E01012388,33
E01012389,48
E01012390,43
E01012391,37
E01012392,37
E01012393,46
E01012394,45
E01012395,49
E01012398,42
E01012400,38
E01012401,50
E01012402,38
E01012403,31
E01012404,39
E01012405,40
E01012410,44
E01012411,48
E01012412,37
E01012413,39
E01012414,45
E01012419,36
E01012420,40
E01012421,44
E01012422,33
E01012423,45
E01012424,33
E01012425,40
E01012426,46
E01012427,35
E01012428,34
E01012429,40
E01012430,31
E01012431,34
E01012434,40
E01012441,33
E01012442,30
E01012443,37
E01012444,30
E01012445,35
E01012446,47
E01012447,43
E01012448,37
E01012449,54
E01012450,49
E01012451,42
E01012452,48
E01012453,30
E01012454,32
E01012455,29
E01012457,34
E01012458,31
E01012459,38
E01012460,36
E01012461,43
E01012462,41
E01012463,54
E01012464,41
E01012465,39
E01012466,33
E01012467,54
E01012468,41
E01012469,42
E01012470,42
E01012471,38
E01012472,46
E01012473,50
E01012474,44
E01012475,42
E01012476,46
E01012477,45
E01012478,39
E01012479,35
E01012480,35
E01012481,34
E01012482,41
E01012483,38
E01012485,40
E01012486,44
E01012487,42
E01012488,48
E01012489,44
E01012490,48
E01012491,45
E01012492,48
E01012493,40
E01012494,40
E01012495,37
E01012496,45
E01012497,40
E01012498,38
E01012499,35
E01012500,47
E01012501,39
E01012502,44
E01012503,42
E01012504,33
E01012505,38
E01012506,33
E01012507,34
E01012508,38
E01012509,47
E01012510,37
E01012511,33
E01012512,50
E01012513,41
E01012514,42
E01012515,43
E01012516,48
E01012519,44
E01012520,36
E01012521,42
E01012522,40
E01012523,36
E01012524,44
E01012525,35
E01012526,28
E01012527,43
E01012528,51
E01012529,44
E01012530,44
E01012531,46
E01012532,51
E01012533,27
E01012534,32
E01012535,32
E01012536,35
E01012537,36
E01012538,43
E01012539,38
E01012540,43
E01012541,37
E01012542,48
E01012543,37
E01012544,45
E01012545,32
E01012546,30
E01012547,42
E01012548,41
E01012549,51
E01012550,47
E01012551,43
E01012552,43
E01012553,43
E01012554,45
E01012555,46
E01012556,47
E01012557,40
E01012558,39
E01012559,44
E01012560,43
E01012561,38
E01012562,38
E01012563,43
E01012564,44
E01012565,35
E01012566,34
E01012567,38
E01012568,33
E01012569,36
E01012570,47
E01025494,34
E01025503,30
E01025504,32
E01025535,44
E01025537,47
E01032904,37
E01032905,38
E01033299,28
E01033300,31
E01033302,30
E01033303,32
