geocode,asian,black,mixed,other,white
E00009587,18,11,6,8,174
E00009588,20,7,5,13,148
E00009591,12,3,6,7,196
E00009592,7,26,5,11,166
E00009593,15,22,8,13,190
E00009594,5,4,25,11,301
E00009596,19,4,11,22,246
E00009597,6,20,24,17,268
E00012792,11,67,27,21,243
E00012793,42,60,28,19,210
E00012794,36,48,32,13,186
E00012795,9,16,10,20,227
E00012796,17,19,17,9,256
E00019092,13,4,11,8,212
E00019093,6,2,17,5,152
E00019094,16,9,16,17,267
E00019095,21,5,14,13,266
E00019096,24,1,21,6,376
E00019097,9,3,7,6,336
E00019098,5,1,6,13,356
E00019099,8,0,8,8,309
E00019100,5,5,8,4,335
E00019101,19,0,4,4,320
E00019102,16,4,9,11,299
E00019103,5,8,10,6,307
E00019104,16,3,19,3,282
E00019105,10,2,13,6,234
E00019106,3,1,3,0,340
E00019107,15,5,4,5,327
E00019110,8,1,1,1,353
E00019114,12,3,13,20,306
E00019118,11,2,6,10,323
E00019120,6,3,5,3,250
E00019121,4,0,6,2,290
E00019122,4,8,1,6,210
E00019123,14,2,12,3,303
E00019124,5,4,9,3,315
E00019127,28,2,7,6,301
E00019370,1,2,11,0,240
E00019371,7,1,9,0,319
E00019372,13,1,18,1,281
E00019373,2,1,6,2,277
E00019374,12,6,15,7,323
E00019375,6,0,11,1,340
E00019377,11,3,11,1,281
E00019378,5,11,16,5,249
E00019379,10,0,5,0,205
E00019380,10,2,14,1,241
E00019382,15,2,8,9,244
E00019383,17,7,20,0,240
E00019386,9,2,4,3,264
E00019387,8,6,17,1,215
E00019389,12,0,13,1,258
E00019390,12,4,16,1,199
E00019391,16,5,22,11,186
E00019392,1,0,1,5,278
E00019393,5,6,10,10,201
E00019394,10,7,13,5,299
E00019395,10,1,8,8,347
E00019396,24,3,4,20,188
E00019397,19,1,7,11,194
E00019398,10,1,11,6,256
E00019399,13,12,14,3,240
E00019400,7,1,14,7,342
E00019401,24,0,10,2,249
E00019402,10,3,20,3,258
E00019403,7,4,6,2,222
E00019404,10,3,16,13,242
E00019405,30,6,25,10,270
E00019406,9,1,9,7,285
E00019407,15,1,6,3,290
E00022629,12,12,20,11,230
E00022630,6,13,13,7,178
E00022636,6,12,13,12,249
E00022639,32,48,19,3,270
E00022667,37,23,18,5,428
E00022668,23,19,12,6,232
E00022672,34,21,8,14,238
E00022675,32,26,18,1,241
E00023002,30,11,12,7,195
E00023003,16,7,10,15,275
E00023032,32,61,39,12,365
E00023033,49,61,14,17,241
E00023034,23,28,8,6,268
E00023035,35,28,8,8,184
E00023036,54,42,28,8,191
E00023037,36,45,12,9,207
E00023191,7,8,3,2,373
E00023192,24,4,9,3,249
E00023209,31,29,14,2,210
E00023210,15,25,6,9,166
E00023211,5,0,13,2,272
E00023212,19,1,5,2,206
E00023213,18,6,9,0,279
E00023214,3,1,5,4,235
E00023216,23,6,7,3,282
E00023217,15,0,6,4,249
E00023218,4,1,15,3,247
E00023219,4,15,20,3,254
E00023220,2,3,5,0,309
E00023221,19,4,4,4,258
E00023222,8,1,17,2,292
E00023224,6,28,19,3,248
E00023227,10,1,8,0,272
E00023228,15,1,11,5,260
E00023231,14,3,9,0,210
E00023232,10,1,5,8,360
E00023233,4,3,11,8,230
E00023368,22,3,11,5,284
E00023369,15,23,28,4,248
E00023370,15,9,7,1,336
E00023371,18,4,18,1,325
E00023372,10,8,13,10,268
E00023373,8,1,8,2,267
E00023374,15,10,12,3,269
E00023375,11,15,9,0,235
E00023376,28,44,17,16,167
E00023377,36,29,23,12,222
E00023378,31,11,24,5,358
E00023379,15,15,11,1,236
E00023380,8,31,25,9,209
E00023381,10,11,12,2,266
E00023382,26,63,23,15,180
E00023383,34,112,24,8,296
E00023384,40,4,15,7,235
E00023386,28,3,14,13,232
E00023387,49,106,37,16,214
E00023389,18,101,35,6,200
E00023395,23,2,11,8,160
E00023396,28,4,6,7,245
E00023397,38,4,7,9,221
E00023398,32,21,6,6,243
E00023399,31,11,10,11,226
E00023400,23,15,11,8,248
E00023401,9,9,5,8,181
E00023402,22,3,11,11,228
E00023403,8,7,15,8,285
E00023404,32,10,11,1,278
E00023405,27,15,16,5,235
E00023406,19,29,25,6,271
E00023407,23,30,29,13,306
E00023408,20,26,11,5,243
E00023409,19,9,8,4,318
E00023410,4,2,8,5,266
E00023411,11,16,14,9,276
E00170903,45,33,35,9,597
E00170907,10,14,8,5,194
