geocode,asian,black,mixed,other,white
E00025638,13,11,9,5,234
E00025640,7,6,6,3,287
E00025642,4,4,9,3,270
E00025644,14,9,8,0,270
E00025646,3,0,14,0,305
E00025647,20,18,15,2,314
E00025648,39,26,27,10,331
E00025660,27,3,9,7,235
E00025661,8,12,12,2,263
E00025663,27,13,25,2,328
E00025665,35,7,22,3,357
E00025667,54,22,13,2,198
E00025669,1,8,11,1,247
E00025670,24,3,24,6,254
E00025672,16,16,12,0,261
E00025673,14,21,5,2,287
E00025674,12,8,13,7,251
E00025675,7,12,22,0,221
E00025676,27,15,23,0,253
E00025678,79,16,33,15,240
E00025680,13,4,4,6,271
E00025681,19,23,19,18,158
E00025682,33,65,61,6,155
E00025684,17,13,17,3,258
E00025685,11,6,8,0,258
E00025687,34,12,41,6,220
E00025688,22,18,27,3,202
E00025689,23,14,24,2,236
E00025690,10,16,32,2,212
E00025691,20,0,9,13,302
E00025692,9,10,14,4,286
E00025693,29,6,23,9,247
E00025694,8,22,31,3,268
E00025695,12,1,4,4,203
E00025696,44,14,12,11,267
E00025697,57,2,20,8,291
E00025698,10,17,7,1,269
E00025699,15,4,11,3,317
E00025700,13,3,12,5,218
E00025701,35,0,13,6,281
E00025702,29,21,24,28,217
E00025703,42,7,2,0,270
E00025704,16,7,18,0,244
E00025705,23,6,13,5,245
E00025706,9,5,10,3,202
E00025707,18,2,8,4,141
E00025708,25,7,13,16,234
E00025709,45,6,12,10,248
E00025710,36,46,30,12,212
E00025711,28,12,5,21,196
E00025712,23,14,14,12,238
E00025713,36,30,15,13,164
E00025714,17,40,24,13,211
E00025715,16,1,6,2,164
E00025716,13,11,8,5,261
E00025717,28,18,15,0,242
E00025718,30,23,42,21,224
E00025719,84,2,7,16,294
E00025720,37,5,15,12,265
E00025721,35,74,31,23,186
E00025722,6,28,19,5,200
E00025723,10,25,37,10,177
E00025724,26,27,35,8,251
E00025725,62,36,12,20,437
E00025726,22,18,12,0,318
E00025728,33,22,21,17,301
E00025729,29,14,12,2,249
E00025731,9,20,15,3,281
E00025732,34,17,16,5,308
E00025733,24,52,22,2,363
E00025734,17,18,10,12,339
E00025735,39,27,18,3,305
E00025736,18,41,12,3,427
E00025737,13,8,9,2,335
E00025738,23,20,8,6,295
E00025739,11,24,20,4,318
E00025740,65,13,23,6,288
E00025741,3,25,20,4,342
E00025742,14,12,23,6,306
E00025743,14,8,15,1,281
E00025744,6,34,21,3,277
E00025745,12,23,20,8,407
E00025746,18,18,13,6,178
E00025747,8,20,17,7,273
E00025748,14,31,16,4,360
E00025749,8,17,6,3,287
E00025750,22,6,15,0,321
E00025751,1,50,16,0,237
E00025752,2,14,11,4,223
E00025753,28,9,15,1,282
E00025754,12,18,17,6,277
E00025757,5,21,11,0,208
E00025869,14,10,8,1,316
E00025889,13,26,17,0,262
E00025890,13,13,38,7,237
E00025891,16,3,6,11,293
E00025894,19,35,25,4,236
E00025895,34,23,19,0,269
E00025901,20,11,14,5,264
E00025902,134,7,6,4,173
E00025903,40,16,19,4,172
E00025904,59,31,24,17,246
E00025906,40,4,28,5,229
E00025907,58,13,28,17,250
E00025908,154,7,23,0,225
E00025909,87,13,13,15,243
E00025910,50,24,10,9,176
E00025911,95,13,15,20,205
E00025912,72,3,14,7,213
E00025913,83,16,31,20,226
E00025914,86,22,21,42,230
E00025915,35,18,18,18,235
E00025916,34,19,31,6,235
E00025917,75,28,19,6,209
E00025918,19,4,5,16,235
E00025919,74,19,31,0,208
E00025920,36,11,18,5,233
E00025921,27,22,15,10,232
E00025922,60,7,21,8,220
E00025923,76,15,27,9,259
E00025924,29,14,30,8,281
E00025925,73,14,22,18,366
E00025926,49,8,19,12,251
E00025927,31,16,20,9,270
E00025928,52,1,16,1,292
E00025929,168,16,11,16,213
E00025930,156,8,11,13,156
E00025931,216,17,6,20,176
E00025933,6,0,3,2,291
E00025934,77,27,41,5,227
E00025935,217,10,8,18,173
E00025936,69,3,11,6,221
E00025937,196,22,12,15,191
E00025939,57,15,16,2,220
E00025940,51,10,20,27,183
E00025941,68,21,12,7,222
E00025943,37,29,7,9,251
E00025944,53,3,17,1,200
E00025945,16,11,13,3,255
E00026091,21,5,7,4,362
E00026092,10,4,5,0,184
E00026093,10,11,10,2,294
E00026094,0,4,14,0,293
E00026095,42,19,29,15,203
E00026096,31,23,15,13,205
E00026168,84,10,15,18,219
E00026169,21,3,12,13,188
E00026170,14,2,20,0,299
E00026171,20,6,11,7,280
E00026172,21,10,6,1,282
E00026173,113,10,12,27,178
E00026174,14,3,7,0,164
E00026175,21,8,10,13,175
E00026176,30,19,19,1,199
E00026177,26,2,8,14,260
E00026178,22,11,13,0,281
E00026179,20,2,7,9,274
E00026180,14,3,1,1,203
E00026181,32,4,7,5,282
E00026182,25,6,10,4,237
E00026183,64,3,19,5,315
E00026184,7,2,3,4,224
E00026185,40,3,8,6,299
E00026186,14,3,9,10,290
E00026187,18,4,10,19,303
E00026188,37,7,5,3,292
E00026189,10,0,11,4,301
E00026190,15,6,18,12,243
E00026191,26,3,11,7,204
E00026192,14,3,7,12,296
E00026193,10,4,3,12,227
E00026194,10,1,7,1,309
E00026195,8,2,13,3,212
E00026196,5,7,10,1,216
E00026197,22,4,7,7,214
E00026198,15,0,3,9,352
E00026199,40,7,8,2,311
E00026200,18,1,10,4,265
E00026201,15,5,9,5,238
E00026202,65,13,23,3,268
E00026203,12,3,4,6,267
E00026204,28,4,7,4,310
E00026205,77,8,7,4,232
E00026206,5,0,15,0,300
E00026207,22,12,12,3,286
E00026208,88,1,11,33,336
E00026209,58,7,4,6,280
E00026210,41,7,7,9,192
E00026211,45,14,16,4,245
E00026212,76,15,17,26,228
E00026213,86,20,19,9,179
E00026214,61,3,4,14,145
E00026215,31,7,23,11,235
E00026216,67,15,10,13,221
E00026217,45,5,21,18,193
E00026655,13,26,10,0,255
E00026660,23,15,13,5,335
E00026661,26,8,6,2,273
E00026662,12,10,22,11,279
E00026663,22,2,8,5,290
E00026664,9,20,5,11,257
E00026665,24,2,8,3,253
E00026667,15,2,8,7,275
E00026668,25,12,11,18,286
E00026671,14,8,6,2,294
E00026672,2,5,0,0,293
E00026673,17,8,3,6,216
E00026674,6,6,5,18,331
E00026675,27,10,11,3,251
E00026676,18,2,12,7,216
E00026677,19,21,18,6,266
E00026678,8,3,7,4,265
E00026679,87,15,13,9,243
E00026680,2,3,6,6,243
E00026681,7,7,6,1,191
E00026682,7,4,14,2,250
E00026683,10,20,4,0,265
E00026684,25,5,7,3,320
E00026685,11,0,3,0,270
E00026686,7,6,9,2,166
E00026687,5,7,16,3,189
E00026688,9,4,6,6,273
E00026689,39,13,21,21,331
E00026690,4,2,11,3,234
E00026691,3,4,3,0,278
E00026692,24,2,10,1,282
E00026693,2,11,11,1,238
E00026694,15,5,11,5,198
E00026695,24,6,9,8,223
E00026696,18,9,23,1,271
E00026698,18,12,3,0,282
E00026699,28,16,19,0,283
E00026700,30,5,12,14,223
E00026701,38,16,10,5,319
E00026706,38,39,35,3,189
E00026707,38,17,23,40,208
E00026708,45,15,17,13,291
E00026709,20,5,8,7,290
E00026710,13,15,5,13,253
E00026711,16,3,6,4,185
E00026712,9,3,9,0,234
E00026713,20,7,8,9,329
E00026714,17,12,9,2,198
E00026715,29,14,15,5,274
E00026716,16,4,10,6,205
E00026717,31,2,13,10,222
E00026718,26,1,5,6,307
E00026719,29,4,11,13,236
E00026720,41,5,17,5,336
E00026721,35,3,11,4,313
E00026725,44,24,24,9,193
E00026740,23,8,24,2,260
E00026741,24,24,28,8,210
E00026743,38,36,38,21,212
E00026744,31,36,19,1,164
E00026745,31,23,21,15,232
E00026746,14,8,16,7,274
E00026747,38,9,12,13,235
E00026748,30,24,34,15,389
E00026749,26,31,23,10,180
E00026785,22,8,11,5,359
E00026786,8,1,27,0,225
E00026787,32,9,13,4,319
E00026806,70,9,10,26,334
E00026807,39,2,10,6,224
E00026808,10,15,10,1,202
E00026809,13,2,14,5,231
E00026810,9,4,8,2,153
E00026811,1,7,19,0,274
E00026813,22,1,17,2,284
E00026814,20,7,13,4,239
E00026815,13,8,15,4,295
E00026816,12,8,11,9,313
E00026817,6,5,13,1,280
E00026862,35,9,15,10,304
E00026863,20,9,13,11,309
E00026864,88,6,16,26,222
E00026865,76,7,13,12,317
E00026866,42,3,15,1,286
E00026870,68,19,21,32,259
E00026872,52,1,14,0,320
E00026873,28,14,19,8,318
E00026874,80,5,18,20,272
E00026875,24,7,16,11,243
E00026876,141,5,7,15,257
E00026877,168,19,17,27,386
E00026878,20,15,17,16,434
E00026879,70,6,15,25,324
