geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E00025006,40,0,11,76,0
E00025007,56,3,11,65,0
E00025008,123,0,8,2,0
E00025010,79,2,12,47,0
E00025011,130,0,12,0,0
E00025012,101,1,12,1,0
E00025013,74,3,7,45,0
E00025014,28,0,9,96,0
E00025016,94,0,16,16,3
E00025018,54,1,10,67,0
E00025019,97,0,10,4,0
E00025020,88,0,24,38,0
E00025021,106,1,10,3,0
E00025023,75,0,22,15,0
E00025024,69,2,27,9,1
E00025025,148,0,16,8,2
E00025026,122,0,4,2,0
E00025027,115,0,8,0,0
E00025028,69,1,6,69,0
E00025029,115,0,4,0,0
E00025030,34,1,8,96,0
E00025031,47,1,5,69,0
E00025032,77,3,7,26,1
E00025033,104,2,19,40,3
E00025035,36,3,6,86,1
E00025036,122,0,16,19,0
E00025073,47,1,15,44,0
E00025074,56,6,10,46,1
E00025075,31,2,4,94,0
E00025076,62,5,34,9,4
E00025077,94,9,28,75,0
E00025078,75,1,30,31,0
E00025079,90,2,25,2,0
E00025080,73,4,42,28,3
E00025081,90,2,10,2,0
E00025082,116,0,9,1,0
E00025083,11,0,7,105,1
E00025084,82,1,21,9,0
E00025085,82,4,18,10,0
E00025087,89,0,8,2,0
E00025088,96,3,13,4,0
E00025089,15,2,5,94,0
E00025090,25,6,19,61,1
E00025091,25,3,7,96,0
E00025092,97,2,12,14,1
E00025093,93,0,11,0,0
E00025094,65,5,27,37,0
E00025095,42,7,14,52,0
E00025096,100,0,6,3,0
E00025097,76,4,26,5,0
E00025098,36,0,4,56,0
E00025099,31,3,10,79,0
E00025100,27,1,34,28,0
E00025101,33,1,5,83,1
E00025102,41,4,8,82,0
E00025103,57,1,34,27,0
E00025104,40,4,13,73,5
E00025105,29,2,8,81,4
E00025106,66,7,37,47,0
E00025107,92,1,20,51,1
E00025108,81,2,14,28,4
E00025109,64,4,26,30,0
E00025110,14,4,6,121,1
E00025151,115,1,8,1,0
E00025152,107,0,11,0,1
E00025156,111,0,20,2,0
E00025157,105,0,10,1,0
E00025174,147,3,10,1,0
E00025175,98,2,7,22,2
E00025176,121,1,11,1,0
E00025177,93,2,11,18,0
E00025178,68,2,64,0,0
E00025179,117,1,6,0,1
E00025180,109,0,5,1,0
E00025181,103,0,10,0,0
E00025182,115,0,4,0,0
E00025183,113,0,1,0,0
E00025184,82,2,50,11,0
E00025425,41,0,39,25,0
E00025428,41,3,23,51,0
E00025430,57,1,19,3,1
E00025446,126,2,21,15,2
E00025571,107,2,5,0,0
E00025572,131,0,7,0,0
E00025574,90,0,29,1,1
E00025576,113,1,7,0,0
E00025583,115,0,5,0,0
E00025587,30,1,41,50,0
E00025589,120,6,22,2,0
E00025590,106,3,26,2,0
E00025591,105,2,8,2,0
E00025592,122,0,1,1,0
E00025595,105,1,6,2,0
E00025597,116,4,10,1,0
E00025598,109,2,2,1,0
E00025599,112,1,5,0,0
E00025600,107,1,10,1,0
E00026977,98,0,11,2,0
E00026978,125,1,4,2,0
E00026979,103,2,5,0,0
E00026980,123,0,7,0,0
E00026981,124,0,1,0,0
E00026983,108,1,22,0,0
E00026984,132,0,5,1,0
E00026985,47,1,17,69,1
E00026986,36,3,7,62,0
E00026987,102,1,10,2,0
E00026988,114,0,9,0,0
E00026990,106,0,13,0,0
E00026991,100,0,21,2,1
E00026993,53,1,18,46,0
E00027011,137,2,3,2,0
E00027012,112,2,5,1,0
E00027013,57,3,22,26,1
E00027014,132,1,11,0,0
E00027015,117,2,6,0,0
E00027016,32,3,6,94,0
E00027017,66,1,13,57,0
E00027018,41,4,7,65,0
E00027019,44,2,20,49,0
E00027020,116,0,13,2,0
E00027021,79,4,19,30,6
E00027022,115,3,9,3,1
E00027023,118,0,3,2,0
E00027024,111,1,4,2,0
E00027025,102,2,5,2,0
E00027026,65,3,8,44,0
E00027027,117,1,4,1,0
E00027028,103,2,20,6,0
E00027029,114,2,7,1,0
E00027030,103,0,20,0,0
E00027031,58,2,9,58,1
