geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E00097180,28,56,33,31,75,54,59,24,61
E00097181,25,17,41,27,36,38,40,19,18
E00097182,30,24,51,34,43,49,34,9,12
E00097183,21,41,38,30,47,55,36,14,33
E00097184,42,38,39,43,35,44,50,21,23
E00097185,32,24,26,31,32,46,51,10,27
E00097186,21,11,37,26,31,33,20,19,52
E00097187,34,29,38,39,36,55,52,23,18
E00097188,53,54,48,50,92,74,70,26,26
E00097193,26,38,34,34,60,66,61,16,36
E00097194,45,48,34,44,55,54,53,15,36
E00097195,25,41,19,34,56,70,68,22,37
E00097196,12,18,11,9,32,36,23,8,17
