geocode,bad,fair,good
E01004766,120,263,1209
E01004767,82,229,1367
E01004768,27,135,1439
E01004769,54,171,1309
E01004770,81,216,1168
E01004771,59,186,1396
E01004772,123,247,1361
E01004773,71,225,1666
E01004774,106,228,1341
E01004784,48,157,1056
E01004785,94,218,1111
E01004786,96,204,1153
E01004787,184,254,1170
E01004788,60,150,1182
E01004789,51,181,1174
E01004790,69,196,1167
E01004791,54,177,1003
E01004792,56,208,1201
E01004793,166,312,1139
E01004794,147,284,1344
E01004795,159,311,1028
E01004796,69,205,1220
E01004797,101,189,1081
E01004798,136,247,1269
E01004799,100,206,1011
E01004800,61,176,1066
E01004801,148,245,1242
E01004802,176,293,1340
E01004803,50,170,1415
E01004804,51,164,1237
E01004805,69,169,1395
E01004806,77,235,1203
E01004807,39,121,1291
E01004808,44,172,1427
E01004809,138,264,1361
E01004810,50,142,1405
E01004811,126,249,1182
E01004812,105,250,1493
E01004813,122,212,1058
E01004814,89,217,1150
E01004815,115,229,1234
E01004816,107,227,1254
E01004817,119,273,1170
E01004818,133,284,1172
E01004819,113,235,1165
E01004820,158,280,1163
E01004822,180,250,1249
E01004823,218,340,1174
E01004824,140,255,1336
E01004825,135,248,1258
E01004826,121,229,1236
E01004827,152,237,1226
E01004828,134,247,1419
E01004829,118,192,1061
E01004830,124,265,1162
E01004832,81,198,1253
E01004833,81,224,1225
E01004834,93,200,1321
E01004846,120,196,956
E01004847,136,226,1642
E01004848,202,321,1170
E01004849,120,233,1378
E01004850,135,288,1320
E01004851,188,292,1072
E01004852,112,189,1311
E01004853,130,229,1240
E01004854,124,195,1212
E01004855,84,207,1192
E01004856,117,238,1067
E01004857,112,234,1160
E01004858,172,272,1156
E01004859,221,335,907
E01004860,113,236,1138
E01004861,126,245,1292
E01004862,139,238,997
E01004863,182,231,1123
E01004864,74,218,1258
E01004865,138,220,987
E01004866,204,285,1252
E01004867,97,226,1194
E01004868,95,228,1356
E01004869,163,310,1201
E01004870,176,309,1404
E01004871,112,227,1290
E01004872,121,225,1214
E01004873,143,267,1352
E01004874,131,247,1426
E01004875,107,240,1243
E01004876,201,295,1370
E01004877,159,296,1337
E01004878,87,199,1189
E01004879,109,197,1154
E01004880,53,182,1098
E01004902,133,293,1253
E01004903,40,126,1304
E01004904,85,180,1358
E01004905,118,210,1273
E01004906,164,297,1223
E01004910,85,197,1814
E01004911,147,248,1171
E01004912,109,229,1110
E01004913,89,243,1628
E01004914,71,223,900
E01004915,72,181,1087
E01004916,126,238,1096
E01004917,97,244,1703
E01004918,96,152,1055
E01004921,103,232,1226
E01004922,121,270,1351
E01004923,69,176,1339
E01004924,52,173,1313
E01004925,88,190,1238
E01004926,115,193,994
E01004927,199,349,1508
E01004928,110,220,1078
E01004929,136,313,1526
E01004930,80,202,1235
E01004931,155,299,1130
E01004932,81,236,1217
E01004941,126,236,1421
E01004942,102,248,1171
E01004943,88,195,1348
E01004944,54,192,1369
E01004945,101,266,1191
E01004946,176,305,1143
E01004947,76,210,1134
E01004948,134,362,1368
E01004949,66,193,1211
E01004950,45,179,1286
E01004951,73,258,1248
E01004952,64,215,1100
E01004953,66,179,1247
E01004954,96,252,1116
E01004955,74,196,1078
E01004956,144,248,1142
E01004957,194,295,1259
E01004958,136,240,1024
E01004959,119,257,1282
E01004960,132,246,1136
E01004961,87,204,1254
E01004962,61,169,1440
E01004963,85,226,1161
E01004964,102,215,1516
E01004965,47,147,1033
E01004966,91,239,1447
E01004967,36,132,1116
E01004968,81,197,1298
E01004969,106,262,1104
E01004970,80,190,1302
E01004971,65,206,1248
E01004976,135,251,1161
E01004977,139,325,1257
E01004978,81,219,1388
E01004979,142,240,1162
E01004980,62,185,1039
E01004981,100,225,1130
E01004982,66,195,1188
E01004983,60,130,1101
E01004984,84,223,1060
E01004985,64,195,1180
E01004986,100,232,1306
E01004987,171,271,759
E01004988,103,218,1117
E01004989,59,155,1243
E01004990,93,210,1214
E01004991,82,182,1150
E01004992,83,202,1196
E01004993,86,172,1153
E01004994,87,175,1045
E01004995,78,253,1212
E01004996,156,229,1059
E01004997,130,222,1204
E01004998,102,286,1076
E01004999,71,189,1220
E01005000,68,172,1315
E01005001,39,114,1186
E01005002,84,215,1291
E01005003,99,204,1159
E01005004,218,349,891
E01005005,82,211,1111
E01005006,105,249,1165
E01005007,104,267,1099
E01005008,162,250,1454
E01005009,108,231,1142
E01005010,72,165,1384
E01005011,50,149,1186
E01005012,102,217,1392
E01005013,136,265,1977
E01005014,69,203,1190
E01005015,99,209,1215
E01005016,50,195,1272
E01005017,56,190,1487
E01005018,71,192,1240
E01005019,58,190,1254
E01005020,25,86,1354
E01005021,24,133,1072
E01005022,36,129,1432
E01005023,96,207,1006
E01005024,118,255,1074
E01005025,84,204,1201
E01005026,105,221,1303
E01005027,105,230,1436
E01005028,148,294,1421
E01005029,118,295,1438
E01005030,152,241,1197
E01005046,61,212,1162
E01005047,104,165,1206
E01005048,54,155,1478
E01005049,65,191,1439
E01005050,81,193,1767
E01005051,81,187,1306
E01005052,62,166,1236
E01005053,82,196,1252
E01005054,72,189,1237
E01005055,72,186,1235
E01005056,80,204,972
E01005057,56,153,1351
E01005058,55,167,1111
E01005059,108,245,1354
E01005060,87,252,1330
E01005327,166,313,1453
E01005329,49,192,1285
E01005333,59,149,1066
E01005334,51,143,1320
E01005335,62,171,1056
E01005336,73,211,1292
E01005337,95,250,1618
E01005338,204,341,1246
E01005339,57,187,1219
E01005340,112,218,1105
E01005348,123,269,1262
E01005349,150,256,2018
E01005350,299,473,1239
E01005351,135,251,1600
E01005352,107,212,1130
E01005353,171,291,1451
E01005354,103,241,1420
E01005359,106,283,1205
E01005360,117,273,1012
E01005390,59,193,1263
E01005391,77,213,1303
E01005392,169,302,1010
E01005393,80,228,963
E01005394,58,204,1278
E01005395,72,165,1202
E01005396,93,199,1190
E01005398,113,244,1191
E01005399,83,253,1253
E01005400,133,268,1102
E01005401,92,230,1330
E01005402,83,211,1239
E01005403,62,185,1432
E01005433,146,251,1118
E01005464,159,281,1312
E01005465,115,219,1382
E01005466,261,377,1675
E01005467,206,308,1208
E01005468,63,200,1281
E01005469,85,247,1472
E01005470,132,252,1388
E01005471,113,226,1267
E01005472,124,264,1159
E01005473,148,234,1131
E01005474,105,212,973
E01005475,164,269,1232
E01005476,98,229,1310
E01005477,115,293,1268
E01005478,128,222,1241
E01005479,106,269,1386
E01005480,124,299,1201
E01005481,188,306,1233
E01005482,317,425,1314
E01005483,211,321,1350
E01005484,221,379,1519
E01005485,224,330,1597
E01005486,104,217,1285
E01005487,127,244,1346
E01005488,39,126,1428
E01005489,63,139,987
E01005490,131,237,1145
E01005491,96,242,1131
E01005492,75,190,1292
E01005493,63,185,1360
E01005494,90,243,1417
E01005495,144,269,1247
E01005496,123,219,1012
E01005497,144,239,1194
E01005498,88,191,1185
E01005499,70,189,1224
E01005500,110,229,1269
E01005501,228,343,996
E01005502,121,261,1152
E01005503,49,163,1098
E01005504,102,256,1150
E01005505,127,252,1328
E01005506,139,293,1160
E01005507,74,201,1299
E01005508,64,205,1597
E01005509,190,335,1265
E01005510,50,129,969
E01005511,74,161,1011
E01005512,144,227,1174
E01005513,143,220,973
