geocode,female,male
E01017013,830,775
E01017014,787,803
E01017015,740,727
E01017016,804,783
E01017017,783,739
E01017018,815,786
E01017019,925,1073
E01017020,1162,1131
E01017021,773,685
E01017022,683,740
E01017023,805,889
E01017024,825,985
E01017025,956,1110
E01017026,1026,930
E01017027,796,998
E01017028,1002,1175
E01017029,830,922
E01017030,1011,977
E01017031,966,973
E01017032,1272,1335
E01017034,731,1161
E01017035,863,721
E01017036,813,755
E01017037,789,703
E01017038,840,791
E01017039,905,849
E01017040,729,750
E01017041,695,703
E01017042,721,691
E01017043,753,712
E01017044,738,799
E01017045,691,676
E01017046,840,868
E01017047,865,782
E01017048,799,777
E01017049,735,763
E01017050,792,757
E01017051,979,928
E01017052,725,694
E01017053,707,642
E01017054,726,686
E01017055,816,759
E01017056,706,665
E01017057,747,770
E01017058,883,848
E01017059,803,740
E01017060,808,741
E01017061,830,864
E01017062,820,801
E01017063,825,786
E01017064,896,759
E01017066,933,892
E01017067,738,732
E01017068,900,873
E01017069,1025,875
E01017070,758,762
E01017071,770,932
E01017072,797,830
E01017073,860,877
E01017074,905,957
E01017075,827,802
E01017076,802,825
E01017077,875,854
E01017078,779,791
E01017079,717,862
E01017080,996,1052
E01017081,842,812
E01017082,841,903
E01017083,907,827
E01017084,712,717
E01017085,744,684
E01017086,686,639
E01017087,722,737
E01017088,851,860
E01017089,859,745
E01017090,791,766
E01017091,832,714
E01017092,773,720
E01017093,761,856
E01017094,762,795
E01017095,923,888
E01017096,731,673
E01017097,802,835
E01017098,762,683
E01017099,832,799
E01017100,741,718
E01017101,792,758
E01017102,768,802
E01017103,653,599
E01017104,586,577
E01017105,703,699
E01017106,788,710
E01017107,769,768
E01017108,791,760
E01017109,702,656
E01017110,749,716
E01017111,746,708
E01017112,926,912
E01017113,788,722
E01017114,646,705
E01017115,685,674
E01017116,822,774
E01017117,817,753
E01017118,826,738
E01017119,882,848
E01017120,769,723
E01017121,797,909
E01017122,790,953
E01017123,935,1067
E01017124,858,889
E01017125,900,896
E01017126,808,953
E01017127,821,1103
E01017128,729,923
E01017129,824,1094
E01017130,975,942
E01017131,935,1032
E01017132,1375,1314
E01017133,882,986
E01017135,759,926
E01017139,1146,1260
E01017142,1016,1351
E01017144,595,623
E01017145,706,721
E01017146,1080,1143
E01017148,1096,1089
E01017149,649,751
E01017153,719,912
E01017154,1108,1181
E01017155,735,963
E01017156,817,996
E01017157,713,863
E01017158,858,1033
E01017159,812,862
E01017160,731,750
E01017162,745,690
E01017163,795,754
E01017164,750,753
E01017165,747,711
E01017166,811,696
E01017167,794,733
E01017168,857,838
E01017169,852,702
E01017170,813,759
E01017171,880,960
E01017172,851,925
E01017173,721,715
E01017174,681,637
E01017175,772,773
E01017176,794,823
E01017177,737,773
E01017178,763,760
E01017179,738,723
E01017198,759,675
E01017199,870,754
E01017200,910,862
E01017201,718,650
E01017202,903,772
E01017203,848,786
E01017204,791,760
E01017205,702,663
E01017206,806,806
E01017217,782,762
E01017218,676,677
E01017219,868,861
E01017220,932,911
E01017221,823,801
E01017222,764,763
E01017223,830,848
E01017224,662,691
E01017225,811,741
E01017226,733,751
E01017227,628,691
E01017228,756,796
E01017231,812,897
E01017232,619,641
E01017233,826,787
E01017234,875,989
E01017235,737,849
E01017255,792,802
E01017256,1052,977
E01017257,771,789
E01017258,768,790
E01017259,719,732
E01017260,714,668
E01017261,877,838
E01017262,678,657
E01017263,723,706
E01017264,1260,1322
E01017265,846,786
E01017266,675,767
E01017267,573,665
E01017270,644,711
E01017271,534,552
E01017272,739,674
E01017273,770,665
E01017274,788,702
E01017275,856,787
E01017276,835,883
E01017277,787,715
E01017278,672,663
E01017279,891,800
E01017280,733,661
E01017281,809,835
E01017300,1168,1066
E01017301,564,502
E01017302,879,868
E01017303,614,604
E01017304,729,675
E01017305,698,688
E01017306,715,635
E01017307,1005,944
