geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E01008618,486,2,19,5,0
E01008619,656,7,42,6,1
E01008624,317,3,19,240,11
E01008625,191,3,28,492,4
E01008633,305,2,33,262,1
E01008634,167,8,53,393,1
E01008637,356,8,28,237,0
E01008684,300,2,28,258,1
E01008685,551,6,47,199,3
E01008686,502,7,34,180,3
E01008687,583,10,59,192,0
E01008700,288,3,159,65,1
E01008702,101,5,41,419,0
E01008703,113,5,444,525,2
E01008705,231,6,165,83,0
E01008706,376,9,210,72,1
E01008707,340,3,189,13,2
E01008708,400,4,55,236,0
E01008709,227,4,175,281,0
E01008711,427,5,116,138,1
E01008712,307,8,66,390,3
E01008713,572,12,38,6,2
E01008722,568,6,41,23,6
E01008723,526,4,38,4,0
E01008724,458,2,15,7,1
E01008725,555,3,21,36,4
E01008726,598,3,59,9,1
E01008727,651,6,92,18,2
E01008728,527,2,38,16,0
E01008735,346,10,392,281,3
E01008736,238,2,214,153,2
E01008737,307,6,219,94,1
E01008738,331,5,199,70,0
E01008739,339,6,55,205,1
E01008740,525,6,71,7,0
E01008741,477,5,70,67,0
E01008763,309,3,57,238,0
E01008764,432,0,65,154,1
E01008765,503,3,30,61,6
E01008766,508,8,62,333,0
E01008767,445,0,45,141,1
E01008768,429,6,67,80,3
E01008769,448,9,94,223,1
E01008779,427,10,91,161,0
E01008780,440,5,81,322,0
E01008781,558,7,63,5,0
E01008782,560,2,24,21,0
E01008783,550,6,56,8,2
E01008784,588,6,35,18,1
E01008785,583,5,29,4,3
E01008786,517,10,77,44,0
E01008787,492,11,172,34,1
E01008788,577,7,143,30,1
E01008789,457,9,143,19,14
E01008790,467,5,105,78,2
E01008791,215,13,300,478,5
E01008792,452,5,43,4,1
E01008803,377,5,85,173,10
E01008804,366,5,43,248,1
E01008805,388,6,128,135,3
E01008830,326,13,214,19,1
E01008831,262,17,603,242,7
E01008832,450,4,152,26,0
E01008833,496,6,126,8,1
E01008834,293,9,438,221,6
E01008835,451,5,147,7,1
E01008836,109,2,158,434,1
E01011949,457,17,96,213,2
E01011950,362,8,357,43,1
E01011951,342,3,310,38,1
E01011952,266,9,70,338,7
E01011953,242,16,71,471,3
E01011954,565,13,95,274,1
E01011955,257,9,97,233,5
E01011957,338,0,116,111,5
E01011959,671,9,92,57,1
E01011960,581,8,21,5,1
E01011961,374,6,57,191,1
E01011962,319,13,46,234,1
E01011963,596,8,36,18,2
E01011964,354,15,105,58,3
E01011965,599,4,24,7,1
E01011966,460,7,102,72,0
E01011967,450,7,69,22,0
E01011968,699,12,88,153,0
E01011969,553,2,27,18,1
E01011970,425,3,25,4,1
E01011971,488,1,29,4,4
E01011973,189,5,314,152,1
E01011974,203,9,512,206,3
E01011975,433,13,213,15,7
E01011976,223,8,172,72,15
E01011977,305,7,86,346,4
E01011978,207,12,114,440,1
E01011979,278,13,70,274,0
E01011980,372,16,63,356,5
E01011981,299,23,57,327,3
E01011982,518,3,18,3,1
E01011983,573,7,41,8,0
E01011984,511,7,30,22,11
E01011985,402,7,77,17,0
E01011986,429,6,42,52,2
E01011987,472,5,145,20,0
E01011988,486,15,51,310,0
E01011989,347,22,66,400,0
E01011990,537,8,71,106,2
E01011991,486,9,118,196,1
E01011992,278,5,141,286,2
E01011993,306,24,104,413,7
E01011994,176,9,54,443,2
E01011995,534,6,37,4,0
E01011996,512,6,88,52,6
E01011997,713,9,36,57,1
E01011998,481,8,46,102,0
E01011999,352,22,432,150,3
E01012000,129,17,143,505,2
E01012001,342,14,176,381,0
E01012002,472,12,71,52,0
E01012003,612,8,44,3,1
E01012005,666,1,25,22,3
E01012007,581,13,60,10,1
E01012008,472,4,36,22,1
E01012009,612,6,133,7,2
E01012010,496,4,36,2,0
E01012011,254,19,45,433,19
E01012012,532,5,63,32,1
E01012013,353,3,75,113,3
E01012014,292,7,94,220,4
E01012015,304,16,35,353,2
E01012016,299,27,109,357,1
E01012017,490,17,115,103,2
E01012018,294,12,204,164,2
E01012019,61,12,26,482,2
E01012020,304,8,66,244,1
E01012021,191,12,63,277,1
E01012022,533,9,54,33,2
E01012023,638,1,45,5,2
E01012024,565,3,69,5,1
E01012025,481,3,26,3,4
E01012026,490,7,80,37,4
E01012027,300,23,96,379,1
E01012030,488,9,31,86,11
E01012031,380,13,56,314,8
E01012032,513,3,35,37,24
E01012033,217,19,37,371,3
E01012034,327,7,30,176,8
E01012035,313,8,65,238,0
E01012036,208,9,343,47,1
E01012037,262,15,315,95,0
E01012038,284,8,335,31,3
E01012039,153,16,394,62,0
E01012040,219,15,337,54,1
E01012041,97,23,89,391,13
E01012042,298,8,60,363,1
E01012043,511,4,42,66,2
E01012044,133,14,51,439,0
E01012045,177,10,63,349,4
E01012046,704,8,94,8,1
E01012047,502,5,39,36,0
E01012048,672,8,33,7,1
E01012049,529,8,66,29,5
E01012050,315,19,98,198,0
E01012051,281,5,81,167,0
E01012052,439,6,36,59,2
E01012053,521,10,65,9,16
E01012054,505,14,91,7,1
E01012055,591,8,125,10,0
E01012056,583,16,306,67,15
E01012057,533,8,153,37,28
E01012058,315,15,363,76,5
E01012059,264,34,210,206,10
E01012060,255,13,90,339,1
