geocode,asian,black,mixed,other,white
E02001882,2592,656,398,96,4410
E02001883,415,446,505,56,6707
E02001884,6447,992,365,243,1192
E02001886,3628,1064,387,424,3305
E02001888,696,363,285,12,4891
E02001889,5497,897,322,327,1303
E02001890,2538,1059,520,264,5425
E02001892,4259,794,548,233,4359
E02001893,2014,353,262,75,5393
E02001895,496,342,285,58,6609
E02001896,7143,829,233,452,630
E02001897,3204,1810,516,661,1405
E02001898,543,158,140,30,5617
E02001899,2165,221,261,253,4966
E02001900,1869,796,411,405,3320
E02001901,772,235,341,86,6468
E02001902,818,147,188,45,4903
E02001903,5705,652,248,500,495
E02001904,2241,440,375,94,3789
E02001905,2348,348,401,291,6328
E02001906,947,635,469,124,7140
E02001907,701,242,282,52,8345
E02001908,7376,443,184,404,501
E02001909,4921,806,277,1030,952
E02001910,3362,948,407,1098,1302
E02001911,826,995,632,167,5315
E02001913,1529,467,346,158,4686
E02001914,3080,439,219,593,2459
E02001915,2382,563,470,148,7944
E02001916,3095,378,436,173,4530
E02001918,1853,673,586,319,5525
E02001919,3120,259,235,193,2882
E02001920,489,728,454,60,5856
E02001921,977,563,411,139,5743
E02001922,2390,418,503,228,9111
E02001923,6075,434,376,292,3280
E02001924,2293,281,211,82,3589
E02001925,882,360,258,142,5042
E02001926,1251,338,323,71,5231
E02001927,452,350,413,104,6383
E02001928,178,448,377,44,5811
E02001929,2028,511,541,106,6463
E02001930,1518,287,376,70,5607
E02001931,2702,216,333,151,4484
E02001932,250,489,392,74,5590
E02001933,1197,382,332,91,5623
E02001934,2980,113,183,143,3392
E02001935,652,325,313,138,6411
E02001936,1109,274,285,57,4748
E02001937,1484,381,375,88,5595
E02001938,476,280,309,43,6618
E02001939,512,254,275,134,4637
E02001941,744,288,327,58,4785
E02001942,275,372,267,47,5806
E02001943,645,282,306,66,5095
E02001944,740,402,429,100,6455
E02001945,524,441,411,52,6356
E02001946,296,181,294,43,6874
E02001947,197,537,372,89,4970
E02001948,370,159,219,35,6650
E02001949,194,281,324,45,4975
E02001950,240,254,283,39,7590
E02001951,149,426,449,42,7151
E02001952,297,589,509,64,7436
E02001953,233,212,265,39,6382
E02001954,253,538,509,85,6427
E02001955,142,283,270,17,5669
E02001956,120,171,244,13,5858
E02001957,135,172,221,29,7355
E02001958,1292,221,267,47,5625
E02001959,1065,120,101,117,4798
E02001961,896,494,313,80,5715
E02001962,1904,436,213,185,3296
E02001963,546,106,128,100,5046
E02001964,243,1317,360,66,6106
E02001965,931,329,166,59,6534
E02001966,3995,774,188,354,1611
E02001967,189,28,72,35,5957
E02001968,2047,332,198,166,4404
E02001969,955,232,212,78,4900
E02001970,565,230,113,46,4528
E02001971,419,135,102,27,5151
E02001972,4868,1163,381,496,3146
E02001973,1478,603,301,206,5544
E02001974,850,159,162,62,8239
E02001975,1093,250,147,85,6285
E02001976,1052,364,195,127,5394
E02001977,1654,702,329,198,6131
E02001978,1484,247,139,139,4494
E02001979,278,19,78,22,5329
E02001980,192,32,75,21,5676
E02001981,3950,2053,485,479,4786
E02001982,265,89,87,20,6601
E02001983,517,189,150,57,6633
E02001984,1132,461,229,119,7026
E02001985,1816,991,262,188,5196
E02001986,158,316,149,60,6914
E02001987,856,255,150,60,4464
E02001988,1516,867,312,459,5632
E02001989,271,145,89,16,5132
E02001990,1323,142,129,77,7585
E02001991,784,125,168,76,7362
E02001992,550,1331,265,42,7385
E02001993,910,250,186,103,5791
E02001994,1523,307,218,146,5965
E02001995,571,347,122,73,5402
E02001996,158,833,178,34,5616
E02001997,1786,87,131,177,6345
E02001998,1188,42,87,122,4534
E02001999,2675,182,243,154,6144
E02002021,901,155,137,31,6091
E02002022,143,60,170,8,7943
E02002023,45,13,47,6,5228
E02002024,272,72,110,19,8063
E02002025,1064,118,164,103,6512
E02002026,164,30,94,8,6791
E02002027,115,10,46,13,5475
E02002028,42,16,70,4,5714
E02002029,539,100,119,43,5075
E02002030,363,44,92,15,5760
E02002031,1168,76,78,39,4644
E02002032,469,98,280,391,8702
E02002033,171,58,86,151,6989
E02002034,256,28,91,32,7706
E02002035,389,74,98,21,5563
E02002036,1173,71,89,53,5189
E02002037,33,17,71,13,5740
E02002038,330,150,187,366,8377
E02002039,425,46,112,15,5729
E02002040,146,10,68,13,5730
E02002041,295,21,53,12,5821
E02002042,151,38,91,60,7720
E02002074,1071,359,388,70,6138
E02002075,679,207,240,60,7353
E02002076,1112,619,547,104,7924
E02002077,1098,183,235,98,8568
E02002078,952,288,205,76,4684
E02002079,612,434,247,61,6631
E02002080,244,86,157,48,6129
E02002086,68,188,226,3,4958
E02002087,110,208,253,16,5447
E02002088,85,345,345,5,8547
E02002089,243,182,206,24,7078
E02002090,705,116,80,53,4853
E02002091,611,103,110,32,6421
E02002092,504,74,137,48,6378
E02002093,640,140,185,62,5530
E02002094,747,42,93,46,5034
E02002095,913,78,162,97,7287
E02002096,1309,154,154,113,8278
E02002097,143,24,86,13,6289
E02002098,1280,89,183,77,7789
E02002099,823,51,94,89,5504
E02002101,270,68,101,16,5388
E02002102,828,83,160,98,7423
E02002103,325,21,74,26,5579
E02002104,501,43,108,53,5461
E02002105,240,36,122,24,7393
E02002106,242,36,123,56,8818
E02002107,854,58,83,85,4703
E02002108,298,51,120,24,9304
E02002109,594,64,163,55,8481
E02002905,19,6,31,4,5983
E02002906,16,2,31,6,5720
E02002907,54,6,39,8,5809
E02002908,55,13,32,12,8445
E02002909,38,18,62,4,10227
E02002911,36,16,59,8,9204
E02002912,41,16,27,6,7054
E02002913,53,7,47,2,5491
E02002914,67,12,47,13,8790
E02002915,118,24,54,37,6482
E02002916,315,49,125,49,9125
E02002917,49,20,53,28,6750
E02002918,85,14,57,6,5801
E02002919,81,18,68,27,9118
E02002920,39,6,61,5,6413
E02002921,23,11,74,10,7639
E02002922,8,8,42,5,6184
E02002923,108,33,58,12,9425
E02002925,43,14,67,8,10820
E02002926,53,16,67,5,10441
E02002927,50,4,75,9,11504
E02003212,140,16,102,20,7981
E02004600,271,25,77,20,5307
E02004601,66,15,39,21,5024
E02004602,105,44,121,5,6157
E02004603,430,75,164,38,6968
E02004604,241,77,167,23,7447
E02004605,162,34,99,19,5417
E02004606,506,70,155,56,9001
E02004607,348,73,174,28,8826
E02004608,512,136,250,58,9505
E02004609,206,19,106,22,6923
E02004610,242,63,121,4,7606
E02004611,184,43,160,25,10676
E02004612,210,28,93,31,9075
E02004613,104,10,80,18,6052
E02004614,88,9,72,6,5100
E02004615,41,14,38,2,7834
E02004616,60,10,58,13,8511
E02004617,92,12,75,2,7498
E02004618,65,14,58,10,7150
E02004619,36,18,77,2,7160
E02004620,70,14,58,13,7531
E02004621,117,29,74,7,6078
E02004622,121,75,66,14,6595
E02004623,65,24,64,10,7841
E02004624,36,6,43,5,5786
E02004625,91,13,87,7,9091
E02004626,52,26,56,5,9538
E02004627,30,9,59,5,5247
E02004628,23,9,44,1,7682
E02004629,122,33,69,1,12037
E02004630,36,5,62,3,6450
E02004631,14,12,34,3,4946
E02004632,82,9,37,5,9878
E02004633,26,16,42,3,8081
E02004634,28,10,55,19,9881
E02004635,60,70,70,17,6959
E02004636,171,59,125,25,7701
E02004637,633,233,207,44,7745
E02004638,138,71,125,6,5436
E02004639,464,290,265,20,7180
E02004640,2519,663,419,76,4169
E02004641,95,54,116,19,6989
E02004642,308,320,441,27,10779
E02004643,520,583,412,31,6271
E02004644,185,297,307,14,7899
E02004645,179,103,157,14,9037
E02004646,215,326,276,8,7675
E02004647,87,112,159,10,5521
E02004648,51,73,102,7,5606
E02004649,103,90,160,15,6730
E02004650,171,212,294,20,9724
E02004651,61,39,98,10,7420
E02004652,36,4,41,2,6217
E02004653,34,5,44,5,6466
E02004654,67,27,141,12,10982
E02004655,95,26,100,7,7497
E02004656,105,53,182,24,10729
E02004657,35,14,99,11,6711
E02004658,21,9,57,5,6417
E02004659,22,4,45,2,6186
E02004660,32,4,43,7,6387
E02004661,30,16,78,9,8029
E02004662,31,3,51,7,5968
E02004663,63,15,91,7,6438
E02004664,48,32,84,5,6528
E02004665,71,9,62,13,8451
E02004666,100,40,106,17,11320
E02004667,84,7,104,7,10093
E02004668,51,10,39,5,8145
E02004669,47,1,60,10,6485
E02004670,216,29,113,8,12327
E02004671,50,4,42,7,5760
E02004672,162,89,161,29,12079
E02004673,59,11,45,4,5298
E02004674,132,64,106,23,8394
E02005929,58,14,56,10,6714
E02005984,69,32,42,10,6728
E02005986,187,89,96,10,8609
E02005993,112,35,61,19,6110
E02005994,54,11,65,5,5943
E02005995,32,2,32,14,5827
E02005997,38,15,53,2,5447
E02005999,39,10,20,13,6087
E02006000,240,61,193,27,11308
E02006001,82,39,66,7,5419
E02006002,280,70,151,30,9549
E02006004,30,9,53,3,5479
E02006005,127,74,149,13,8737
E02006006,85,35,86,7,6456
E02006007,45,19,61,4,6480
E02006014,72,11,37,6,9085
E02006043,69,10,42,8,6747
E02006045,63,19,82,10,10765
E02006046,45,8,42,2,8770
E02006187,72,5,81,25,7042
E02006487,78,35,76,0,6477
E02006488,128,11,35,10,5962
E02006489,1082,154,133,123,6551
E02006490,397,71,85,58,6862
E02006495,286,65,90,18,7226
E02006504,112,18,48,10,5491
E02006505,30,7,56,11,6552
E02006506,44,17,78,13,5727
E02006508,60,12,76,6,9288
E02006509,54,12,52,7,5958
E02006510,53,5,51,9,6064
E02006511,58,17,78,12,8999
E02006512,248,51,172,41,10389
E02006513,150,25,112,22,7178
E02006514,318,23,129,22,8565
E02006515,45,14,78,7,9079
E02006516,92,21,92,10,8804
E02006517,63,21,81,4,7189
E02006518,54,9,71,5,9158
E02006519,226,23,109,22,7185
E02006520,211,21,103,14,8039
E02006521,136,20,84,31,7192
E02006522,103,12,59,7,5283
E02006523,1031,94,199,96,10208
E02006524,289,74,149,54,5058
E02006525,839,103,269,124,11527
E02006526,491,60,179,62,7526
E02006527,678,72,228,83,8105
E02006528,1396,139,346,164,9097
E02006529,551,73,232,77,10371
E02006530,1184,68,237,185,8818
E02006531,1269,129,321,111,8101
E02006532,317,31,102,15,8264
E02006533,1224,54,186,167,7941
E02006644,69,16,62,6,6591
E02006696,203,21,134,13,5899
E02006697,89,19,61,12,7085
E02006698,57,27,91,8,6308
E02006699,114,30,95,5,5695
E02006700,115,47,82,10,5485
E02006701,204,13,115,16,5685
E02006702,68,27,79,3,5631
E02006703,125,24,76,21,6928
E02006704,119,22,108,9,6306
E02006705,124,20,73,10,6469
E02006706,241,47,115,9,6392
E02006707,205,18,77,35,6532
E02006708,99,37,154,8,7804
E02006709,162,92,136,17,7477
E02006710,74,16,48,8,7721
E02006711,46,6,50,2,7743
