geocode,employee,inactive,self-employed,student,unemployed
E00000625,116,103,31,13,14
E00000627,119,86,20,15,19
E00000636,121,63,31,9,16
E00000643,111,67,38,3,11
E00000646,111,94,19,15,13
E00000649,102,51,21,7,23
E00000652,87,48,13,12,23
E00000658,163,118,48,15,19
E00000663,77,78,17,5,16
E00000664,50,94,14,10,16
E00000666,121,104,45,31,14
E00000941,126,91,48,8,15
E00000947,101,89,42,10,9
E00000948,146,78,59,5,4
E00000949,67,63,44,4,7
E00000950,101,68,62,5,3
E00000951,129,85,55,7,13
E00000952,120,70,37,8,8
E00000953,169,81,55,16,16
E00000954,126,100,64,14,7
E00000955,147,88,45,15,16
E00000956,123,76,49,11,12
E00000957,179,110,53,11,11
E00000958,159,64,66,16,15
E00000959,140,101,43,11,17
E00000960,136,85,48,7,11
E00001110,127,78,41,18,18
E00001115,101,92,31,15,15
E00001116,60,82,20,5,7
E00001145,129,59,46,3,10
E00001146,139,66,33,8,2
E00001147,129,81,29,10,17
E00001148,124,76,36,11,10
E00001154,141,63,47,6,10
E00002345,83,62,22,6,8
E00002346,113,65,31,12,5
E00002347,132,107,59,17,23
E00002348,116,86,28,4,6
E00002349,90,64,14,6,18
E00002350,62,58,38,2,3
E00002351,142,84,63,12,10
E00002352,139,89,51,18,14
E00002353,82,67,10,4,14
E00002354,107,98,58,7,16
E00002355,79,72,46,8,12
E00002356,121,74,57,16,13
E00002357,117,80,50,4,10
E00002358,149,83,35,16,15
E00002359,114,94,56,17,18
E00002360,112,57,17,12,14
E00002361,163,90,54,8,18
E00002362,129,98,71,9,12
E00002363,114,91,58,14,6
E00002364,171,130,66,16,33
E00002365,141,96,42,11,6
E00002366,159,124,73,15,13
E00002367,138,163,72,12,16
E00002368,98,52,23,20,22
E00002369,153,100,40,13,27
E00002370,172,93,37,26,9
E00002372,161,108,24,12,27
E00002378,61,40,20,2,4
E00002379,158,156,28,18,26
E00002380,142,72,45,9,12
E00002381,100,101,32,3,16
E00002382,110,93,35,14,16
E00002498,125,78,53,16,15
E00002500,95,110,30,8,15
E00002503,127,72,64,14,7
E00002507,150,101,53,11,17
E00002508,125,87,18,16,21
E00002510,86,51,42,3,13
E00002512,108,93,36,11,26
E00002515,117,97,46,11,12
E00002516,137,101,44,16,16
E00002517,131,83,46,13,13
E00002518,135,108,45,11,10
E00002521,110,110,32,24,14
E00002522,104,105,37,11,12
E00002523,110,92,55,11,6
E00002527,53,46,12,7,9
E00002607,79,24,9,3,3
E00002608,145,88,41,19,16
E00002609,159,94,45,7,10
E00002610,116,107,47,14,22
E00002611,127,83,64,3,10
E00002612,145,97,46,17,11
E00002613,139,82,67,17,7
E00002614,152,94,57,10,15
E00002615,128,83,56,17,7
E00002616,113,69,39,1,8
E00002617,110,86,39,14,9
E00002618,66,40,22,5,7
E00002619,151,85,46,13,10
E00002620,122,79,54,9,11
E00002621,121,76,49,4,10
E00002622,108,96,54,7,17
E00002623,147,84,52,11,10
E00002624,115,83,36,3,10
E00002625,89,78,38,3,9
E00002626,153,81,54,8,8
E00002627,123,80,40,17,7
E00002628,152,112,61,8,15
E00002629,140,112,56,14,21
E00002630,109,102,39,21,21
