geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E00032565,111,5,8,10,0
E00032732,18,1,4,86,0
E00032733,134,2,7,1,0
E00032734,68,1,14,31,0
E00032735,45,2,25,78,0
E00032736,90,1,8,31,0
E00032737,42,4,11,65,0
E00032738,36,4,9,70,1
E00032739,58,1,3,53,0
E00032740,83,1,14,34,0
E00032741,100,0,6,3,0
E00032742,120,1,13,1,0
E00032743,86,2,26,5,0
E00032744,78,3,19,32,0
E00032745,107,2,11,0,0
E00032746,116,0,36,2,0
E00032747,94,0,12,0,0
E00032748,42,3,8,87,0
E00032749,78,1,16,44,0
E00032750,38,1,6,78,0
E00032751,99,1,14,6,0
E00032757,70,2,58,20,4
E00032758,105,0,4,16,0
E00032759,115,0,5,6,0
E00032760,76,8,11,22,0
E00032761,49,1,22,58,1
E00032762,51,4,12,53,0
E00032763,84,2,17,31,0
E00032764,83,5,11,32,0
E00032765,75,0,51,9,0
E00032766,81,2,27,15,0
E00032767,77,5,25,22,0
E00032768,15,8,4,112,0
E00032769,19,1,22,72,13
E00032771,45,4,8,51,0
E00032773,57,0,20,67,1
E00032774,56,5,1,63,0
E00032912,111,1,7,16,0
E00032913,135,0,7,4,2
E00032914,81,0,11,25,1
E00032915,80,2,6,30,0
E00032916,128,1,6,4,0
E00032917,107,0,18,1,0
E00032918,91,1,6,21,1
E00032919,86,2,6,14,0
E00032920,112,3,9,4,1
E00032921,96,1,12,6,0
E00032922,76,4,10,30,0
E00032923,103,1,21,1,0
E00032924,96,1,25,9,1
E00032925,135,0,25,2,0
E00032926,124,2,16,7,0
E00032927,46,1,25,40,0
E00032928,67,1,7,49,0
E00032929,88,1,12,24,1
E00032930,42,2,4,71,0
E00032931,69,2,6,36,0
E00032932,63,1,4,41,1
E00032933,65,1,8,48,0
E00032934,101,0,3,13,0
E00032935,100,4,3,5,0
E00032936,84,1,7,3,0
E00032937,102,2,4,2,2
E00032938,97,1,9,1,0
E00032939,85,0,28,2,6
E00032940,78,2,17,19,4
E00032941,53,4,5,61,0
E00032942,69,0,1,2,0
E00032943,102,1,13,0,0
E00032944,194,0,15,0,0
E00032945,101,1,11,4,1
E00032946,96,0,22,0,0
E00032947,16,6,5,79,0
E00032948,65,2,14,46,1
E00032949,85,1,17,22,0
E00032950,30,1,8,71,0
E00032951,91,1,12,0,0
E00032952,84,1,7,31,0
E00032953,20,1,7,95,0
E00032954,31,1,6,72,0
E00032955,53,3,3,53,1
E00032956,92,1,13,22,3
E00032957,37,2,7,47,1
E00032958,104,1,6,1,0
E00032959,113,1,3,2,0
E00032960,95,1,11,0,0
E00034586,130,3,9,1,0
E00034587,120,0,5,0,0
E00034588,103,2,12,1,0
E00034589,122,0,4,1,0
E00034590,109,0,8,3,0
E00034608,91,2,8,9,2
E00034609,112,4,8,3,0
E00034610,120,0,15,2,0
E00034611,125,0,9,4,0
E00034612,118,0,6,1,0
E00034613,105,1,11,0,0
E00034614,91,1,9,1,0
E00034624,108,2,31,2,0
E00034654,54,3,3,74,1
E00034695,31,2,6,100,1
E00034696,77,1,4,35,0
E00034697,63,2,10,56,0
E00034705,117,0,4,3,0
E00034706,85,2,23,10,0
E00034709,120,0,7,1,0
E00034710,80,1,23,8,0
E00034711,87,2,13,79,0
E00034712,19,2,3,97,0
E00034713,65,0,43,13,1
E00034714,113,2,6,1,0
E00034715,121,1,3,1,0
E00034716,101,0,6,10,1
E00034717,7,5,2,112,0
E00034718,111,0,8,0,0
E00034719,99,1,24,12,0
E00034720,110,1,6,3,1
E00034919,125,1,16,1,1
E00034920,119,0,3,0,1
E00034921,87,1,12,10,1
E00034922,103,0,9,2,0
E00034923,123,1,4,10,0
E00034924,111,1,7,0,0
E00034925,125,2,2,1,0
E00034926,135,1,1,0,0
E00034927,113,2,7,1,0
E00034928,124,1,0,1,0
E00034929,113,0,5,1,0
E00034930,87,6,6,28,0
E00034931,108,0,2,3,0
E00034932,124,0,6,1,0
E00034933,111,0,9,0,2
E00034934,122,0,12,2,0
E00034935,117,0,2,0,0
E00034936,95,0,8,0,0
E00034937,107,2,7,0,1
E00034938,102,2,10,18,1
E00034939,98,0,7,12,0
E00034940,100,1,15,3,0
E00034941,86,0,8,20,0
E00034942,104,1,9,0,0
E00034944,101,1,20,1,0
E00034945,99,0,19,9,0
E00034946,128,0,8,0,0
E00034947,64,1,9,4,0
E00034949,88,1,27,5,1
E00034950,111,1,11,5,0
E00034951,130,2,4,1,0
E00034952,44,1,17,46,0
E00034953,114,1,8,14,0
E00034954,96,2,11,16,0
E00034955,76,4,27,16,0
E00034956,122,0,2,0,0
E00034957,116,2,5,1,0
E00034958,115,2,6,1,2
E00034960,130,0,11,2,0
E00034961,124,3,8,1,0
E00034962,115,0,2,4,1
E00034963,136,1,7,0,0
E00034964,56,6,5,67,0
E00034965,68,0,36,7,0
E00034970,108,3,30,30,2
E00034971,73,1,22,7,0
E00034972,107,0,19,0,0
E00034973,110,1,29,2,1
E00034974,110,0,7,5,0
E00034975,121,0,7,2,0
E00034976,109,1,11,3,1
E00034977,108,1,14,3,0
E00034978,112,0,3,0,0
E00034979,80,1,26,48,0
E00034980,106,1,22,2,1
E00034981,49,2,8,82,0
E00034982,113,0,5,4,0
E00034983,157,1,12,16,1
E00034984,85,5,4,45,0
E00034989,69,0,15,24,1
E00034990,115,0,5,0,0
E00034992,151,1,10,1,0
E00034993,33,2,2,71,0
E00034994,67,1,14,42,0
E00034995,88,2,28,13,0
E00034996,95,1,27,21,1
E00034997,97,1,11,9,0
E00034998,79,1,31,9,0
E00034999,96,1,19,3,0
E00035000,114,1,39,7,0
E00035001,110,1,16,4,0
E00035002,114,1,5,0,0
E00035016,100,2,11,37,3
E00035017,110,0,10,3,1
E00035018,110,0,1,2,0
E00035019,14,2,4,103,0
E00035020,83,0,19,14,0
E00035021,101,1,9,9,1
E00035022,7,1,4,105,0
E00035023,51,1,20,51,0
E00035024,126,0,11,2,0
E00035025,14,4,4,101,0
E00035026,107,3,3,2,1
E00035027,54,4,20,44,0
E00035028,54,1,47,18,1
E00035029,69,1,12,59,4
E00035030,68,1,10,39,0
E00035031,38,1,19,50,4
E00035032,57,0,18,57,0
E00035036,28,2,4,79,0
E00035037,42,4,6,91,0
E00035038,44,2,1,68,0
E00035039,50,4,7,61,0
E00035040,105,1,4,34,1
E00035041,109,0,8,6,1
E00035042,32,2,3,102,0
E00035043,18,2,4,89,0
E00035044,108,0,12,5,0
E00062387,31,2,17,79,1
E00062388,42,0,26,75,8
E00062389,87,1,6,35,0
E00062390,66,5,17,40,1
E00062391,79,1,31,29,0
E00062392,71,1,46,11,1
E00062393,120,0,42,13,0
E00062394,111,1,10,10,0
E00062395,92,0,63,4,0
E00062396,74,0,65,10,0
E00062397,98,1,23,6,0
E00062398,82,2,42,3,0
E00062399,64,2,47,3,0
E00062400,69,1,12,37,0
E00062401,66,2,27,40,0
E00062402,77,0,43,12,0
E00062403,53,2,29,20,1
E00062404,23,0,16,84,0
E00062405,112,3,3,2,1
E00062406,75,6,1,42,1
E00062407,96,4,15,35,0
E00062408,67,0,8,39,0
E00062409,40,0,19,75,0
E00062422,131,0,4,1,0
E00062423,153,0,9,5,0
E00062424,114,2,2,0,0
E00062426,113,2,2,1,0
E00062428,115,0,8,2,0
E00062429,110,1,1,1,1
E00062431,171,0,5,1,0
E00062434,104,1,4,0,0
E00062435,91,1,2,17,1
E00062436,100,2,7,4,0
E00062437,113,0,6,1,0
E00062438,75,1,10,65,0
E00062439,125,1,3,1,0
E00062440,95,1,12,29,0
E00062441,43,6,8,80,1
E00062442,83,2,52,4,0
E00062443,38,3,8,67,0
E00062444,113,0,16,11,0
E00062445,95,0,18,2,0
E00062446,52,1,4,53,0
E00062447,83,2,10,23,0
E00062448,73,4,8,46,0
E00062449,38,1,5,69,0
E00062450,41,0,7,60,0
E00062451,92,0,12,16,0
E00062452,55,4,8,42,0
E00062453,112,1,5,4,0
E00062454,121,1,6,3,0
E00062455,55,1,13,46,0
E00062456,93,1,21,9,0
E00062459,54,3,2,56,9
E00062460,54,2,3,61,0
E00062461,100,1,3,13,0
E00062462,85,0,6,11,1
E00062463,91,1,7,41,1
E00062464,77,4,6,40,0
E00062465,18,0,9,106,0
E00062466,43,0,6,63,0
E00062468,68,4,6,57,0
E00062469,37,2,3,73,2
E00062470,35,2,5,90,1
E00062471,12,0,4,54,0
E00062472,13,0,3,51,0
E00062473,10,3,7,110,23
E00062474,16,0,1,65,0
E00062475,33,1,1,84,0
E00062477,4,0,3,72,9
