geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
W00002291,19,26,28,25,42,43,42,15,30
W00002292,52,56,35,39,61,38,37,17,27
W00002293,13,27,22,19,37,27,31,14,31
W00002303,24,37,23,18,59,50,47,28,32
W00002305,18,49,25,18,47,43,56,18,41
W00002344,26,42,37,29,61,47,44,22,22
W00002345,29,37,22,26,64,46,73,21,25
W00002346,43,69,35,36,72,60,71,20,39
W00002347,20,32,13,23,35,39,41,8,21
W00002361,41,34,38,36,43,58,59,27,48
W00002363,35,21,25,32,42,43,42,14,39
W00002373,26,35,33,23,33,63,75,16,33
W00002374,33,61,39,38,51,65,56,23,29
W00002375,41,44,32,45,50,31,40,10,24
W00002468,31,41,23,40,54,47,51,18,36
W00002469,23,47,30,25,61,53,55,24,53
W00002470,33,41,32,38,48,60,63,27,26
W00002475,21,33,30,16,41,63,62,24,36
W00002476,25,48,16,16,57,51,79,27,67
W00002477,29,45,22,20,55,50,56,14,33
W00002610,36,24,42,28,37,36,26,7,22
W00002611,34,23,19,30,31,32,43,14,63
W00002612,50,38,49,54,51,43,39,7,24
W00002613,30,20,41,44,30,27,26,13,14
W00002614,12,17,18,13,23,25,40,17,37
W00002615,27,232,38,35,36,32,19,12,17
W00002616,17,17,10,21,22,30,51,27,66
W00002619,38,58,34,38,59,54,39,11,28
W00002620,36,44,31,23,33,51,25,8,3
W00002621,11,10,8,10,19,35,53,21,47
W00002622,9,13,18,19,22,31,40,26,51
W00002623,35,42,39,31,50,38,36,10,11
W00002624,62,64,38,59,42,48,31,9,9
W00002625,53,41,45,38,44,42,29,6,12
W00002627,44,53,43,52,44,48,58,34,62
W00002628,16,30,74,34,51,34,25,12,8
W00002629,22,29,33,28,25,42,39,7,18
W00002630,19,37,20,26,42,44,54,23,43
W00002631,20,19,26,26,30,24,39,16,29
W00002632,23,36,23,30,51,38,36,8,28
W00002633,34,50,31,30,40,32,24,18,37
W00002634,11,31,32,23,29,24,40,21,43
W00002635,74,59,96,87,66,43,25,11,17
W00002636,35,27,39,30,38,28,33,21,57
W00002637,29,31,31,28,46,37,41,15,39
W00002638,32,46,36,22,59,54,54,22,33
W00002641,44,60,38,47,65,82,66,23,31
W00002642,29,20,28,25,41,38,36,23,30
W00002643,22,43,34,33,53,47,49,22,60
W00002644,16,22,14,23,38,30,59,16,40
W00002645,31,34,21,24,52,48,54,13,36
W00002646,36,29,16,21,49,33,55,12,18
W00002648,20,30,13,17,45,36,23,12,23
W00002692,19,29,22,25,27,52,45,10,16
W00002693,37,46,28,31,56,66,63,15,27
W00002694,26,48,38,26,60,82,70,25,49
W00009770,22,20,12,23,40,33,44,14,23
W00009774,39,45,45,44,47,42,38,13,34
W00009775,27,24,26,29,43,32,22,13,50
W00009776,81,85,58,70,72,57,39,6,31
W00009777,47,42,45,57,47,43,41,12,34
W00009778,18,20,7,16,23,25,36,12,37
W00009791,33,44,21,24,62,68,66,28,47
