geocode,employee,inactive,self-employed,student,unemployed
E01000769,548,347,113,30,25
E01000773,569,276,113,22,26
E01000774,611,272,113,30,36
E01000775,838,401,227,42,39
E01000777,627,268,144,23,36
E01000778,623,289,134,34,42
E01000826,593,353,160,34,23
E01000830,516,344,167,40,22
E01000832,541,301,150,36,28
E01000833,506,292,146,25,29
E01000835,636,283,131,36,33
E01000836,563,240,124,33,23
E01000837,560,292,113,20,32
E01000838,519,288,125,31,19
E01000839,622,309,124,23,28
E01000840,552,338,121,16,21
E01000841,638,297,120,26,27
E01000975,747,289,151,46,54
E01000976,780,370,153,67,82
E01000977,754,356,97,39,104
E01000978,900,300,115,23,86
E01000979,856,265,142,32,53
E01000980,609,262,92,26,56
E01000981,720,264,108,38,57
E01000982,715,282,103,43,70
E01000983,797,286,122,42,64
E01000984,713,370,108,57,77
E01000985,568,285,149,40,43
E01000986,687,343,156,35,41
E01000987,619,268,133,31,37
E01000989,729,300,136,41,29
E01000990,458,350,76,46,70
E01000991,643,310,171,46,42
E01000992,697,403,114,58,98
E01000993,668,297,137,43,49
E01000997,490,297,81,66,71
E01000998,585,332,106,65,82
E01000999,497,308,110,51,50
E01001000,482,244,99,53,67
E01001001,425,262,69,31,74
E01001002,494,280,87,56,52
E01001003,626,276,85,37,57
E01001004,776,418,102,85,89
E01001005,588,325,103,78,78
E01001006,563,272,89,57,64
E01001007,674,429,101,102,90
E01001008,538,367,77,52,76
E01001009,673,363,63,101,62
E01001010,537,298,71,59,75
E01001011,721,406,90,99,93
E01001012,651,459,115,93,122
E01001013,598,544,99,79,125
E01001014,1168,474,137,52,121
E01001015,555,303,90,31,57
E01001016,641,371,139,35,41
E01001017,620,341,171,34,42
E01001018,634,268,148,21,42
E01001019,567,315,136,33,37
E01001020,653,328,122,20,36
E01001021,391,301,82,28,56
E01001022,501,325,115,22,38
E01001023,528,225,118,34,52
E01001024,614,274,95,37,42
E01001025,537,240,105,25,33
E01001026,725,303,137,46,34
E01001027,624,287,161,34,34
E01001028,550,356,205,38,39
E01001029,580,348,191,29,35
E01001030,507,293,161,39,20
E01001031,593,278,132,42,42
E01001032,498,289,141,22,18
E01001033,697,260,118,34,71
E01001034,715,240,153,25,51
E01001035,867,272,145,34,81
E01001036,575,332,139,28,40
E01001037,660,192,94,25,62
E01001038,953,286,139,41,69
E01001039,628,280,133,15,35
E01001040,820,254,120,26,67
