geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
W01000506,104,120,120,127,140,208,241,99,263
W01000507,103,96,100,95,134,160,214,100,194
W01000508,132,132,144,123,148,157,149,71,122
W01000509,193,183,161,152,202,227,275,127,264
W01000510,121,136,129,138,132,151,155,69,195
W01000511,153,168,176,147,183,157,94,35,61
W01000519,139,147,138,147,192,275,316,92,181
W01000522,95,145,99,87,180,230,247,76,134
W01000524,200,235,165,190,273,302,313,113,183
W01000529,194,187,152,164,222,227,242,81,147
W01000531,177,221,139,171,231,253,317,98,228
W01000532,188,194,156,157,257,294,360,139,234
W01000533,147,180,142,129,206,186,208,77,164
W01000544,119,105,90,105,130,159,187,66,121
W01000545,144,213,152,169,233,357,399,134,244
W01000546,89,111,86,83,129,174,227,75,154
W01000547,103,132,70,109,143,216,201,77,129
W01000551,137,138,95,107,162,214,251,81,125
W01000553,84,122,102,92,156,218,243,70,145
W01000554,178,205,147,156,318,283,294,87,158
W01000555,106,169,120,118,193,245,253,67,145
W01000556,84,121,90,83,144,179,222,77,149
W01000557,180,213,145,167,225,226,222,43,111
W01000558,245,227,173,217,272,285,328,115,196
W01000559,130,155,128,113,207,234,254,80,150
W01000560,112,129,116,94,169,199,227,59,102
W01000561,137,171,113,123,198,167,188,65,94
W01000562,154,167,140,139,219,286,302,103,186
W01000563,126,137,102,99,179,191,197,61,115
W01000564,106,128,122,109,165,147,170,74,190
W01000565,181,200,182,136,236,219,291,124,304
W01000566,152,189,170,151,184,197,224,95,184
W01000567,216,240,228,197,304,260,255,102,186
W01000568,223,286,398,279,364,289,235,73,154
W01000569,231,162,203,221,156,111,98,45,100
W01000570,304,254,274,216,203,114,59,18,32
W01000571,221,275,215,217,319,277,285,132,319
W01000572,199,259,202,214,277,229,195,96,179
W01000573,318,253,325,297,416,292,267,103,225
W01000574,167,234,176,191,283,260,317,90,159
W01000575,281,309,254,274,328,339,316,118,298
W01000576,220,308,174,187,299,286,375,138,275
W01000577,145,202,150,124,228,255,263,65,166
W01000578,151,159,123,160,208,253,317,111,189
W01000579,289,286,197,235,346,308,319,158,214
W01000580,277,300,183,232,379,295,348,131,191
W01000581,102,173,117,121,211,274,237,90,139
W01000582,144,217,94,134,290,259,280,97,144
W01000583,177,187,123,169,229,166,200,64,130
W01000584,221,253,174,197,283,305,343,118,189
W01000585,103,177,128,113,217,239,184,84,163
W01000586,264,318,275,237,327,271,260,82,168
W01000587,192,196,255,197,283,256,275,124,225
W01000588,309,316,292,227,311,281,191,75,155
W01000589,156,144,171,134,133,128,110,55,121
W01000590,70,97,99,83,136,168,176,78,180
W01000591,139,168,154,118,176,156,121,65,90
W01000592,201,189,179,123,183,176,111,49,93
W01000593,342,315,339,328,336,325,362,145,271
W01000594,313,296,278,274,297,275,237,103,181
W01000595,195,219,189,205,259,228,287,95,246
W01000596,149,185,132,144,227,212,232,74,154
W01000597,112,112,73,99,129,155,211,90,180
W01000598,212,250,227,232,331,286,331,136,214
W01000599,258,291,196,242,303,287,291,125,157
W01000600,194,195,236,172,243,198,193,66,161
W01000601,265,230,190,170,196,161,184,61,87
W01000602,134,160,141,131,178,151,181,66,164
W01000603,241,277,234,238,266,230,207,80,124
W01000604,204,232,185,186,196,176,206,57,72
W01000605,235,283,247,180,291,238,190,68,102
W01000606,275,255,218,193,230,179,151,59,90
W01000607,282,287,225,234,276,219,254,82,201
W01000608,136,173,171,145,185,203,191,72,158
W01000609,200,218,166,187,320,308,492,201,316
W01000610,143,180,129,134,222,214,296,127,265
W01000611,123,180,96,143,262,231,285,128,216
W01000612,149,211,153,176,244,274,327,97,210
W01000613,215,226,185,157,281,364,396,139,255
W01000614,123,162,112,129,195,216,236,90,142
W01000615,126,169,90,126,183,183,298,129,231
W01000616,93,106,88,87,125,149,208,86,151
W01000617,200,157,141,148,195,231,210,79,126
W01000618,168,216,329,238,205,227,248,104,142
W01000619,177,274,174,181,297,277,337,119,276
W01000620,81,75,144,121,125,126,139,57,162
W01000621,169,159,182,138,202,253,180,65,206
W01000622,150,195,107,148,245,217,237,83,154
W01000623,183,281,180,169,313,269,286,106,186
