geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E02003965,197,127,3436,920,348,26,36,4,38
E02003966,40,53,2608,299,618,23,34,2,29
E02003967,25,107,3131,339,439,13,31,6,40
E02003968,15,180,3210,410,190,23,28,5,72
E02003969,27,210,1950,369,75,16,16,7,46
E02003970,41,92,2998,370,327,19,33,7,23
E02003971,67,67,2790,595,356,12,15,3,24
E02003972,66,228,3348,645,133,26,19,21,41
E02003973,59,302,2517,792,60,18,20,22,36
E02003974,48,225,2562,525,60,19,13,23,24
E02003975,26,134,2642,151,109,25,15,13,26
E02003976,95,41,1628,1072,502,12,35,23,18
E02003977,70,141,2453,262,115,40,25,13,91
E02003987,32,108,2246,278,460,23,29,5,11
E02003989,135,302,2606,570,140,21,21,14,24
E02003990,173,196,3778,516,247,24,27,16,35
E02003991,109,282,3167,297,200,21,25,9,22
E02003992,144,269,2186,1666,198,16,14,21,55
E02003993,59,90,3568,220,501,12,31,12,42
E02003994,104,273,1997,1090,82,16,11,13,24
E02003995,126,469,2733,769,90,26,22,25,16
E02003996,212,449,3105,1545,130,32,24,29,40
E02003997,106,582,2668,657,59,32,17,23,17
E02003998,85,349,1953,449,56,34,11,23,11
E02003999,100,265,3713,332,314,22,26,10,34
E02004000,24,188,2044,175,83,23,11,14,11
E02004001,30,139,1844,444,71,20,9,13,64
E02004002,57,204,4239,481,116,51,17,19,40
E02004003,86,321,4511,367,222,38,31,21,31
E02004004,28,349,3016,432,63,40,17,54,37
E02004005,89,213,2986,342,76,37,16,18,18
E02004006,172,57,3199,386,379,43,48,10,67
E02004007,86,89,2994,774,329,25,41,21,281
E02004009,25,29,2361,250,523,9,23,3,46
E02004012,42,39,1902,355,517,12,38,5,27
E02004015,50,41,1530,1108,512,19,68,22,21
E02004016,84,92,2580,1002,430,24,39,51,65
E02004021,36,35,1802,293,511,15,24,6,32
E02004022,36,28,1960,362,474,13,28,4,50
E02004026,118,141,2547,684,207,23,29,9,80
E02004027,41,45,2385,420,326,12,31,10,83
E02004028,94,77,2812,282,219,35,27,6,59
