geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E01012756,162,167,252,219,244,217,150,45,76
E01012757,169,161,358,299,193,170,95,36,70
E01012758,162,142,260,256,274,229,161,32,72
E01012759,200,141,350,266,237,183,148,50,74
E01012760,189,133,352,303,209,135,95,39,55
E01012761,141,149,551,238,186,159,129,40,164
E01012762,159,200,383,236,221,196,109,29,42
E01012763,198,212,620,380,256,172,123,33,70
E01012764,83,83,82,125,130,205,220,106,131
E01012765,193,165,207,222,233,190,129,69,95
E01012766,153,171,213,218,238,213,144,32,51
E01012767,107,215,674,167,186,144,136,34,46
E01012768,115,85,175,147,184,232,204,72,145
E01012769,96,79,92,122,154,164,227,155,245
E01012773,235,165,255,276,262,204,154,57,95
E01012774,190,203,207,228,241,175,155,51,99
E01012775,184,155,207,170,177,191,185,57,126
E01012778,257,260,245,193,211,123,113,28,50
E01012779,263,213,226,189,150,130,87,13,12
E01012780,287,267,275,216,181,146,132,31,25
E01012781,228,186,176,151,137,140,153,36,34
E01012782,235,274,190,159,204,100,118,47,114
E01012783,209,200,166,156,190,100,101,37,58
E01012784,373,328,350,370,281,203,119,49,35
E01012785,236,241,173,165,168,129,103,43,70
E01012786,124,171,153,128,176,149,151,75,95
E01012787,235,210,268,158,215,137,181,47,66
E01012788,209,263,207,182,203,138,140,57,73
E01012789,221,176,207,164,179,125,137,62,72
E01012790,131,156,171,124,175,160,181,88,135
E01012791,167,205,172,177,272,273,229,66,111
E01012792,201,197,168,220,269,194,157,54,130
E01012793,107,165,161,130,174,229,211,65,241
E01012794,164,238,190,223,274,227,159,52,61
E01012795,215,260,225,221,313,200,193,69,241
E01012796,134,148,141,162,193,178,164,72,118
E01012797,170,148,167,188,201,138,129,97,148
E01012798,142,159,157,154,180,177,213,97,264
E01012799,165,106,238,227,189,138,87,36,67
E01012800,149,155,250,241,241,149,135,63,116
E01012801,163,147,188,173,223,209,155,75,123
E01012802,154,123,253,201,191,182,172,49,78
E01012803,171,173,218,196,232,145,155,60,90
E01012804,152,116,226,225,258,202,163,44,81
E01012805,159,159,261,189,216,164,130,37,54
E01012806,200,136,285,261,194,178,109,34,64
E01012807,121,161,172,144,225,178,179,60,137
E01012808,164,188,269,196,223,217,195,70,157
E01012809,213,202,383,286,296,199,118,50,56
E01012812,176,215,151,149,264,202,147,56,89
E01012813,194,257,158,224,282,308,239,41,74
E01012814,155,217,130,155,260,209,226,77,111
E01012815,193,195,210,256,275,196,158,46,69
E01012816,130,205,176,145,248,187,124,52,124
E01012817,164,113,324,188,211,177,101,36,56
E01012818,109,190,126,126,226,183,147,56,87
E01012819,166,160,221,215,230,167,164,42,70
E01012820,187,222,190,221,227,167,118,34,64
E01012821,106,154,103,134,184,146,141,80,171
E01012822,159,168,173,174,215,177,156,78,206
E01012823,211,242,164,150,170,175,139,72,133
E01012824,160,196,158,220,290,246,157,54,204
E01012825,127,152,153,152,202,250,202,74,187
E01012826,155,200,187,144,215,178,163,77,191
E01012827,90,132,158,123,220,219,204,89,256
E01012828,165,168,210,145,227,208,166,72,178
E01012829,156,153,199,221,230,244,221,68,101
E01012830,151,149,178,193,197,237,221,59,85
E01012832,207,173,219,250,218,157,90,20,59
E01012833,228,197,247,164,201,154,129,38,136
E01012834,278,223,219,213,177,175,132,45,151
E01012835,70,110,99,110,150,187,242,54,132
E01012836,144,172,222,182,231,185,142,59,170
E01012837,199,183,204,166,204,177,182,66,275
E01012838,275,235,206,195,178,175,98,52,96
E01012839,148,171,136,133,171,182,156,53,147
E01012840,204,220,202,172,199,184,145,43,121
E01012841,314,266,247,191,183,161,111,37,93
E01012842,255,241,242,150,229,164,110,47,85
E01012843,266,212,216,175,179,154,114,44,183
E01012844,210,163,207,142,175,170,135,37,94
E01012845,280,246,241,180,193,168,111,41,112
E01012846,215,187,220,138,196,162,122,56,141
E01012847,250,187,219,149,153,134,91,33,82
E01012848,109,122,461,400,318,191,116,55,56
E01012849,158,195,182,173,214,187,145,71,171
E01012850,257,183,432,392,285,185,90,44,49
E01012852,195,200,304,288,259,182,132,48,85
E01012856,189,185,226,235,191,165,220,76,112
E01012857,202,198,292,216,217,193,141,55,93
E01012866,157,117,594,246,183,131,70,30,48
E01012867,234,195,394,314,166,106,91,40,108
E01012868,92,163,873,202,112,101,72,30,104
E01012869,104,200,837,169,158,125,88,20,73
E01012870,122,159,828,214,146,104,68,8,34
E01012871,193,218,609,310,214,137,96,23,29
E01012872,106,260,997,179,118,86,44,24,38
E01012873,270,253,255,188,189,137,114,48,88
E01012874,254,267,215,197,207,176,110,61,93
E01012875,287,226,229,193,166,170,106,36,82
E01012876,320,273,238,166,211,194,116,71,117
E01012877,306,265,202,161,176,122,105,47,50
E01012878,230,257,214,189,233,177,120,58,96
E01012879,258,203,243,198,187,134,86,45,77
E01012880,311,248,261,207,254,187,128,35,89
