geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E02001678,990,1218,607,811,1582,1477,1434,595,1304
E02001679,809,740,746,815,884,711,674,257,637
E02001680,772,717,828,804,895,668,618,222,603
E02001681,783,825,500,808,1202,984,1055,418,884
E02001827,669,701,499,639,942,780,808,307,700
E02001828,685,763,600,696,1041,851,896,357,1031
E02001829,1210,1108,631,1096,1460,1002,998,394,836
E02001830,814,1100,821,836,1373,1393,1419,479,1202
E02001831,1358,1393,1209,1302,1589,1213,984,374,904
E02001832,888,1038,780,934,1378,1143,949,365,693
E02001833,599,775,589,629,955,775,711,250,525
E02001834,921,891,855,743,951,604,515,202,457
E02001835,874,929,1066,1064,1242,1102,879,303,717
E02001836,1007,1070,973,1021,1433,1314,1120,420,822
E02001837,1730,1760,1401,1344,1521,1089,872,306,562
E02001838,823,935,727,866,1213,1220,941,275,673
E02001839,793,762,807,770,1001,741,680,300,588
E02001840,1398,1357,1117,1129,1162,961,683,325,639
E02001841,565,677,519,524,845,898,1039,310,616
E02001842,935,1039,900,955,1222,900,865,296,551
E02001843,763,759,869,820,974,778,682,276,534
E02001844,965,970,1206,1335,1430,1213,1100,435,1062
E02001845,875,862,836,933,1027,647,610,218,266
E02001846,1072,1118,1043,1052,1155,926,680,248,535
E02001847,567,557,562,645,763,811,794,242,580
E02001848,1036,980,852,849,889,629,481,197,459
E02001849,1116,722,1148,1062,938,738,530,186,442
E02001850,1157,1113,1233,1104,1107,853,702,281,623
E02001851,1112,983,1134,1142,1274,1055,855,298,723
E02001852,881,808,1023,886,943,732,540,217,514
E02001854,964,1058,1023,964,1190,916,733,293,636
E02001855,1333,1595,1175,1150,1526,1021,863,411,897
E02001856,1291,1042,1530,1396,1266,864,538,186,399
E02001857,1763,1795,2315,2000,1885,1310,867,337,630
E02001858,1087,1194,1708,1273,1163,900,492,214,422
E02001859,1667,1851,2420,1429,974,753,425,196,400
E02001860,1373,1239,1477,1323,1150,733,435,206,401
E02001861,1871,1718,1972,1568,1109,809,472,230,412
E02001862,1630,1596,1629,1515,1362,939,492,230,511
E02001863,1628,1355,1297,1272,787,572,366,220,342
E02001864,1126,863,764,753,731,522,367,143,262
E02001865,1839,1787,1993,1700,1396,916,548,264,489
E02001866,1589,1552,1483,1459,992,690,359,209,338
E02001867,1419,1329,1050,1022,793,493,333,183,279
E02001868,1425,1488,1176,1116,1068,799,659,286,600
E02001869,1339,930,882,889,780,493,327,176,244
E02001870,2350,1956,1646,1719,1355,962,663,314,595
E02001871,1098,918,1052,939,1036,837,789,273,779
E02001872,1117,970,992,891,1002,696,659,205,629
E02001873,1876,1483,1959,1820,1391,872,554,214,365
E02001874,2030,1711,1588,1407,973,712,397,193,341
E02001875,1566,1239,1714,1384,1076,507,310,152,220
E02001876,1266,2739,4871,1143,860,457,280,135,158
E02001877,2353,2045,1759,1670,1050,796,390,201,391
E02001878,1870,1630,1575,1426,1014,609,312,175,344
E02001879,1814,1457,2220,1785,1237,751,425,198,489
E02001880,1851,1701,1286,1340,1201,865,600,201,389
E02001881,2046,1698,1342,1451,1052,702,459,215,369
E02002000,1030,1024,925,1003,1166,914,767,357,596
E02002001,627,828,661,690,962,709,619,282,573
E02002002,543,759,529,611,1051,925,1212,516,938
E02002003,968,1110,931,1015,1495,1066,1033,509,974
E02002004,977,1033,973,865,1145,866,702,337,620
E02002005,1262,1182,1110,961,1106,893,790,298,488
E02002006,733,744,885,821,1014,804,664,255,480
E02002007,832,926,910,906,1269,961,1249,636,1042
E02002008,1017,1205,1030,1177,1597,1051,630,252,370
E02002009,1197,921,984,949,885,675,539,204,356
E02002010,942,770,1092,980,1084,737,616,288,677
E02002011,590,649,545,620,900,820,891,301,548
E02002012,1059,995,928,1008,1215,778,751,345,711
E02002013,583,773,501,623,1023,907,1024,456,807
E02002014,1034,958,1062,923,930,701,607,216,498
E02002015,624,750,666,686,933,770,743,302,550
E02002016,1152,1103,1113,988,1106,830,703,292,539
E02002017,1036,967,1386,1045,1144,879,808,366,648
E02002018,800,1133,718,879,1394,1146,1417,574,975
E02002019,1075,1099,973,944,1183,932,809,311,531
E02002020,996,964,1077,1171,1487,1070,1337,573,776
E02002043,1171,1208,1136,1080,1259,1056,704,288,578
E02002044,1151,1033,1061,1195,1068,761,573,195,461
E02002045,1042,921,1014,964,1115,983,712,358,645
E02002046,902,921,737,702,774,676,468,174,272
E02002047,696,739,839,692,877,811,825,343,643
E02002048,561,770,670,682,1031,796,821,359,730
E02002049,746,812,823,753,952,698,627,248,273
E02002051,846,875,716,669,787,614,501,180,329
E02002052,1548,1439,1594,1429,1534,1069,880,376,781
E02002053,744,695,698,774,892,708,632,261,571
E02002054,660,651,669,648,796,676,677,301,505
E02002055,1143,1108,1349,1272,1286,1044,869,344,638
E02002056,1304,1065,1341,1227,1136,876,789,301,585
E02002057,1326,1065,1188,1294,1341,941,803,332,706
E02002058,1675,1419,1819,1972,1777,1213,911,281,610
E02002059,1405,1231,1577,1406,1475,1239,927,401,872
E02002060,996,819,934,893,767,678,470,259,457
E02002061,883,721,951,848,685,619,424,202,469
E02002062,1010,794,1082,1075,906,797,645,291,566
E02002063,1422,1108,1518,1546,1230,924,669,264,491
E02002064,1798,1554,1671,1682,1730,1282,1078,399,776
E02002065,2109,1829,2139,1843,1583,982,762,304,595
E02002066,1102,968,1165,1055,961,715,570,233,442
E02002067,662,692,616,616,793,657,692,330,450
E02002068,2325,1969,2078,1932,1547,852,572,228,480
E02002069,802,784,848,817,977,723,750,333,533
E02002070,1492,1099,1487,1407,1183,826,636,307,703
E02002071,873,913,881,786,921,712,747,247,427
