geocode,asian,black,mixed,other,white
E01015471,98,29,23,4,1501
E01015472,112,36,66,17,2523
E01015473,30,11,24,4,1647
E01015474,11,1,15,1,1616
E01015475,1192,66,54,12,858
E01015476,438,50,79,21,1663
E01015477,139,37,62,16,1294
E01015478,81,16,43,1,1342
E01015479,249,57,38,19,1255
E01015480,1341,111,89,27,803
E01015481,80,33,39,3,1589
E01015482,45,5,7,1,1220
E01015483,30,7,17,7,1377
E01015484,46,31,24,1,1301
E01015485,29,13,8,6,1384
E01015486,72,20,20,5,1322
E01015487,118,22,33,6,1436
E01015488,67,26,18,3,1325
E01015489,175,13,23,3,1224
E01015490,73,12,34,1,1165
E01015491,64,38,20,7,1344
E01015492,98,23,16,5,1292
E01015493,502,38,31,9,1193
E01015494,251,69,43,13,1407
E01015496,134,34,49,12,1385
E01015497,101,19,32,5,1435
E01015498,74,17,44,12,1585
E01015499,60,19,30,5,1156
E01015500,66,18,61,3,1375
E01015501,88,26,29,9,1217
E01015502,85,13,51,9,1387
E01015503,61,23,39,12,1179
E01015504,87,14,31,7,1233
E01015505,76,31,36,9,1344
E01015506,56,19,32,3,1441
E01015507,24,35,48,2,1504
E01015508,85,24,39,5,1247
E01015509,113,34,36,12,1425
E01015510,250,36,51,22,1515
E01015511,174,22,39,19,1302
E01015512,82,23,50,5,1555
E01015513,82,7,31,2,1433
E01015514,19,7,11,0,1229
E01015515,34,8,10,0,1379
E01015516,23,10,21,0,1249
E01015517,18,6,12,7,1395
E01015518,94,21,48,2,1396
E01015525,36,12,37,6,1487
E01015526,14,16,18,7,1425
E01015527,35,24,54,3,1635
E01015528,35,33,43,4,1702
E01015529,38,11,20,0,1472
E01015530,41,12,28,3,1593
E01015532,48,6,45,6,1451
E01015533,43,9,10,0,1442
E01015534,101,14,32,7,1750
E01015535,76,21,22,4,1371
E01015536,121,25,28,2,2224
E01015537,86,46,83,1,1557
E01015538,144,28,38,6,1551
E01015539,117,33,39,4,1427
E01015540,202,50,31,6,1570
E01015541,240,25,46,23,1457
E01015542,104,25,28,8,1306
E01015543,20,7,19,5,1311
E01015544,19,21,33,7,1586
E01015545,34,12,43,9,1500
E01015546,11,25,55,7,1604
E01015547,50,4,12,2,1681
E01015548,44,2,10,3,1518
E01015549,53,14,11,7,1680
E01015550,82,16,28,2,1674
E01015551,45,11,16,5,1457
E01015552,74,24,29,1,1978
E01015553,50,24,22,3,1532
E01015554,31,3,5,0,1397
E01015555,27,7,16,1,1415
E01015556,17,6,17,4,1556
E01015557,26,8,3,0,1358
E01015558,45,13,31,0,1454
E01015559,55,10,12,11,1384
E01015560,21,15,26,0,1557
E01015561,109,17,43,9,1288
E01015562,68,21,32,5,1411
E01015563,104,14,28,9,1414
E01015564,104,23,28,10,1401
E01015565,94,21,41,2,1449
E01015566,109,20,29,9,1426
E01015567,137,28,15,3,1309
E01015568,63,39,28,3,1299
E01015569,57,12,43,10,1388
E01015570,92,46,51,15,1327
E01015571,127,52,39,6,1366
E01015572,69,24,47,1,1109
E01015573,207,75,89,10,1757
E01015574,172,24,25,3,1416
E01015575,129,33,46,2,974
E01015576,118,5,22,20,1394
E01015578,101,20,31,3,1451
E01015579,96,9,15,4,1461
E01015580,52,6,17,2,1583
E01015581,52,9,21,1,1433
E01015582,194,16,37,13,1614
E01015583,43,9,34,0,2196
E01015584,11,1,8,1,1396
E01015585,33,13,35,4,1557
E01015586,8,4,10,1,1414
E01015587,36,6,18,9,1828
E01015588,22,9,12,5,1789
E01016296,15,2,12,1,1535
E01016297,11,1,8,0,1526
E01016298,18,9,21,8,1118
E01016299,19,1,6,4,1452
E01016300,12,2,15,1,1431
E01016301,15,8,26,1,1880
E01016303,7,1,6,0,1458
E01016304,24,5,10,6,1499
E01016305,27,6,20,1,1191
E01016306,10,2,8,0,1294
E01023153,24,11,23,5,1605
E01023154,25,16,43,3,1608
E01023155,19,14,39,15,2681
E01023156,16,17,56,9,1388
E01023157,33,14,33,1,1345
E01023159,6,1,21,0,2233
E01023160,3,1,7,5,1520
E01023165,12,1,19,2,2085
E01023169,13,2,10,3,1919
E01023179,46,10,25,0,1738
E01023180,36,6,31,0,1590
E01023181,37,6,19,5,1341
E01023182,31,7,23,2,1506
E01023183,48,5,33,3,1385
E01023186,27,11,16,0,1658
E01023187,39,16,20,1,1558
E01023188,14,3,18,2,1295
E01023189,65,8,40,3,1522
E01023190,26,11,26,5,1163
E01023196,22,4,25,2,1656
E01023197,6,7,12,0,1479
E01023198,9,6,7,0,1402
E01023201,26,16,22,1,1584
E01023202,26,21,43,22,1631
E01023203,47,9,21,2,1449
E01023204,53,16,28,6,1607
E01023205,16,4,14,3,1311
E01023215,29,11,26,11,1491
E01023216,77,15,26,16,1694
E01023217,10,5,17,2,1548
E01023218,17,3,22,3,1477
E01023219,31,4,17,3,1356
E01028713,21,1,17,12,2321
E01028720,26,5,14,0,2216
E01028721,17,13,19,0,1299
E01028722,34,33,17,1,1516
E01028723,8,5,8,1,1396
E01028724,21,10,7,2,1259
E01028725,6,10,8,0,1488
E01028745,31,5,10,6,1331
E01028746,21,2,18,0,1249
E01028747,26,19,7,12,1186
E01028748,31,1,17,17,1003
E01028755,15,5,18,2,1626
E01028756,48,9,31,3,2326
E01028757,13,13,13,0,1485
E01028758,8,5,13,4,1523
E01028759,15,1,27,0,1483
E01028760,16,15,14,3,1239
E01028761,19,5,12,4,1314
E01031841,19,1,13,1,1799
E01031842,4,1,8,0,1896
E01031843,3,3,23,2,1751
E01031844,10,1,21,3,1891
E01031845,8,1,15,3,1550
E01031846,3,3,17,2,1626
E01031847,9,5,20,0,1738
E01031848,17,24,37,4,2060
E01031849,54,1,17,0,1607
E01031850,14,1,18,1,1860
E01031851,18,4,20,3,1473
E01031852,52,9,12,0,1968
E01031853,19,17,22,1,1361
E01031854,27,16,23,5,1696
E01031855,12,5,5,0,1489
E01031856,8,3,19,5,1529
E01031857,13,0,16,0,1602
E01031858,80,5,40,2,1957
E01031859,24,18,27,4,1670
E01031860,4,7,16,7,1476
E01031861,30,3,20,2,2354
E01031862,12,9,18,1,1514
E01031863,21,1,11,11,1127
E01031864,46,2,18,2,1261
E01031865,38,5,32,2,1855
E01031866,8,1,7,8,1543
E01031867,7,5,8,0,1808
E01031868,42,0,16,0,1719
E01031869,18,0,9,1,1831
E01031870,19,1,15,0,1740
E01031871,11,2,15,1,1630
E01031872,3,8,20,0,1591
E01031873,15,2,20,4,1828
E01031874,14,1,10,4,1500
E01031876,2,3,8,1,1488
E01031877,7,1,11,3,1814
E01031878,50,69,43,8,2451
E01031879,131,227,76,36,1650
E01031880,60,130,67,23,3622
E01031882,10,3,14,1,2003
