geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E02003524,1207,1276,1033,961,1178,947,748,224,415
E02003525,942,930,962,808,816,696,536,205,344
E02003526,598,752,552,542,970,936,923,338,898
E02003527,747,695,733,755,894,731,661,216,437
E02003529,1036,1077,837,986,1254,903,752,272,626
E02003530,1020,948,1114,1012,1101,819,678,252,581
E02003531,823,1088,913,941,1417,1042,861,314,550
E02003532,943,885,1213,1030,1217,949,696,188,417
E02003533,829,635,900,781,801,624,484,159,357
E02003534,1212,1162,1298,1311,1415,1023,764,214,418
E02003535,1533,1279,1579,1540,1482,923,600,199,356
E02003536,1232,961,1229,954,950,737,704,248,498
E02003537,1345,1409,1282,1363,1812,1208,975,346,728
E02003538,1360,1245,2337,1695,1308,932,648,237,445
E02003539,1354,2223,3304,1574,1236,976,776,325,599
E02003540,957,1295,1316,1083,1324,1002,991,382,769
E02003541,1502,1648,3701,1343,996,789,671,270,708
E02003542,897,1576,2726,1269,1032,704,567,204,481
E02003543,592,1198,3537,1003,952,652,503,137,377
E02003544,857,755,1145,1127,1005,608,451,167,335
E02003545,428,613,2144,1012,827,673,588,205,658
E02003546,1192,802,1312,1201,1182,1039,870,327,600
E02003547,605,767,2377,1192,931,836,834,290,812
E02003548,616,798,1649,971,933,695,460,169,505
E02003549,608,1814,2064,853,814,797,675,224,604
E02003551,559,1701,1351,725,652,519,520,200,428
E02003553,709,912,2572,837,696,498,389,128,268
E02003556,728,775,650,752,990,710,615,261,460
E02003557,488,731,2391,780,615,562,531,191,608
E02003561,639,799,3084,1072,739,576,435,135,455
E02003562,912,825,1360,1343,1236,932,746,235,496
E02003564,1043,918,1066,1118,1126,886,801,311,731
E02003565,330,597,3457,860,452,344,262,84,236
E02003566,660,775,700,723,800,759,661,255,702
E02003570,1565,1390,2972,1823,1069,752,317,139,195
E02003572,752,746,697,877,931,815,609,240,460
E02003573,1055,888,1013,878,1014,847,738,311,708
E02003574,868,887,878,991,1148,1017,977,355,636
E02003575,1066,732,993,842,855,645,578,217,420
E02003576,1022,1066,1209,1206,1277,867,739,250,440
E02003577,1013,1778,4293,1960,1027,700,436,152,239
E02003578,763,772,840,873,974,749,666,195,464
E02003579,935,862,1184,1188,1162,924,723,224,620
E02003580,1021,762,887,796,810,693,550,176,335
E02003581,890,887,993,1084,1195,944,860,298,679
E02003582,835,1027,573,849,1229,1094,1259,464,880
E02003583,676,737,639,636,842,831,1064,318,716
E02004697,634,881,376,528,972,888,808,266,503
E02004698,730,644,702,749,772,633,515,236,584
E02004699,1110,1273,1057,1345,1622,1454,1337,457,978
E02004700,953,765,1030,968,886,569,372,112,203
E02004702,1007,1089,968,1137,1353,1142,854,259,390
E02004703,1088,1363,740,895,1799,1681,1627,556,920
E02004704,615,708,482,598,1004,856,717,266,426
E02004705,876,1202,737,840,1390,1140,1114,381,811
