geocode,female,male
E00114694,118,118
E00114700,151,157
E00114701,101,101
E00114849,130,124
E00114870,151,167
E00114871,169,176
E00114872,92,94
E00114874,146,143
E00114875,131,133
E00115035,90,79
E00115036,168,140
E00115037,194,180
E00115038,202,216
E00115039,169,164
E00115040,91,74
E00115107,145,152
E00115108,163,172
E00115109,170,161
E00115110,177,163
E00115111,170,167
E00115112,128,138
E00115113,144,140
E00115114,186,175
E00115115,162,178
E00115116,203,193
E00115117,169,129
E00115118,151,145
E00115119,128,113
E00115120,165,174
E00115121,156,142
E00115122,115,121
E00115123,171,162
E00115124,169,181
E00115125,151,142
E00115127,169,149
E00115128,168,134
E00115129,174,167
E00115130,134,130
E00115131,136,118
E00115132,141,145
E00115133,135,128
E00115134,150,163
E00115135,140,152
E00115136,90,93
E00115137,143,148
E00115138,162,183
E00115139,115,96
E00115140,173,163
E00115141,157,156
E00115142,138,152
E00115184,153,139
E00115185,177,186
E00115186,126,117
E00115187,161,195
E00115188,177,152
E00115189,148,142
E00115190,110,71
E00115191,167,171
E00115192,164,167
E00115193,189,166
E00115194,122,138
E00115195,192,169
E00115196,145,133
E00115197,157,122
E00115198,143,150
E00115199,124,116
E00115200,163,166
E00115201,171,153
E00115202,186,176
E00115203,175,188
E00115204,174,168
E00115205,138,117
E00115206,123,114
E00115207,161,144
E00115208,182,160
E00115209,73,73
E00115210,183,176
E00115211,225,216
E00115212,143,153
E00115213,154,141
E00115214,252,246
E00115215,167,159
E00115216,199,203
E00115217,220,174
E00115218,139,145
E00115219,142,152
E00115221,164,167
E00115223,155,139
E00115224,190,199
E00115225,145,153
E00115226,173,178
E00115227,183,178
E00115229,149,154
E00115230,144,180
E00115231,173,162
E00115232,221,188
E00115233,143,131
E00115234,218,208
E00115235,171,177
E00115236,168,159
E00115237,142,165
E00115238,153,148
E00115239,86,103
E00115240,264,256
E00115241,159,162
E00115242,203,195
E00115243,154,171
E00115244,185,250
E00115245,152,146
E00115246,149,155
E00115247,175,169
E00115248,278,288
E00115249,175,181
E00115250,126,149
E00115251,162,167
E00115252,113,114
E00115253,148,151
E00115254,156,160
E00115255,118,125
E00115256,169,172
E00115257,130,149
E00115258,180,187
E00115259,215,227
E00115260,181,176
E00115261,227,223
E00115262,122,111
E00115263,143,148
E00115264,163,125
E00115265,106,97
E00115266,187,180
E00115267,167,165
E00115269,193,167
E00115270,144,155
E00115271,280,230
E00115272,172,191
E00115273,177,158
E00115274,174,169
E00115275,136,126
E00115276,116,79
E00115277,190,163
E00115278,171,184
E00115279,214,209
E00115280,170,160
E00115281,181,191
E00115282,153,144
E00115283,158,151
E00115284,158,159
E00115286,165,215
E00115287,220,208
E00115288,144,131
E00115289,149,144
E00115290,146,117
E00115291,142,120
E00115292,121,95
E00115293,130,87
E00115294,158,137
E00115295,207,214
E00115296,165,161
E00115297,281,300
E00115298,173,173
E00115299,177,186
E00115300,155,154
E00115301,192,200
E00115307,143,137
E00115308,146,154
E00115309,140,159
E00115310,128,124
E00115311,125,153
E00115312,108,94
E00115313,149,142
E00115314,122,99
E00115315,64,52
E00115316,200,194
E00115317,102,116
E00115320,217,206
E00115321,112,107
E00115322,114,118
E00115401,197,154
E00115402,170,166
E00115403,186,172
E00115404,143,134
E00115405,156,132
E00115406,157,144
E00115407,185,160
E00115408,190,179
E00115409,164,153
E00115410,154,171
E00115411,175,158
E00115412,148,113
E00115413,177,168
E00115414,152,131
E00115415,159,144
E00115416,158,153
E00115417,186,162
E00115419,158,153
E00115420,201,187
E00115421,169,191
E00115422,172,152
E00115423,221,185
E00115424,149,151
E00115425,195,208
E00115426,165,167
E00115427,146,125
E00115428,143,142
E00115429,114,109
E00115430,164,159
E00115431,178,156
E00115432,153,134
E00117653,107,107
E00117656,194,202
E00117657,220,214
E00117772,62,64
E00117773,77,91
E00117774,165,160
E00117775,155,174
E00117776,61,62
E00117926,151,147
E00117927,119,115
E00117928,160,153
E00117929,245,242
E00117930,211,209
E00117932,189,182
E00117934,157,136
E00117935,218,220
E00117936,207,187
E00117938,148,144
E00117941,137,128
E00117942,153,137
E00117944,162,148
E00117946,175,187
E00117947,183,176
E00117974,244,204
E00117976,134,99
E00117986,148,135
E00117999,233,230
E00118000,170,193
E00118001,137,129
E00118002,221,200
E00118003,170,155
E00118004,138,138
E00118005,87,80
E00118006,241,235
E00118007,135,142
E00118008,155,153
E00118009,219,212
E00118010,71,91
E00118011,141,135
E00118012,140,123
E00118013,204,217
E00118014,120,104
E00118015,109,93
E00118016,80,62
E00118017,167,171
E00118018,181,156
E00118019,233,211
E00118020,179,157
E00118021,162,133
E00118022,179,158
E00118023,91,86
E00118024,216,203
E00118025,207,202
E00118026,263,232
E00118027,201,205
E00118028,127,130
E00118029,91,95
E00118030,217,229
E00118031,189,170
E00118032,136,130
E00118033,163,154
E00118034,162,131
E00118035,155,149
E00118056,168,157
E00118057,182,168
E00118062,98,118
E00118063,141,152
E00118064,171,153
E00118065,192,183
E00118066,120,117
E00118067,113,117
E00118068,118,103
E00118069,164,171
E00118070,190,162
E00118071,192,164
E00118072,194,197
E00118073,155,138
E00118074,157,137
E00118075,147,139
E00118076,224,286
E00118077,154,131
E00118078,193,184
E00118079,156,148
E00118080,159,151
E00118081,176,166
E00118082,140,121
E00118083,138,133
E00118084,146,127
E00118085,174,142
E00118086,173,144
E00118087,195,184
E00118088,145,136
E00118089,208,172
E00118090,135,130
E00118091,238,232
E00118092,186,178
E00118093,158,131
E00118094,162,138
E00118095,125,111
E00118096,146,121
E00118097,127,151
E00118098,117,105
E00118099,139,137
E00118100,151,160
E00118101,162,160
E00118102,137,134
E00118103,173,163
E00118104,160,142
E00118105,179,137
E00118106,171,151
E00118114,263,234
E00118115,160,161
E00118116,152,170
E00118117,166,175
E00118118,194,181
E00118119,132,122
E00118120,175,164
E00118121,155,127
E00118122,129,123
