geocode,female,male
E01014741,783,655
E01014742,775,790
E01014744,698,644
E01014745,817,726
E01014746,729,681
E01014750,853,768
E01014751,847,780
E01014752,763,752
E01014753,920,890
E01014754,599,546
E01014755,773,613
E01014756,844,779
E01014757,746,727
E01014758,745,608
E01014759,704,692
E01014760,753,704
E01014761,846,768
E01014762,741,696
E01014763,928,896
E01014769,1196,1153
E01014770,697,657
E01014771,719,667
E01014772,696,632
E01014773,844,846
E01014774,875,815
E01014799,762,802
E01014800,720,815
E01014801,777,772
E01014802,808,741
E01014803,769,738
E01014804,717,630
E01014805,733,704
E01014806,892,751
E01014807,812,825
E01014808,739,687
E01014809,856,859
E01014810,681,631
E01014811,837,757
E01014812,730,676
E01014813,871,863
E01014815,663,677
E01014816,751,706
E01014817,785,735
E01014818,871,827
E01014819,797,734
E01014820,745,656
E01014821,652,566
E01014822,756,718
E01014823,641,651
E01014824,759,698
E01014825,617,609
E01014826,824,749
E01014827,667,692
E01014828,749,691
E01014829,967,859
E01014830,792,779
E01014831,644,609
E01014832,730,688
E01014833,771,695
E01014834,780,613
E01014835,759,655
E01014836,779,689
E01014838,737,659
E01014839,823,777
E01014840,738,652
E01014841,786,884
E01014842,740,746
E01014843,791,674
E01014844,634,599
E01014845,640,581
E01014846,788,720
E01014857,778,743
E01014858,874,847
E01014859,804,767
E01014860,744,739
E01029085,1071,986
E01029086,1102,1102
E01029089,1157,1105
E01029113,864,777
E01029114,831,705
E01029115,870,795
E01029116,811,766
E01029117,817,789
E01029118,933,862
E01029119,885,694
E01029120,805,704
E01029131,1009,1026
E01029132,760,713
E01029133,658,634
E01029134,967,901
E01029135,827,800
E01029136,983,988
E01029140,1506,1401
E01029147,860,876
E01029148,825,757
E01029149,731,747
E01029322,994,1025
E01029324,831,772
E01029329,973,807
E01029330,1071,951
E01029331,806,652
E01029333,632,545
E01029337,1079,1042
E01029341,655,636
E01032633,1075,1094
E01032636,1039,883
E01032666,580,573
E01032667,536,553
E01032668,758,738
E01032669,753,716
E01032670,846,799
E01032671,717,680
E01032672,688,642
E01032673,688,614
E01032679,651,630
W01000976,579,526
W01001004,534,552
W01001005,854,834
W01001006,1198,1179
W01001007,863,885
W01001039,823,841
W01001040,732,759
W01001059,661,659
W01001060,768,668
W01001061,1119,1025
W01001062,712,669
W01001063,879,863
W01001064,787,658
W01001065,828,767
W01001066,824,751
W01001067,747,633
W01001068,934,833
W01001069,726,733
W01001070,543,600
W01001071,790,787
W01001072,1318,1358
W01001073,1000,1001
W01001075,640,557
W01001076,765,696
W01001077,768,664
W01001078,658,605
W01001079,870,745
W01001080,818,763
W01001081,837,715
W01001082,785,715
W01001083,815,796
W01001084,835,728
W01001085,741,765
W01001086,765,726
W01001087,797,746
W01001088,979,848
W01001089,774,694
W01001090,762,708
W01001091,842,820
W01001092,893,813
W01001093,948,850
W01001094,741,592
W01001095,813,696
W01001096,707,667
W01001097,878,801
W01001098,570,501
W01001099,697,644
W01001100,778,722
W01001101,737,763
W01001102,820,725
W01001103,664,580
W01001104,1009,968
W01001106,730,693
W01001107,819,728
W01001108,819,866
W01001109,772,701
W01001110,827,743
W01001111,787,695
W01001112,736,705
W01001113,1142,1147
W01001114,803,762
W01001115,1147,1023
W01001116,1132,969
W01001117,717,699
W01001118,1213,1167
W01001119,883,848
W01001120,703,677
W01001121,764,781
W01001122,1157,1793
W01001123,835,798
W01001124,718,745
W01001125,751,720
W01001126,902,1009
W01001129,713,671
W01001130,652,627
W01001131,939,814
W01001132,720,650
W01001133,1015,1014
W01001134,608,536
W01001135,773,721
W01001136,609,556
W01001157,724,662
W01001158,745,746
W01001159,658,621
W01001160,797,797
W01001161,1141,1083
W01001162,874,844
W01001165,689,615
W01001171,655,605
W01001172,770,722
W01001173,682,686
W01001174,736,649
W01001178,880,829
W01001179,897,830
W01001182,745,734
W01001183,486,525
W01001184,1002,961
W01001185,827,798
W01001189,859,804
W01001190,1281,1250
W01001191,1260,1234
W01001192,765,726
W01001193,620,593
W01001194,1098,1067
W01001195,757,741
W01001196,788,787
W01001197,629,629
W01001198,795,761
W01001199,890,820
W01001217,601,601
W01001218,780,761
W01001219,670,662
W01001220,754,725
W01001223,813,780
W01001224,1096,1033
W01001225,807,767
W01001226,919,800
W01001227,678,656
W01001228,751,751
W01001229,684,749
W01001230,815,788
W01001231,794,746
W01001232,704,690
W01001234,750,706
W01001235,893,792
W01001236,801,715
W01001237,785,682
W01001238,899,774
W01001239,692,673
W01001240,996,949
W01001241,886,841
W01001242,682,675
W01001243,725,652
W01001244,722,642
W01001245,663,640
W01001246,717,664
W01001249,707,682
W01001250,759,699
W01001251,815,742
W01001252,776,747
W01001253,746,682
W01001255,827,771
W01001256,626,596
W01001257,649,618
W01001258,652,613
W01001262,632,724
W01001263,779,932
W01001264,879,1204
W01001277,620,591
W01001278,566,588
W01001279,634,548
W01001330,732,741
W01001331,901,884
W01001332,944,982
W01001333,845,770
W01001340,894,915
W01001341,957,850
W01001342,601,567
W01001343,603,591
W01001344,872,836
W01001345,799,738
W01001346,793,742
W01001366,856,836
W01001367,749,767
W01001368,796,757
W01001370,868,818
W01001371,765,685
W01001372,1033,910
W01001373,853,839
W01001393,673,672
W01001394,672,705
W01001395,763,692
W01001396,870,796
W01001397,872,860
W01001398,1242,1265
W01001399,664,652
W01001400,769,685
W01001407,714,702
W01001408,791,724
W01001409,877,800
W01001410,915,941
W01001411,894,815
W01001412,855,838
W01001413,959,868
W01001419,756,800
W01001420,676,629
W01001421,814,729
W01001422,806,766
W01001423,727,690
W01001424,804,693
W01001425,828,792
W01001426,683,698
W01001427,932,903
W01001572,811,772
W01001573,740,763
W01001574,738,749
W01001591,791,776
W01001600,808,776
W01001601,732,731
W01001602,795,718
W01001603,688,700
W01001604,749,717
W01001605,642,726
W01001606,675,602
W01001607,761,662
W01001608,776,768
W01001609,808,659
W01001610,639,662
W01001611,691,628
W01001612,760,799
W01001613,799,755
W01001614,789,707
W01001615,793,738
W01001616,730,706
W01001617,663,626
W01001618,574,549
W01001619,715,671
W01001620,626,540
W01001621,723,645
W01001622,661,613
W01001623,788,703
W01001624,678,597
W01001625,644,635
W01001626,682,712
W01001629,731,664
W01001630,748,714
W01001631,745,678
W01001632,718,659
W01001633,800,735
W01001634,823,706
W01001635,698,650
W01001636,953,944
W01001637,887,837
W01001638,606,584
W01001639,991,920
W01001641,686,682
W01001642,881,810
W01001643,770,716
W01001644,1333,1348
W01001645,704,659
W01001646,1088,1032
W01001647,766,717
W01001648,799,730
W01001649,725,747
W01001650,765,724
W01001652,948,825
W01001653,746,703
W01001654,839,790
W01001655,835,786
W01001657,744,721
W01001658,994,891
W01001659,869,934
W01001660,800,769
W01001661,1270,1329
W01001662,688,659
W01001663,825,675
W01001664,726,699
W01001665,879,782
W01001666,794,683
W01001667,712,635
W01001668,564,576
W01001669,672,678
W01001670,1183,1202
W01001671,901,823
W01001672,924,837
W01001673,724,725
W01001674,772,717
W01001675,771,779
W01001676,810,843
W01001677,751,710
W01001678,780,829
W01001679,589,566
W01001680,631,616
W01001681,673,642
W01001682,706,601
W01001683,571,533
W01001684,713,696
W01001685,790,862
W01001686,721,671
W01001687,784,945
W01001688,1371,1277
W01001689,972,801
W01001690,1116,1100
W01001691,742,737
W01001692,930,1058
W01001693,769,1012
W01001694,906,1055
W01001695,1375,1868
W01001696,775,778
W01001697,828,818
W01001698,895,1073
W01001699,1030,1168
W01001702,971,879
W01001703,644,622
W01001704,867,685
W01001705,935,841
W01001706,650,594
W01001707,1078,990
W01001708,798,764
W01001709,959,939
W01001710,779,818
W01001711,852,780
W01001712,822,684
W01001713,831,893
W01001714,796,726
W01001715,772,799
W01001716,651,623
W01001717,835,745
W01001718,793,887
W01001719,1063,1001
W01001720,970,922
W01001721,1570,1336
W01001722,805,766
W01001724,1075,909
W01001725,1073,1141
W01001726,875,840
W01001727,601,539
W01001728,739,739
W01001729,1145,1058
W01001730,782,707
W01001731,747,699
W01001732,817,774
W01001733,1004,1073
W01001734,790,736
W01001735,875,749
W01001736,739,656
W01001737,844,741
W01001738,756,665
W01001739,712,649
W01001740,806,715
W01001741,905,714
W01001742,840,675
W01001743,730,694
W01001744,839,753
W01001745,699,656
W01001746,834,708
W01001747,853,771
W01001748,819,750
W01001749,761,727
W01001750,874,776
W01001751,850,811
W01001752,821,804
W01001753,897,756
W01001754,900,811
W01001755,698,734
W01001756,2131,1678
W01001757,763,730
W01001758,1140,916
W01001759,794,794
W01001760,886,807
W01001761,847,943
W01001762,880,865
W01001764,954,1039
W01001765,671,747
W01001766,817,846
W01001767,799,859
W01001768,815,876
W01001769,804,798
W01001770,553,554
W01001771,826,819
W01001772,746,667
W01001773,1290,1234
W01001774,706,693
W01001775,813,779
W01001776,699,648
W01001777,758,738
W01001778,943,930
W01001779,742,703
W01001780,960,790
W01001781,887,849
W01001782,731,706
W01001783,665,603
W01001784,703,658
W01001785,659,524
W01001786,800,755
W01001787,733,728
W01001788,705,726
W01001789,798,729
W01001790,648,539
W01001791,851,774
W01001792,864,837
W01001793,733,694
W01001794,767,653
W01001795,801,746
W01001796,783,708
W01001797,734,705
W01001798,784,697
W01001799,675,604
W01001800,830,735
W01001802,842,746
W01001803,839,734
W01001804,780,786
W01001805,764,726
W01001806,834,808
W01001807,859,708
W01001808,895,739
W01001809,668,641
W01001810,871,807
W01001811,797,706
W01001812,684,608
W01001813,778,741
W01001814,738,683
W01001815,710,643
W01001816,1398,1227
W01001817,741,665
W01001818,788,740
W01001819,1192,1095
W01001820,598,598
W01001821,1019,818
W01001822,890,757
W01001823,686,648
W01001824,770,796
W01001825,892,883
W01001826,718,635
W01001827,865,745
W01001828,788,747
W01001829,801,1006
W01001830,720,918
W01001831,783,782
W01001832,715,1072
W01001833,769,857
W01001834,790,817
W01001835,721,901
W01001836,756,843
W01001837,697,827
W01001838,874,908
W01001839,822,787
W01001840,882,870
W01001841,1056,969
W01001842,895,853
W01001843,1097,1070
W01001844,1082,946
W01001846,876,851
W01001847,776,759
W01001848,743,704
W01001849,821,737
W01001850,1001,930
W01001851,755,727
W01001852,969,848
W01001853,828,734
W01001854,861,711
W01001855,876,923
W01001856,779,1073
W01001857,878,978
W01001858,869,825
W01001859,705,716
W01001860,857,850
W01001861,835,874
W01001862,757,976
W01001863,804,760
W01001864,782,723
W01001865,685,636
W01001866,809,701
W01001867,767,662
W01001868,818,680
W01001869,729,666
W01001870,692,685
W01001871,853,741
W01001872,756,769
W01001873,859,840
W01001874,732,697
W01001875,1388,1307
W01001876,791,756
W01001877,871,839
W01001878,864,710
W01001879,1028,876
W01001880,863,691
W01001881,770,668
W01001882,931,893
W01001883,846,754
W01001884,782,592
W01001885,1079,938
W01001886,627,572
W01001887,794,779
W01001888,862,824
W01001889,786,760
W01001890,852,758
W01001891,896,763
W01001892,756,681
W01001893,991,880
W01001894,822,767
W01001895,796,838
W01001896,811,722
W01001910,814,842
W01001911,604,591
W01001912,741,739
W01001913,687,753
W01001914,912,929
W01001915,902,872
W01001916,784,745
W01001917,756,751
W01001922,868,1108
W01001939,379,641
W01001940,468,643
W01001941,420,679
W01001942,644,711
W01001943,490,608
W01001944,447,580
W01001945,543,760
W01001946,637,702
W01001947,753,751
W01001948,836,782
W01001949,672,609
W01001950,477,605
W01001951,434,582
W01001952,594,644
W01001953,768,731
W01001954,787,750
