geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E00025638,61,1,13,45,0
E00025640,122,1,7,0,2
E00025642,60,5,8,54,0
E00025644,42,2,6,78,0
E00025646,112,2,8,2,0
E00025647,61,1,14,58,8
E00025648,69,7,36,75,1
E00025660,94,3,4,5,0
E00025661,68,0,6,45,0
E00025663,83,3,44,61,0
E00025665,112,4,55,48,1
E00025667,88,0,14,3,2
E00025669,37,1,8,77,0
E00025670,64,1,19,49,0
E00025672,49,4,8,83,0
E00025673,55,0,16,72,0
E00025674,33,2,15,96,0
E00025675,56,3,10,55,0
E00025676,55,1,20,54,0
E00025678,84,4,18,40,0
E00025680,49,3,103,1,0
E00025681,25,5,7,75,0
E00025682,18,4,9,100,0
E00025684,58,2,13,87,0
E00025685,77,0,43,1,0
E00025687,52,0,11,57,1
E00025688,45,2,18,52,0
E00025689,56,2,11,61,0
E00025690,57,3,11,44,0
E00025691,58,0,92,3,0
E00025692,28,1,80,51,1
E00025693,48,0,76,5,1
E00025694,56,5,10,68,1
E00025695,19,1,106,0,0
E00025696,128,0,31,2,0
E00025697,118,2,22,6,0
E00025698,67,1,7,43,9
E00025699,54,3,127,6,0
E00025700,34,0,97,3,0
E00025701,42,1,126,2,0
E00025702,40,2,10,76,1
E00025703,86,0,19,5,0
E00025704,39,1,98,8,0
E00025705,64,1,82,6,0
E00025706,57,1,72,8,1
E00025707,11,1,112,0,0
E00025708,26,1,130,4,1
E00025709,59,0,87,4,0
E00025710,25,4,7,86,1
E00025711,65,3,9,36,2
E00025712,64,3,16,43,1
E00025713,33,1,12,69,0
E00025714,41,2,9,86,0
E00025715,61,0,67,0,0
E00025716,59,0,76,2,1
E00025717,56,2,11,59,0
E00025718,45,10,9,61,0
E00025719,132,4,79,4,0
E00025720,44,1,66,89,0
E00025721,47,2,6,81,0
E00025722,47,3,5,59,1
E00025723,24,1,2,123,1
E00025724,68,4,19,46,2
E00025725,62,5,45,90,0
E00025726,15,2,10,112,0
E00025728,27,1,17,104,1
E00025729,36,3,3,87,3
E00025731,51,1,11,67,0
E00025732,26,1,12,94,0
E00025733,56,3,67,65,0
E00025734,34,1,21,89,0
E00025735,50,1,29,83,0
E00025736,28,1,51,104,4
E00025737,30,3,11,90,1
E00025738,48,3,11,73,0
E00025739,34,1,22,92,0
E00025740,36,2,13,83,0
E00025741,22,2,5,125,0
E00025742,24,1,3,99,0
E00025743,33,0,8,91,0
E00025744,24,1,9,97,0
E00025745,45,8,28,88,1
E00025746,12,3,9,101,0
E00025747,29,2,11,87,0
E00025748,15,5,9,140,0
E00025749,22,2,4,100,0
E00025750,36,3,6,66,0
E00025751,15,0,5,102,0
E00025752,20,5,8,66,0
E00025753,31,3,9,92,0
E00025754,19,7,10,102,0
E00025757,7,5,7,103,1
E00025869,120,2,14,10,0
E00025889,49,1,2,70,0
E00025890,29,3,9,75,0
E00025891,119,0,10,9,2
E00025894,30,1,6,80,0
E00025895,42,1,25,83,0
E00025901,53,1,10,59,0
