geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E01011296,4,49,585,29,50,8,3,5,27
E01011297,11,35,633,27,69,2,2,0,50
E01011298,9,37,521,22,27,4,4,0,129
E01011300,6,86,490,57,12,5,3,1,18
E01011301,3,65,569,30,24,13,1,1,32
E01011302,2,54,530,28,39,6,3,3,24
E01011303,1,63,407,46,13,6,1,1,20
E01011304,8,88,547,45,32,7,2,0,28
E01011305,4,77,671,28,29,6,2,1,24
E01011306,11,56,564,30,22,7,1,0,28
E01011307,7,99,501,47,20,3,1,0,5
E01011308,10,75,520,32,22,8,3,2,18
E01011309,6,31,574,31,71,4,2,1,19
E01011392,7,65,528,27,29,2,1,2,21
E01011396,13,86,579,112,39,7,2,2,100
E01011397,10,41,567,58,26,1,6,3,108
E01011398,6,25,530,38,30,10,3,0,89
E01011399,6,66,493,64,34,4,1,0,52
E01011400,11,27,418,100,27,2,7,1,91
E01011401,8,35,533,48,24,3,0,2,121
E01011402,13,52,581,80,47,3,3,2,36
E01011403,8,22,386,54,17,4,1,4,45
E01011404,5,18,506,37,23,7,1,1,101
E01011405,3,36,442,44,34,1,1,0,46
E01011697,17,30,479,131,57,6,5,0,6
E01011698,25,25,516,113,57,2,5,3,3
E01011699,13,18,556,50,42,2,1,2,11
E01011700,5,20,405,92,29,2,3,0,1
E01011701,10,21,482,80,39,3,1,0,7
E01011702,3,9,454,28,52,2,4,1,8
E01011703,2,17,420,33,67,1,1,0,6
E01011704,15,51,548,182,39,6,7,2,3
E01011705,18,38,388,141,19,4,2,1,2
E01011707,8,27,503,43,36,2,2,1,7
E01011709,15,25,522,44,67,2,4,0,4
E01011710,12,33,640,26,56,2,5,0,9
E01011711,7,24,506,46,66,2,3,1,11
E01011712,11,31,579,25,69,2,1,2,14
E01013018,27,7,717,61,64,6,12,1,16
E01013020,12,8,807,51,104,4,6,0,22
E01013021,30,8,592,51,42,6,6,0,24
E01013022,12,21,771,68,132,5,6,0,23
E01013023,16,13,680,47,174,6,10,0,10
E01013024,28,18,777,60,72,5,1,0,11
E01013026,30,10,692,30,61,5,6,1,14
E01013052,26,25,599,105,68,8,10,0,4
E01013053,21,14,422,76,51,3,1,0,6
E01013054,25,38,768,141,50,9,5,0,3
E01013055,41,30,510,107,48,5,5,2,3
E01013056,39,37,534,144,40,4,6,1,6
E01013057,10,21,629,51,75,2,1,0,8
E01013058,10,25,522,54,56,3,3,0,7
E01013059,10,38,675,46,86,5,4,0,10
E01013060,21,42,713,70,50,6,5,0,13
E01013061,29,45,618,63,34,9,2,0,7
E01013119,8,7,546,75,134,3,12,1,6
E01013122,6,14,611,37,138,2,7,0,13
E01013126,5,21,664,122,108,5,9,0,4
E01013127,4,7,607,58,104,2,4,1,8
E01013335,91,72,404,87,21,9,5,6,8
E01013336,104,65,422,101,26,13,5,4,12
E01013337,115,55,595,70,39,18,3,0,18
E01013338,154,83,751,119,37,23,1,8,27
E01013339,107,47,508,67,26,14,6,1,15
E01013340,65,31,399,32,62,4,2,1,15
