geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E02001327,1270,38,271,1293,11
E02001328,3300,26,402,325,37
E02001329,1492,62,404,1458,6
E02001330,2219,36,557,831,8
E02001331,2402,81,474,1290,13
E02001332,1188,43,214,1586,29
E02001334,792,55,130,1488,3
E02001336,1099,61,271,1530,2
E02001337,1564,25,226,571,17
E02001338,1493,33,382,556,2
E02001340,3209,16,301,111,4
E02001341,1715,57,327,913,21
E02001342,2604,25,184,40,21
E02001343,2558,29,216,70,5
E02001344,1419,36,138,628,10
E02001345,2023,12,151,64,52
E02001346,1688,30,265,1075,27
E02001347,1875,44,355,920,10
E02001348,2156,38,769,182,3
E02001349,2382,35,774,226,5
E02001350,1499,70,475,1344,29
E02001351,1494,43,464,1511,3
E02001352,1259,46,815,924,2
E02001353,2368,18,332,195,46
E02001354,1616,54,357,1276,9
E02001355,1583,39,744,726,16
E02001356,749,23,250,1338,4
E02001357,1191,45,209,1409,4
E02001358,1546,39,1186,672,7
E02001359,1690,33,231,368,6
E02001360,1276,52,799,1977,26
E02001361,1744,53,531,1045,15
E02001362,2071,48,248,781,13
E02001363,1404,49,514,1504,10
E02001364,772,41,641,1066,12
E02001365,1870,62,1612,505,10
E02001366,2162,43,1163,680,33
E02001367,3008,56,530,343,2
E02001368,634,59,367,1810,48
E02001369,1003,61,786,2000,27
E02001370,609,60,587,1882,15
E02001371,1500,34,343,1195,4
E02001372,1550,30,332,794,22
E02001373,2252,65,971,795,6
E02001374,1205,68,1636,1177,19
E02001375,1930,53,573,641,5
E02001376,1165,81,1493,1034,16
E02001377,772,60,1658,1551,22
E02001378,1862,57,682,936,20
E02001380,2556,23,356,172,10
E02001381,1675,50,1604,971,12
E02001382,2437,22,246,75,2
E02001383,329,49,1400,2425,57
E02001384,1295,36,1953,618,39
E02001385,489,72,893,2147,30
E02001386,1437,79,213,1771,72
E02001387,2645,34,421,59,3
E02001388,1784,31,1934,410,11
E02001389,567,44,1740,1358,31
E02001390,839,91,637,2462,65
E02001391,1193,25,210,1021,32
E02001392,2156,28,273,86,13
E02001393,2574,21,194,53,3
E02001394,1787,41,1359,1091,12
