geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E02001682,831,894,761,914,1240,1066,1012,412,723
E02001683,931,1023,950,1118,1479,1334,1142,413,744
E02001684,775,697,1154,946,939,883,653,284,536
E02001685,1064,1041,1232,1136,1176,857,796,309,645
E02001686,650,728,734,845,1093,1013,943,397,696
E02001688,947,688,1535,1445,1023,782,639,261,406
E02001689,1137,1215,1439,1149,987,850,705,250,511
E02001690,891,825,948,1011,1181,958,838,363,564
E02001691,1060,837,1645,1537,1085,855,603,245,460
E02001692,903,845,935,890,997,746,532,236,330
E02001693,629,581,692,702,797,732,627,284,569
E02001694,660,795,780,774,1046,953,739,261,557
E02001695,724,721,708,841,1000,965,703,244,439
E02001696,1173,1201,1087,1117,1275,1214,1003,366,963
E02001697,845,816,843,1042,1307,1058,832,348,732
E02001698,596,744,506,661,986,1028,1295,520,936
E02001699,698,826,858,778,1019,1010,791,334,666
E02001700,1178,1168,1124,1332,1736,1434,1361,477,796
E02001701,545,660,524,694,1081,873,889,356,698
E02001702,1073,1063,982,916,1200,1058,803,359,601
E02001703,523,705,426,547,910,773,861,350,607
E02001704,632,919,776,871,1158,804,797,493,706
E02001705,757,776,796,845,1028,1012,880,310,641
E02001706,753,815,770,837,963,857,793,326,539
E02001707,909,1005,923,948,1308,1043,1028,416,787
E02001708,1169,1083,1121,1433,1405,1423,1165,321,615
E02001709,1335,1194,884,1384,1645,1367,1077,393,958
E02001710,1180,1275,1327,1259,1366,1245,939,355,880
E02001711,1299,1296,1221,1159,1396,1192,888,395,857
E02001712,1023,1171,1783,1374,1336,1177,921,333,806
E02001713,1229,1241,1292,1360,1651,1398,1020,396,905
E02001714,1142,1245,1249,1296,1496,1416,941,258,774
E02001715,1739,1471,1596,1605,1588,1338,950,324,712
E02001718,695,798,657,693,726,733,678,234,441
E02001719,916,1311,1565,1089,1278,1197,892,356,735
E02001720,287,1146,5646,546,569,611,441,141,339
E02001721,1115,1114,1234,1202,1520,1337,1292,488,959
E02001722,1171,1229,1128,1010,1383,1170,990,508,1078
E02001723,926,852,988,940,789,714,496,226,437
E02001724,267,926,5029,822,636,532,457,141,401
E02001725,545,1073,4759,1380,803,657,495,176,448
E02001726,1514,1990,1710,1433,1588,1363,982,382,877
E02001727,817,1056,1107,903,1354,1241,933,357,762
E02001728,1202,1196,1239,1233,1393,1241,1124,398,708
E02001729,1526,1994,3831,1890,1144,811,498,171,431
E02001730,507,2390,5867,1271,905,784,611,209,382
E02001731,838,2145,4583,1577,1112,796,556,206,468
E02001732,711,601,657,582,696,681,543,195,365
E02001733,1438,1488,2097,1597,1659,1453,1051,451,651
E02001734,1087,1041,1065,963,1031,963,736,250,527
E02001735,1057,941,924,763,872,767,597,240,453
E02001736,2173,1714,2405,2190,1507,1192,904,296,609
E02001737,765,775,984,756,846,677,538,224,489
E02001738,442,618,347,401,797,795,1028,416,781
E02001739,799,894,834,934,1152,1046,1001,318,530
E02001740,727,779,361,644,974,877,736,266,425
E02001741,690,611,608,772,932,929,1014,436,975
E02001742,639,774,406,733,1057,836,758,277,557
E02001743,880,815,880,1153,1288,1100,780,227,446
E02001744,810,692,700,928,993,881,687,282,558
E02001745,808,750,802,929,970,796,744,224,334
E02001746,1002,1066,765,1090,1375,1060,889,350,737
E02001747,529,613,467,665,895,850,888,395,878
E02001748,1105,775,960,1369,1119,816,645,225,518
E02001749,622,665,697,837,888,886,785,287,494
E02001750,589,872,530,676,1121,932,839,340,737
