geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E01013788,362,252,319,432,402,267,305,112,195
E01013789,131,157,103,131,197,233,269,71,112
E01013790,109,151,472,359,308,278,221,50,116
E01013791,112,149,56,110,153,134,184,82,165
E01013792,184,202,80,147,274,225,269,97,206
E01013794,110,130,68,100,215,212,249,79,111
E01013795,65,112,74,69,176,195,201,72,154
E01013796,170,198,384,260,192,152,163,74,105
E01013797,197,177,148,166,271,247,241,94,134
E01013804,143,192,126,157,230,241,229,81,145
E01013805,145,199,110,142,190,184,180,62,124
E01015589,186,221,85,146,289,239,257,92,139
E01015590,131,143,64,107,193,185,169,83,147
E01015591,161,199,162,190,181,240,209,52,85
E01015592,234,183,188,248,187,182,184,52,71
E01015593,233,198,241,223,155,161,126,40,53
E01015594,242,229,290,308,225,197,178,63,90
E01015595,200,182,185,209,227,149,160,59,88
E01015596,272,272,258,255,213,168,115,41,61
E01015597,254,273,231,245,231,157,101,28,53
E01015598,129,169,141,147,225,253,246,73,115
E01015599,272,249,423,347,212,166,85,27,100
E01015600,337,256,375,315,211,145,67,43,126
E01015601,401,396,397,307,238,173,55,29,59
E01015602,210,188,508,359,252,182,93,31,124
E01015603,399,324,438,439,287,153,101,38,113
E01015604,396,359,380,340,210,155,48,23,52
E01015605,231,230,226,207,192,171,143,59,171
E01015606,206,202,247,204,279,211,177,70,129
E01015607,205,154,237,217,162,131,119,46,136
E01015608,219,187,239,214,201,178,131,53,137
E01015609,337,291,330,269,220,141,95,29,23
E01015610,227,205,235,236,203,167,118,47,126
E01015611,290,207,414,298,251,194,183,90,170
E01015612,308,243,422,407,270,203,135,53,142
E01015613,276,158,284,270,169,143,141,40,68
E01015614,302,177,320,365,238,200,120,35,42
E01015615,225,190,225,202,202,170,156,55,189
E01015616,307,280,301,265,236,167,100,41,82
E01015617,165,128,139,186,200,179,180,58,82
E01015618,107,151,95,116,162,155,149,56,93
E01015619,238,289,272,292,274,226,215,65,162
E01015620,214,205,133,193,297,224,242,72,124
E01015621,251,177,418,394,267,183,122,39,124
E01015622,291,196,518,507,330,219,133,45,122
E01015623,213,179,248,267,275,202,147,52,130
E01015624,197,164,277,293,255,194,121,34,92
E01015626,326,163,364,281,213,77,40,12,9
E01015627,177,198,113,180,290,245,264,76,197
E01015628,243,215,609,380,344,222,165,40,50
E01015629,182,269,123,128,330,257,235,79,137
E01015630,164,201,154,178,277,235,173,65,92
