geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E02003352,37,20,2165,116,308,22,19,13,169
E02003353,68,48,3793,324,462,31,39,14,221
E02003354,75,65,4367,293,414,38,30,13,283
E02003355,115,52,2350,441,127,21,12,18,134
E02003357,129,129,3334,462,168,45,30,24,357
E02003358,148,113,3274,611,202,32,23,28,314
E02003359,78,92,3212,157,144,36,16,18,241
E02003360,161,188,3937,355,214,46,17,23,199
E02003361,106,133,3174,299,159,37,18,23,174
E02003362,95,169,2931,224,146,38,8,11,120
E02003363,82,15,2189,368,252,27,16,3,196
E02003364,74,63,3121,253,181,42,18,3,105
E02003365,69,48,2786,209,260,19,13,7,175
E02003366,109,66,2831,861,361,32,119,3,173
E02003367,30,24,2317,301,347,16,36,4,121
E02003369,56,22,1860,212,382,7,23,4,395
E02003370,69,207,2467,160,260,27,19,4,286
E02003371,61,272,2358,163,175,14,11,1,136
E02003372,83,413,2944,209,187,21,15,3,146
E02003373,96,51,3102,368,482,13,31,10,173
E02003374,52,407,2406,144,143,32,7,2,96
E02003375,67,85,2268,242,241,26,17,3,187
E02003377,77,95,3534,434,577,36,25,9,340
E02003378,181,91,2477,700,256,22,24,19,193
E02003379,181,160,2561,559,167,19,19,24,100
E02003380,196,140,3655,284,185,40,14,12,105
E02003381,39,118,2459,138,251,20,21,0,118
E02003382,131,154,2903,326,176,27,18,7,140
E02003383,142,95,2964,275,228,42,14,9,203
E02003385,144,235,2631,770,236,18,24,17,236
E02003386,201,142,2493,771,263,27,13,14,244
E02003387,156,127,3327,432,375,26,25,17,218
E02003388,45,38,2070,157,299,20,20,5,186
E02003389,123,308,2728,251,275,34,17,5,235
E02003390,142,188,2328,213,424,22,19,5,406
E02003391,168,267,2274,577,334,27,17,13,490
E02003392,220,346,2240,810,234,18,11,14,648
E02003393,122,397,2936,247,203,33,9,9,286
E02003394,110,553,2117,309,96,27,21,8,250
E02003395,208,733,2199,1221,167,29,37,23,712
E02003396,208,668,2824,713,218,25,32,18,445
E02003397,78,455,2308,277,131,33,12,8,116
E02003398,357,712,2079,1591,187,29,52,31,609
E02003399,244,806,2351,2066,282,26,46,27,1455
E02003400,279,424,1656,1160,230,15,27,22,380
E02003401,191,476,2352,702,202,17,33,7,471
E02003402,273,515,1970,1628,225,22,21,15,697
E02003403,148,519,2477,420,145,33,26,10,203
E02003404,160,346,1456,489,150,15,15,20,182
E02003405,183,580,2618,713,120,37,29,14,243
E02003406,109,518,2301,276,98,30,27,23,97
E02003421,47,24,1917,208,230,20,16,13,216
E02003422,84,40,3854,371,777,24,43,10,574
E02003423,84,71,1989,333,169,26,18,29,212
E02003424,67,46,2716,330,466,23,32,10,500
E02003425,151,125,3191,1000,367,37,41,32,794
E02003426,89,40,3404,346,461,28,27,6,514
E02003427,112,61,2489,519,185,19,19,29,371
E02003428,79,109,3686,247,306,49,25,25,282
E02003429,66,37,2845,167,491,33,28,6,252
E02003439,45,17,1691,198,373,16,20,4,273
E02003440,87,42,3131,190,411,21,16,5,786
E02003441,121,171,2724,253,300,34,19,11,214
E02003442,80,202,3039,145,289,27,13,4,266
E02003443,123,212,1902,206,135,18,19,7,80
E02003444,199,261,2822,303,260,33,23,30,353
E02003445,185,274,3161,289,230,43,15,5,259
E02003446,168,256,3023,333,300,29,19,11,257
E02003447,97,112,3660,241,333,34,21,7,503
E02003448,67,38,2642,213,375,18,24,6,318
E02003449,110,306,3478,231,241,37,20,10,183
E02003450,125,417,4225,386,388,42,24,12,283
E02003451,80,58,2486,553,291,25,31,6,414
E02003452,58,42,2471,178,291,12,12,5,220
E02003453,58,40,2591,170,346,18,20,2,284
E02003454,76,39,2653,337,331,24,19,7,435
E02003455,56,87,2838,115,356,17,17,4,165
E02003456,153,58,2462,505,300,24,29,6,125
E02003457,58,35,3888,174,548,21,26,4,330
E02003458,63,24,2988,210,417,34,28,4,217
E02003712,34,170,2779,359,221,47,19,12,116
E02003713,23,51,2260,119,254,31,15,9,138
E02003715,37,95,2405,175,392,25,26,2,190
E02003716,29,31,1975,162,283,18,10,5,229
E02003717,88,69,2938,494,402,24,15,5,229
E02003718,64,50,1922,378,278,22,15,4,193
E02004675,192,131,2897,417,149,25,12,3,68
E02004676,136,106,3301,240,323,39,23,7,140
E02004677,50,45,2620,226,491,19,26,5,195
E02004678,79,87,2895,274,387,27,25,4,166
E02004679,52,52,3205,205,429,21,26,6,415
E02004680,57,162,3290,193,279,22,15,6,259
E02004681,147,464,4077,729,157,51,32,23,205
E02004682,104,208,3213,477,282,28,24,11,258
E02004683,92,172,2025,773,124,20,9,12,243
E02004684,131,307,3559,514,182,21,15,18,209
E02004685,107,271,2286,896,146,30,18,16,375
E02004686,117,290,2470,1100,180,14,26,26,431
E02004687,100,270,2556,296,120,28,13,18,109
E02004688,106,272,2528,487,89,27,25,27,105
E02004689,28,88,2115,107,252,16,11,6,135
E02004690,124,173,3260,444,201,29,15,22,166
E02004691,58,69,2732,235,444,23,42,8,302
E02004692,52,87,2936,141,289,13,9,9,150
E02004693,81,249,2990,300,97,27,21,10,128
E02004694,27,76,2396,393,323,26,15,1,253
E02004695,63,156,4242,143,343,40,26,10,295
E02004696,27,88,2176,231,351,14,28,2,268
E02004751,77,74,3368,218,305,32,22,8,162
E02004752,56,62,3805,230,353,25,21,9,189
E02004753,90,121,4264,259,373,47,26,5,240
E02004754,45,16,2057,230,317,15,21,9,264
E02004755,86,74,4517,449,461,41,37,14,780
E02004756,55,30,3120,348,418,25,33,7,454
E02004757,96,17,2737,238,377,25,25,5,404
E02004758,81,49,2743,249,379,21,25,5,333
E02004759,86,44,3161,219,324,35,17,9,257
E02004760,60,33,3062,154,338,40,32,8,284
E02004761,271,44,1928,944,302,17,19,5,181
E02004802,80,207,2512,243,90,32,21,16,179
E02004803,112,289,2520,371,85,42,24,18,193
