geocode,employee,inactive,self-employed,student,unemployed
E02001882,2430,2085,409,185,484
E02001883,2757,2016,256,118,531
E02001884,1671,2559,446,217,545
E02001886,3216,2077,561,391,453
E02001888,2123,1445,223,142,353
E02001889,1597,2430,432,226,514
E02001890,3581,2451,782,619,432
E02001892,2639,2676,411,180,680
E02001893,2869,1848,448,155,349
E02001895,2536,1936,282,150,401
E02001896,1782,2837,474,274,534
E02001897,1572,2458,250,229,604
E02001898,2691,1286,354,138,200
E02001899,3160,1549,704,151,192
E02001900,1790,2252,370,453,324
E02001901,3765,1412,558,190,230
E02001902,2562,1179,312,111,212
E02001903,1362,2541,300,222,465
E02001904,2246,1680,320,164,380
E02001905,2313,4183,537,1104,164
E02001906,3601,1972,512,176,362
E02001907,3911,2041,516,172,364
E02001908,1647,2919,411,244,499
E02001909,1553,2563,341,198,520
E02001910,1604,2137,276,188,424
E02001911,2596,1900,247,166,504
E02001913,2160,2454,339,389,275
E02001914,2052,1818,518,185,289
E02001915,4647,2411,606,248,523
E02001916,2590,2092,390,149,451
E02001918,3346,2110,774,219,527
E02001919,2315,1724,561,125,344
E02001920,2606,1873,241,148,470
E02001921,2749,1908,324,180,386
E02001922,1058,8021,125,2534,183
E02001923,2901,2826,682,254,436
E02001924,2216,1475,369,163,281
E02001925,2317,1758,332,310,227
E02001926,2461,2075,391,429,260
E02001927,2708,1743,264,151,446
E02001928,2590,1659,261,142,334
E02001929,3137,2347,383,201,533
E02001930,3359,1464,568,169,303
E02001931,2732,1882,589,173,248
E02001932,2286,1604,234,269,379
E02001933,2941,1667,387,166,316
E02001934,2450,1514,460,158,226
E02001935,2719,1749,349,166,301
E02001936,2346,1487,414,138,203
E02001937,2635,1993,346,127,412
E02001938,3490,1448,402,214,255
E02001939,1962,1644,237,114,321
E02001941,2062,1497,239,134,330
E02001942,2645,1400,344,138,298
E02001943,2501,1323,376,120,259
E02001944,3380,1642,405,160,311
E02001945,2745,1799,253,169,486
E02001946,3197,1525,436,136,267
E02001947,1788,1691,172,120,488
E02001948,3108,1419,393,171,284
E02001949,2156,1219,261,118,300
E02001950,3560,1772,416,151,285
E02001951,2764,2274,230,126,532
E02001952,2977,2131,304,184,573
E02001953,2708,1666,407,122,256
E02001954,2425,2129,263,134,490
E02001955,2443,1342,285,115,330
E02001956,2669,1200,335,142,264
E02001957,3372,1648,351,142,272
E02001958,3056,1644,336,164,288
E02001959,2496,1276,309,154,191
E02001961,2544,1875,244,176,467
E02001962,1954,1341,214,152,343
E02001963,2427,1158,318,125,169
E02001964,2173,2118,241,214,548
E02001965,3504,1537,360,213,254
E02001966,1739,1903,331,210,401
E02001967,2303,1410,480,135,132
E02001968,2753,1492,331,185,273
E02001969,2350,1407,258,162,332
E02001970,2113,1249,211,123,169
E02001971,2431,1089,301,168,175
E02001972,2444,2911,381,387,713
E02001973,2985,1885,320,303,442
E02001974,4048,1636,566,241,240
E02001975,3352,1390,377,236,218
E02001976,2905,1587,280,147,289
E02001977,3173,2471,363,559,468
E02001978,2673,1252,326,250,256
E02001979,2363,1115,262,148,112
E02001980,2489,1416,336,134,114
E02001981,2628,4052,334,1051,681
E02001982,3167,1352,355,175,168
E02001983,3250,1473,394,251,236
E02001984,3682,1807,427,334,286
E02001985,2121,3152,212,1379,356
E02001986,2731,1914,268,168,446
E02001987,2176,1886,276,392,209
E02001988,2089,3864,269,1034,373
E02001989,2385,1212,300,144,153
E02001990,4133,1741,500,213,213
E02001991,3329,2053,642,358,167
E02001992,3394,2159,295,273,512
E02001993,2415,1836,372,231,302
E02001994,3152,1837,434,216,237
E02001995,2744,1441,291,213,229
E02001996,2130,1762,173,177,554
E02001997,3264,1818,527,178,162
E02001998,2351,1193,378,162,110
E02001999,1998,4594,464,710,141
E02002021,2803,1754,296,99,522
E02002022,3404,1642,404,127,395
E02002023,2319,1178,293,96,157
E02002024,3357,1802,454,141,320
E02002025,3180,1767,458,135,315
E02002026,3187,1463,417,153,187
E02002027,2858,886,426,130,109
E02002028,2142,1302,412,97,163
E02002029,2305,1285,340,135,131
E02002030,2541,1432,316,111,242
E02002031,2424,1282,388,118,284
E02002032,3758,2261,477,176,436
E02002033,3059,1618,406,160,204
E02002034,3299,1644,560,156,325
E02002035,2485,1287,418,128,126
E02002036,2099,1782,359,98,404
E02002037,2288,1326,396,115,198
E02002038,3691,2245,492,159,411
E02002039,2246,1453,493,105,179
E02002040,2192,1392,491,105,106
E02002041,2082,1562,423,103,165
E02002042,3235,1677,555,152,190
E02002074,2932,1879,334,154,380
E02002075,3237,1998,402,180,341
E02002076,4760,1783,570,222,446
E02002077,3857,2344,437,163,520
E02002078,2478,1283,364,140,192
E02002079,3016,1733,346,171,310
E02002080,2407,1565,330,136,300
E02002086,1848,1477,164,97,375
E02002087,2133,1530,164,100,376
E02002088,3335,2288,280,169,622
E02002089,3139,1752,484,148,274
E02002090,2483,1075,346,126,152
E02002091,2802,1480,407,150,206
E02002092,2765,1527,405,156,189
E02002093,2523,1412,419,138,188
E02002094,2327,1116,477,107,132
E02002095,3617,1687,631,174,195
E02002096,3677,2065,706,181,228
E02002097,2531,1381,693,101,132
E02002098,3627,1855,553,229,211
E02002099,2368,1357,579,152,117
E02002101,2394,1252,347,136,158
E02002102,3420,1637,622,187,217
E02002103,2468,1247,406,134,107
E02002104,2709,1158,490,141,115
E02002105,3046,1565,711,180,110
E02002106,3371,2062,818,156,128
E02002107,2631,1116,435,146,116
E02002108,3666,1878,862,207,135
E02002109,4202,1559,911,172,187
E02002905,1957,1332,1000,80,92
E02002906,2130,1187,383,105,180
E02002907,2219,1347,495,94,177
E02002908,2663,1982,1385,113,142
E02002909,3503,2313,1390,172,227
E02002911,3319,2016,959,183,186
