geocode,asian,black,mixed,other,white
E01008292,61,3,7,2,1269
E01008293,54,19,17,61,1296
E01008294,93,7,15,71,1331
E01008295,89,61,13,1,1424
E01008296,15,10,5,2,1377
E01008297,73,15,14,14,1281
E01008298,44,11,21,4,1427
E01008299,43,2,16,0,1281
E01008300,143,40,29,17,1443
E01008303,77,54,35,22,1789
E01008306,20,1,17,16,1582
E01008307,7,1,7,2,1012
E01008308,62,3,26,9,1295
E01008309,60,10,9,8,1742
E01008311,120,7,22,63,1465
E01008312,80,16,14,139,1015
E01008313,103,7,14,53,1040
E01008314,171,20,23,6,1275
E01008315,131,10,15,12,1388
E01008316,121,2,18,9,1459
E01008317,181,7,24,16,1301
E01008318,126,7,21,16,1235
E01008319,353,14,18,17,1468
E01008320,98,5,9,1,1349
E01008321,240,19,33,53,1411
E01008322,138,16,24,7,1345
E01008323,139,23,21,15,1472
E01008324,7,10,9,7,1317
E01008325,12,2,12,7,1387
E01008326,13,5,19,3,1448
E01008327,9,8,5,1,1272
E01008328,13,6,2,0,1246
E01008329,27,18,19,2,1396
E01008330,17,0,12,2,1354
E01008336,51,24,21,14,1256
E01008337,41,46,16,31,1311
E01008338,51,28,19,21,1140
E01008339,65,22,4,11,1355
E01008340,81,39,21,15,1332
E01008341,49,6,18,14,1336
E01008342,30,12,14,7,1325
E01008343,129,15,16,6,1381
E01008344,87,6,19,12,1478
E01008345,22,8,14,7,1540
E01008346,175,18,23,6,1404
E01008347,268,2,15,11,1134
E01008348,253,15,26,2,881
E01008349,939,23,16,61,526
E01008350,64,15,13,6,1203
E01008351,113,21,16,6,1313
E01008352,196,41,25,44,1178
E01008353,94,25,9,25,1380
E01008354,116,14,34,31,1513
E01008355,69,12,20,14,1439
E01008356,222,19,33,24,1225
E01008357,217,2,25,15,1378
E01008358,120,19,8,21,1309
E01008359,109,22,46,7,1423
E01008360,119,37,27,13,1472
E01008361,127,30,27,15,1394
E01008362,105,20,47,6,1617
E01008363,75,12,25,3,1480
E01008364,147,25,36,7,1481
E01008365,130,13,24,7,1505
E01008366,120,5,40,7,1909
E01008367,120,35,48,22,1967
E01008368,52,18,18,16,1712
E01008369,86,11,45,11,1844
E01008370,180,30,49,11,1446
E01008371,128,5,37,8,1187
E01008372,121,20,47,18,1729
E01008373,112,16,44,13,2163
E01008374,102,15,33,17,1413
E01008375,40,17,20,29,1408
E01008376,92,21,14,5,1065
E01008377,232,106,50,42,1785
E01008378,281,13,18,30,1110
E01008379,135,27,12,15,1338
E01008380,178,176,30,34,1284
E01008381,8,1,5,1,1361
E01008382,3,6,8,1,1321
E01008383,13,3,17,5,1456
E01008384,8,5,5,2,1379
E01008385,25,7,15,8,1343
E01008386,11,10,6,10,1327
E01008391,31,14,14,1,1425
E01008392,57,34,26,20,1414
E01008394,167,18,28,24,1202
E01008395,330,66,30,44,1052
E01008396,969,175,92,145,1610
E01008397,581,44,43,51,1075
E01008400,6,8,17,1,1285
E01008401,7,4,11,0,1492
E01008402,17,2,10,2,1445
E01008403,12,0,11,13,1421
E01008404,22,0,13,2,1610
E01008405,7,1,8,3,1398
E01008407,397,70,38,30,2259
E01008409,86,16,25,7,1576
E01008410,151,39,34,10,1486
E01008411,230,33,24,13,1477
E01008412,76,13,37,9,1522
E01008413,108,32,32,9,1292
E01008415,50,13,24,0,1127
E01008416,49,4,12,2,1623
E01008418,104,10,20,15,1862
E01008419,73,1,22,11,1414
E01008420,40,2,26,7,1272
E01008421,73,9,22,13,1404
E01008422,90,5,24,15,1512
E01008423,122,5,37,3,1221
E01008424,194,59,33,79,1378
E01008430,15,8,6,13,1312
E01008431,14,0,6,1,1332
E01008432,14,16,7,2,1316
E01008433,8,2,11,5,1357
E01008434,10,5,8,9,1445
E01008435,37,39,7,6,1385
E01008436,84,54,12,18,1321
E01008441,19,8,8,12,1602
E01008442,28,0,10,0,1336
E01008443,13,0,3,0,1417
E01008444,33,3,7,2,1500
E01008445,27,6,5,2,1890
E01008446,8,0,6,0,1403
E01008447,30,2,14,1,1270
E01008448,17,1,5,1,1458
E01008450,225,43,40,12,1160
E01008451,163,24,36,42,1523
E01008452,519,10,29,27,843
E01008453,507,5,41,54,1062
E01008455,1018,63,29,119,417
E01008456,33,3,19,0,1443
E01008457,27,10,7,11,1510
E01008458,76,1,14,38,1532
E01008459,91,21,16,22,1832
E01008460,11,7,7,5,1520
E01008461,21,8,5,1,1393
E01008462,4,13,7,1,1228
E01008463,11,4,11,2,1306
E01008464,9,3,9,1,1361
E01008465,4,3,6,0,1414
E01008466,13,1,5,0,1307
E01008467,7,4,9,0,1389
E01008468,15,2,5,0,1414
E01008469,40,3,7,3,1420
E01008470,20,0,20,0,1369
E01008471,47,5,14,2,1561
E01008472,10,5,8,1,1470
E01008473,20,2,9,3,1255
E01008474,32,13,17,3,1389
E01008475,24,2,7,2,1621
E01008476,8,6,17,0,1672
E01008477,9,10,14,1,1608
E01008478,6,4,21,1,1533
E01008479,23,6,7,2,1318
E01008480,16,2,6,0,1531
E01008481,30,10,13,2,1425
E01008482,28,12,20,4,1615
E01008483,36,5,22,3,1495
E01008484,27,6,8,0,1301
E01008485,17,9,17,2,1505
E01008486,11,1,10,6,1392
E01008487,22,0,5,5,1397
E01008488,28,18,10,9,1358
E01008489,125,8,23,19,1553
E01008490,28,4,8,2,1510
E01008491,88,0,20,7,1463
E01008492,39,9,31,4,1641
E01008493,18,1,2,6,1476
E01008494,53,1,14,0,1451
E01008495,19,1,7,3,1693
E01008496,11,5,23,1,1457
E01008497,4,0,7,0,1440
E01008498,16,1,2,1,1489
E01008499,7,5,17,4,1650
E01008500,45,1,19,6,1530
E01008501,118,7,27,14,1925
E01008502,31,2,21,0,1576
E01008503,24,4,11,5,1594
E01008504,25,1,7,3,1492
E01008505,33,9,11,1,1614
E01008506,7,4,11,2,1366
E01008507,37,1,9,0,1455
E01008508,16,5,5,2,1539
E01008509,13,5,9,0,1600
E01008510,18,2,14,2,1525
E01008511,20,10,6,3,1645
E01008512,26,10,16,1,1499
E01008513,134,34,34,9,2024
E01008514,68,7,28,0,1704
E01008516,7,3,10,3,1294
E01008517,6,0,19,1,1567
E01008518,7,1,14,10,1607
E01008519,22,2,8,0,1329
E01008520,20,1,10,1,1341
E01008521,13,2,15,1,1455
E01008522,9,0,7,1,1580
E01008523,17,0,14,1,1285
E01008524,25,7,14,2,1633
E01008525,9,0,11,3,1535
E01008526,11,1,9,6,1437
E01008527,14,7,18,0,1456
E01008528,9,2,14,5,1397
E01008529,23,7,30,6,1559
E01008530,20,1,17,5,1562
E01008531,73,3,9,8,1346
E01008532,56,4,13,1,1452
E01008533,17,1,15,0,1456
E01008534,77,0,14,0,1281
E01008535,12,3,6,2,1450
E01008536,22,10,9,0,1392
E01008537,36,9,11,2,1252
E01008538,12,3,3,2,1231
E01008539,11,7,6,3,1401
E01008540,27,5,26,0,1579
E01008541,36,7,28,2,1506
E01008542,30,50,23,1,1475
E01008543,60,16,31,1,2114
E01008544,27,5,32,13,1548
E01008545,22,20,15,11,1222
E01008546,12,1,15,0,1449
E01008547,28,10,5,1,1340
E01008548,37,0,7,9,1244
E01008549,23,0,1,3,1459
E01008550,18,3,23,2,1576
E01008551,8,0,5,1,1444
E01008552,15,6,2,0,1607
E01008553,19,5,21,1,1786
E01008554,81,6,17,2,1584
E01008555,69,1,18,1,1540
E01008556,91,4,15,5,1869
E01008557,70,9,19,2,1530
E01008558,13,3,17,4,1490
E01008559,17,1,22,2,1482
E01008560,28,10,22,3,1637
E01008561,6,3,17,1,1555
E01008562,13,2,16,0,1464
E01008563,18,3,18,1,1408
E01008564,3,3,8,1,1437
E01008565,25,4,14,7,1976
E01008567,19,0,10,2,1383
E01008568,18,4,13,5,1439
E01008569,23,2,19,2,1416
E01008570,49,6,14,5,1263
E01008571,31,8,17,11,1729
E01008572,46,22,17,5,1561
E01008573,42,35,27,1,1499
E01008574,17,1,15,2,1558
E01008575,52,22,11,10,1238
E01008576,58,9,17,4,1991
E01008577,8,3,9,0,1345
E01008578,15,8,13,2,1358
E01008579,8,5,12,2,1470
E01008580,9,8,10,1,1361
E01008581,18,3,3,1,1342
E01008582,17,16,8,0,1308
E01008583,20,1,8,1,1434
E01008584,38,3,25,8,1470
E01008585,77,0,14,3,1521
E01008586,47,1,24,11,1470
E01008587,39,1,11,1,1338
E01008588,58,2,32,12,1470
E01008589,14,0,9,5,1418
E01008595,32,9,25,11,1485
E01008596,508,18,24,73,862
E01008597,72,4,24,31,2223
E01008598,333,14,34,27,1164
E01008599,180,13,20,19,1241
E01008600,39,4,13,7,1255
E01008604,25,2,25,4,1574
E01008638,15,1,12,1,1376
E01008639,36,3,13,5,1887
E01008648,20,0,9,3,1351
E01008650,8,4,10,1,1396
E01008652,4,0,8,4,1087
E01008664,233,20,42,113,1073
E01008665,51,11,16,26,1330
E01008666,129,26,27,60,1152
E01008667,52,9,36,21,1454
E01008668,132,14,26,31,1312
E01008671,19,6,24,17,1153
E01008673,7,1,7,16,1168
E01008674,16,6,11,7,1226
E01008675,37,16,18,10,1342
E01008676,30,0,15,6,1191
E01008677,12,5,6,4,1395
E01008678,32,1,21,36,1176
E01008679,25,5,22,14,1237
E01008680,6,4,14,2,1399
E01008683,31,4,23,19,1365
E01027356,7,1,11,0,1700
E01027357,9,0,6,2,1333
E01027358,11,1,2,1,1985
E01027359,24,3,13,1,2276
E01027361,9,2,11,2,2085
E01027362,7,2,5,0,1245
E01027363,0,1,1,4,1191
E01027364,3,1,4,1,2045
E01027365,5,0,3,0,2185
E01027366,3,1,9,1,1511
E01027367,14,2,13,3,1928
E01027368,12,2,7,0,1745
E01027369,7,1,5,1,1533
E01027370,6,1,7,1,1822
E01027371,1,0,2,0,1831
E01027372,2,1,4,0,2111
E01027373,6,0,3,3,1991
E01027374,3,2,7,4,2037
E01027375,8,0,8,2,1755
