geocode,asian,black,mixed,other,white
E01001203,197,175,99,160,1103
E01001229,166,169,114,73,1000
E01001230,145,116,80,40,1107
E01001231,406,53,66,179,1162
E01001232,242,124,91,73,1008
E01001233,223,115,62,45,979
E01001237,183,44,57,43,1266
E01001244,556,500,121,247,1115
E01001245,281,184,106,84,1259
E01001248,272,141,81,76,1022
E01001252,318,190,105,81,1244
E01001253,191,137,80,53,1188
E01001254,127,90,105,38,1325
E01001255,241,135,93,24,1117
E01001299,253,77,94,35,1374
E01001300,194,54,91,34,1319
E01001301,269,108,74,39,1292
E01001302,197,94,89,22,1219
E01001303,145,46,85,45,1318
E01001304,172,84,74,42,1255
E01001305,238,71,47,49,1311
E01001306,165,42,77,28,1295
E01001337,491,281,83,67,548
E01001351,323,249,106,109,1207
E01001353,214,221,80,101,1051
E01001354,279,99,84,84,1294
E01001355,192,187,94,78,1113
E01001356,318,654,126,184,687
E01001357,194,319,42,95,491
E01001358,300,524,85,172,521
E01001374,148,170,70,45,1365
E01001375,109,18,61,18,1459
E01001376,203,176,80,66,1054
E01001377,105,56,70,45,1494
E01001379,106,22,68,18,1465
E01001380,153,80,79,25,1422
E01001381,133,122,104,109,1181
E01001382,165,60,80,42,1219
E01001383,317,119,79,58,1218
E01001384,245,78,103,39,1180
E01001385,199,44,107,27,1305
E01001386,140,66,80,24,1483
E01001387,202,62,56,57,1169
E01001389,321,99,59,70,1118
E01001851,58,96,82,31,1365
E01001852,155,128,95,98,1316
E01001853,103,100,78,44,1208
E01001854,168,168,107,61,1228
E01001855,126,97,62,68,1324
E01001856,142,255,84,116,1078
E01001857,132,347,90,128,780
E01001858,201,235,118,85,1154
E01001859,216,508,180,154,1483
E01001860,234,348,125,108,954
E01001861,136,329,100,88,845
E01001862,125,342,141,139,1021
E01001863,88,192,57,52,1142
E01001864,111,192,86,77,1112
E01001865,168,118,111,76,1209
E01001866,197,85,73,192,1032
E01001867,277,71,85,164,765
E01001868,155,256,89,109,732
E01001869,94,50,41,47,1102
E01001870,382,132,86,136,1196
E01001871,218,73,88,254,971
E01001872,214,94,106,122,1078
E01001873,129,143,96,77,1005
E01001879,100,167,82,55,1071
E01001880,136,110,65,68,1118
E01001881,116,79,64,53,1303
E01001882,162,98,67,68,1367
E01001883,168,115,81,78,1043
E01001884,219,198,103,102,1221
E01001885,133,371,93,141,581
E01001886,146,223,100,52,1051
E01001887,166,168,75,71,1039
E01001888,144,55,71,49,1295
