geocode,female,male
E01015471,819,836
E01015472,1377,1377
E01015473,886,830
E01015474,819,825
E01015475,985,1197
E01015476,976,1275
E01015477,720,828
E01015478,718,765
E01015479,793,825
E01015480,1049,1322
E01015481,900,844
E01015482,622,656
E01015483,746,692
E01015484,718,685
E01015485,718,722
E01015486,710,729
E01015487,801,814
E01015488,739,700
E01015489,718,720
E01015490,659,626
E01015491,750,723
E01015492,738,696
E01015493,846,927
E01015494,798,985
E01015496,747,867
E01015497,755,837
E01015498,829,903
E01015499,611,659
E01015500,792,731
E01015501,675,694
E01015502,784,761
E01015503,681,633
E01015504,710,662
E01015505,756,740
E01015506,766,785
E01015507,852,761
E01015508,704,696
E01015509,782,838
E01015510,926,948
E01015511,749,807
E01015512,862,853
E01015513,786,769
E01015514,651,615
E01015515,700,731
E01015516,684,619
E01015517,740,698
E01015518,777,784
E01015525,781,797
E01015526,721,759
E01015527,910,841
E01015528,920,897
E01015529,784,757
E01015530,861,816
E01015532,736,820
E01015533,785,719
E01015534,945,959
E01015535,760,734
E01015536,1233,1167
E01015537,946,827
E01015538,918,849
E01015539,817,803
E01015540,946,913
E01015541,922,869
E01015542,764,707
E01015543,700,662
E01015544,867,799
E01015545,824,774
E01015546,904,798
E01015547,854,895
E01015548,803,774
E01015549,898,867
E01015550,907,895
E01015551,809,725
E01015552,1066,1040
E01015553,817,814
E01015554,740,696
E01015555,758,708
E01015556,825,775
E01015557,687,708
E01015558,808,735
E01015559,736,736
E01015560,825,794
E01015561,705,761
E01015562,788,749
E01015563,758,811
E01015564,793,773
E01015565,848,759
E01015566,785,808
E01015567,731,761
E01015568,720,712
E01015569,767,743
E01015570,731,800
E01015571,782,808
E01015572,635,615
E01015573,1062,1076
E01015574,836,804
E01015575,597,587
E01015576,818,741
E01015578,784,822
E01015579,781,804
E01015580,860,800
E01015581,747,769
E01015582,934,940
E01015583,1158,1124
E01015584,731,686
E01015585,838,804
E01015586,760,677
E01015587,990,907
E01015588,939,898
E01016296,830,735
E01016297,795,751
E01016298,607,567
E01016299,739,743
E01016300,744,717
E01016301,951,979
E01016303,753,719
E01016304,774,770
E01016305,639,606
E01016306,635,679
E01023153,822,846
E01023154,888,807
E01023155,1378,1390
E01023156,760,726
E01023157,743,683
E01023159,1126,1135
E01023160,779,757
E01023165,1092,1027
E01023169,1005,942
E01023179,911,908
E01023180,873,790
E01023181,706,702
E01023182,791,778
E01023183,750,724
E01023186,873,839
E01023187,868,766
E01023188,696,636
E01023189,820,818
E01023190,634,597
E01023196,864,845
E01023197,777,727
E01023198,718,706
E01023201,846,803
E01023202,904,839
E01023203,781,747
E01023204,873,837
E01023205,691,657
E01023215,832,736
E01023216,924,904
E01023217,816,766
E01023218,732,790
E01023219,739,672
E01028713,1194,1178
E01028720,1163,1098
E01028721,665,683
E01028722,793,808
E01028723,688,730
E01028724,642,657
E01028725,748,764
E01028745,672,711
E01028746,640,650
E01028747,604,646
E01028748,533,536
E01028755,851,815
E01028756,1272,1145
E01028757,827,697
E01028758,787,766
E01028759,754,772
E01028760,670,617
E01028761,686,668
E01031841,929,904
E01031842,986,923
E01031843,920,862
E01031844,999,927
E01031845,794,783
E01031846,846,805
E01031847,904,868
E01031848,901,1241
E01031849,820,859
E01031850,998,896
E01031851,780,738
E01031852,1057,984
E01031853,724,696
E01031854,921,846
E01031855,786,725
E01031856,808,756
E01031857,828,803
E01031858,1048,1036
E01031859,935,808
E01031860,770,740
E01031861,1277,1132
E01031862,807,747
E01031863,621,550
E01031864,690,639
E01031865,961,971
E01031866,790,777
E01031867,923,905
E01031868,880,897
E01031869,991,868
E01031870,910,865
E01031871,863,796
E01031872,847,775
E01031873,972,897
E01031874,792,737
E01031876,786,716
E01031877,922,914
E01031878,1070,1551
E01031879,857,1263
E01031880,1060,2842
E01031882,1027,1004
E01031883,921,854
E01031884,823,804
E01031886,703,711
E01031891,1171,1130
E01031892,719,671
E01031893,767,809
E01031894,752,765
E01031895,800,794
E01031896,668,516
E01031897,1081,1128
E01031898,1073,735
E01031900,1161,1048
E01031901,771,687
E01031902,562,595
E01031903,1182,1142
E01031904,1127,1027
E01031916,661,638
E01031918,1258,1202
E01031921,721,747
E01031922,606,667
E01031923,679,695
E01031924,850,813
E01031937,573,558
E01031938,709,707
E01031939,1118,1053
E01031944,537,527
E01031946,881,1209
E01031948,1046,1059
E01031949,928,880
E01031954,684,663
E01031955,855,768
E01031956,679,622
E01031959,830,785
E01031961,663,646
E01031962,664,666
E01031963,958,873
E01031964,836,851
E01031965,714,671
E01031966,784,753
E01031967,984,924
E01031968,815,784
E01031969,704,734
E01031988,788,800
E01031989,762,800
E01031996,718,679
E01031997,714,720
E01031998,1201,1823
E01031999,773,751
E01032026,805,796
E01032076,644,577
E01032688,685,646
E01032689,705,645
E01032690,885,909
E01032691,764,773
E01032692,637,601
E01032693,691,680
E01032696,1179,1801
E01032697,736,745
E01032698,853,818
E01032699,1167,1139
E01032700,780,832
E01032701,598,621
E01032702,700,713
E01032703,750,718
E01032704,696,723
E01032705,751,728
E01032706,698,800
E01032707,925,951
E01032708,757,885
E01032709,674,684
E01032710,668,675
E01032711,655,675
E01032712,709,699
E01032713,862,900
E01032714,552,734
E01032715,455,543
E01032716,675,774
E01032870,968,943
E01032871,790,741
