geocode,asian,black,mixed,other,white
E02001514,30,32,56,12,7137
E02001522,38,19,57,9,8564
E02001528,51,25,70,2,10138
E02001530,35,34,64,10,6097
E02001533,10,22,54,7,7367
E02001534,33,46,66,11,8979
E02001539,42,2,31,7,5936
E02001540,108,15,113,7,11430
E02001541,87,17,66,17,11090
E02001542,84,35,57,9,7294
E02001543,36,11,55,9,8374
E02001544,91,16,66,8,8530
E02001545,67,33,40,10,8442
E02001546,299,175,168,31,7942
E02001547,89,56,95,6,10491
E02001548,65,61,139,12,7732
E02001549,77,19,48,12,5813
E02001550,82,42,76,7,7256
E02001551,76,65,87,18,5781
E02001552,107,67,73,4,7435
E02001553,404,121,164,53,9276
E02001554,65,23,39,4,6289
E02001555,23,20,63,7,5465
E02001556,594,153,172,77,8298
E02001557,997,166,160,74,8090
E02001558,35,18,25,8,6039
E02001559,89,21,55,19,7558
E02001560,1269,302,279,258,8400
E02001561,462,164,145,142,5405
E02001562,184,38,68,47,5568
E02001563,546,60,106,37,6886
E02001564,120,19,76,8,7325
E02001565,535,60,86,43,6098
E02001566,285,168,144,34,7306
E02001567,209,122,127,12,8685
E02001568,32,30,38,5,5801
E02001569,51,24,75,12,9045
E02001570,56,24,69,9,6843
E02001571,70,20,48,9,5939
E02001572,49,34,67,10,7076
E02001573,18,18,49,11,7763
E02001574,32,52,43,4,6137
E02001575,57,25,31,5,7151
E02001576,77,19,42,7,5671
E02001577,45,22,36,12,6406
E02001578,70,22,59,11,9299
E02001579,61,66,74,22,8982
E02001580,66,37,53,25,8080
E02001581,36,11,37,10,5760
E02001582,73,31,36,15,7061
E02001583,51,14,54,15,5531
E02001585,98,78,85,21,5981
E02001586,62,82,72,31,7882
E02001587,60,20,48,16,5680
E02001588,34,77,53,27,6960
E02001589,88,17,46,23,7999
E02001590,371,131,146,37,6807
E02001591,1510,243,136,182,6228
E02001592,112,42,73,11,8661
E02001593,1633,241,164,134,4923
E02001594,1444,272,229,296,4639
E02001595,56,16,40,7,8646
E02001596,101,18,46,19,8467
E02001597,65,14,94,9,9346
E02001598,486,42,132,28,8941
E02001599,102,17,34,5,6102
E02001600,2902,217,191,213,7254
E02001601,218,22,59,20,4723
E02001602,275,103,82,22,8478
E02001603,34,12,40,18,6479
E02001604,123,108,78,28,8238
E02001605,57,25,60,8,7084
E02001606,46,17,70,4,7873
E02001607,100,33,85,8,8586
E02001608,54,44,46,11,6717
E02001609,44,5,49,5,8265
E02001610,75,24,46,16,8081
E02001628,2922,394,196,316,2501
E02001642,1309,224,210,124,7796
E02001647,279,104,86,18,5624
E02001654,73,118,117,52,6044
E02001655,89,252,152,32,7130
E02001659,102,95,153,34,5740
E02001666,78,59,104,24,5930
E02001671,119,78,78,26,5664
E02001673,93,37,34,24,5409
E02001675,115,131,129,46,8628
E02002330,62,15,48,6,6467
E02002331,160,36,114,13,6269
E02002334,35,4,40,14,7023
E02002359,68,23,62,13,6227
E02002403,67,19,51,8,5926
E02002406,62,27,46,3,6880
E02002417,31,41,44,8,6203
E02002418,37,24,83,14,7076
