geocode,female,male
E10000027,75007,69855
E10000029,84876,85604
E12000001,1326025,1268522
E12000002,3586302,3463484
E12000003,2685494,2597922
E12000004,2297598,2232954
E12000005,2838049,2762571
E12000006,2886039,2789954
E12000007,4140135,4032712
E12000008,4395452,4239298
E12000009,2623320,2520753
