geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E01014741,128,160,93,118,191,195,219,90,244
E01014742,109,291,96,93,198,208,276,96,198
E01014744,116,127,69,86,208,214,298,84,140
E01014745,119,155,85,116,187,223,254,85,319
E01014746,160,183,120,127,227,178,221,73,121
E01014750,179,150,171,221,261,219,176,61,183
E01014751,162,205,165,184,226,212,176,78,219
E01014752,160,156,147,169,233,234,211,72,133
E01014753,203,218,203,232,270,224,188,94,178
E01014754,80,51,104,129,169,163,183,66,200
E01014755,74,84,88,132,189,161,199,103,356
E01014756,169,175,175,241,245,203,204,60,151
E01014757,178,171,167,188,231,216,182,58,82
E01014758,92,150,69,98,185,172,229,80,278
E01014759,97,144,68,95,191,194,226,110,271
E01014760,130,179,118,131,227,229,192,91,160
E01014761,167,176,168,201,257,239,199,72,135
E01014762,163,173,138,161,222,248,174,47,111
E01014763,246,267,279,282,288,238,118,34,72
E01014769,369,258,197,362,364,260,288,90,161
E01014770,97,100,63,107,161,195,305,124,202
E01014771,107,138,92,103,165,204,269,102,206
E01014772,87,124,73,107,188,207,261,83,198
E01014773,242,232,165,224,333,231,159,44,60
E01014774,124,175,157,155,268,259,297,95,160
E01014799,163,157,252,199,298,179,170,58,88
E01014800,197,182,247,236,264,174,130,37,68
E01014801,83,127,213,166,182,151,163,76,388
E01014802,117,110,225,208,192,186,216,66,229
E01014803,132,171,101,123,213,212,228,91,236
E01014804,91,122,96,86,201,165,221,81,284
E01014805,77,87,61,80,134,212,363,137,286
E01014806,130,122,189,174,201,161,187,86,393
E01014807,161,182,247,209,289,203,148,57,141
E01014808,155,191,136,135,233,188,176,71,141
E01014809,212,232,226,227,303,168,161,72,114
E01014810,146,134,194,215,194,132,162,45,90
E01014811,159,188,190,154,233,191,196,84,199
E01014812,130,120,133,142,175,163,222,109,212
E01014813,217,214,170,175,284,211,197,104,162
E01014815,155,199,117,171,222,166,161,56,93
E01014816,135,135,102,133,212,194,237,84,225
E01014817,145,155,116,158,201,193,263,102,187
E01014818,137,172,123,122,258,264,298,104,220
E01014819,128,123,110,127,191,216,314,117,205
E01014820,106,133,99,108,149,170,231,112,293
E01014821,179,161,196,201,187,136,86,19,53
E01014822,208,212,116,194,290,213,134,40,67
E01014823,152,180,137,167,215,193,108,29,111
E01014824,148,151,155,149,216,239,225,57,117
E01014825,120,162,113,134,182,172,199,52,92
E01014826,245,228,208,227,279,189,110,34,53
E01014827,189,193,182,182,195,172,151,34,61
E01014828,258,195,173,182,179,143,164,59,87
E01014829,249,301,303,214,265,173,153,61,107
E01014830,211,238,221,207,244,186,144,56,64
E01014831,204,184,176,145,206,147,117,26,48
E01014832,201,211,157,145,215,159,141,62,127
E01014833,205,240,169,167,226,168,125,50,116
E01014834,201,168,162,150,190,177,154,67,124
E01014835,165,183,131,156,208,152,165,75,179
E01014836,173,174,140,138,176,175,235,70,187
E01014838,148,200,110,140,181,189,219,67,142
E01014839,256,217,173,251,248,180,138,46,91
E01014840,171,169,126,137,191,182,207,69,138
E01014841,72,94,253,245,242,222,248,89,205
E01014842,106,83,219,208,207,196,182,79,206
E01014843,92,87,161,143,213,176,216,94,283
E01014844,76,79,200,169,167,167,142,55,178
E01014845,96,101,104,108,161,160,224,75,192
E01014846,105,157,184,125,221,186,227,71,232
E01014857,173,221,97,154,235,228,201,88,124
E01014858,203,205,188,249,296,259,200,51,70
E01014859,164,205,114,169,253,223,204,73,166
E01014860,153,194,136,179,226,198,203,62,132
E01029085,211,263,190,194,353,329,278,79,160
E01029086,204,305,125,169,370,346,396,126,163
E01029089,224,356,140,177,408,377,311,107,162
E01029113,122,164,103,108,200,196,282,139,327
E01029114,80,116,76,89,159,196,317,132,371
E01029115,152,179,114,164,262,212,229,105,248
E01029116,116,103,174,154,199,220,232,93,286
E01029117,110,148,171,159,211,203,238,79,287
E01029118,211,260,149,172,319,217,231,91,145
E01029119,144,139,150,145,203,186,195,96,321
E01029120,176,192,172,166,226,199,196,69,113
E01029131,306,244,324,318,286,228,189,48,92
E01029132,187,207,184,162,214,178,159,53,129
E01029133,104,115,95,118,174,202,224,84,176
E01029134,147,180,167,181,235,291,324,133,210
E01029135,128,145,105,140,231,296,308,90,184
E01029136,200,233,176,170,308,312,317,108,147
E01029140,335,327,341,302,459,393,367,167,216
E01029147,171,245,100,117,261,272,308,99,163
E01029148,150,249,86,144,250,216,263,85,139
E01029149,141,272,77,97,259,224,209,57,142
E01029322,147,196,564,227,190,191,196,86,222
E01029324,190,216,158,172,224,215,193,79,156
E01029329,141,220,222,120,223,191,201,77,385
E01029330,118,126,213,156,202,245,388,165,409
E01029331,84,83,65,80,133,163,333,158,359
E01029333,125,137,97,99,161,156,159,72,171
E01029337,192,212,152,173,298,324,399,160,211
E01029341,129,123,127,110,135,206,231,83,147
E01032633,155,190,199,163,256,353,450,166,237
E01032636,173,188,184,184,248,249,296,107,293
E01032666,132,132,117,166,167,144,159,45,91
E01032667,198,128,144,184,177,107,81,24,46
E01032668,308,183,238,317,233,121,75,15,6
E01032669,343,146,332,330,166,79,56,7,10
E01032670,354,258,251,330,252,125,52,13,10
E01032671,318,221,209,271,210,85,57,16,10
E01032672,220,101,244,285,162,124,125,30,39
E01032673,145,123,163,168,154,132,164,60,193
E01032679,222,149,222,228,223,101,89,23,24
W01000976,139,135,170,115,166,123,132,44,81
W01001004,108,114,124,143,143,142,143,59,110
W01001005,169,174,197,227,262,217,187,84,171
W01001006,250,273,211,277,371,309,410,117,159
W01001007,248,209,202,250,274,190,224,72,79
W01001039,174,214,163,189,288,267,218,54,97
W01001040,161,182,145,166,270,192,219,66,90
W01001059,107,137,108,122,193,232,189,70,162
W01001060,121,132,100,126,206,223,229,99,200
W01001061,263,290,261,321,325,276,214,52,142
W01001062,159,193,148,192,222,178,103,45,141
W01001063,258,216,253,298,234,193,151,50,89
W01001064,165,195,149,157,200,190,145,47,197
W01001065,218,256,187,178,233,222,134,49,118
W01001066,201,207,194,250,230,187,142,60,104
W01001067,145,165,148,169,179,183,181,81,129
W01001068,266,233,271,269,274,243,133,37,41
W01001069,213,162,228,219,196,200,121,40,80
W01001070,165,138,219,200,153,137,78,22,31
W01001071,204,196,202,246,185,213,192,44,95
W01001072,347,393,300,412,522,328,227,71,76
W01001073,250,225,388,304,252,229,181,52,120
W01001075,137,162,98,150,198,161,145,53,93
W01001076,211,164,209,257,217,171,120,52,60
W01001077,121,170,134,121,203,184,252,95,152
W01001078,144,183,108,149,216,148,145,55,115
W01001079,273,200,263,288,171,164,142,43,71
W01001080,196,228,227,211,224,205,133,61,96
W01001081,221,233,199,181,201,168,154,67,128
W01001082,109,132,94,128,193,201,260,123,260
W01001083,150,160,91,133,228,223,333,98,195
W01001084,136,150,98,138,188,245,292,112,204
W01001085,152,217,83,117,281,246,226,75,109
W01001086,129,155,119,131,234,203,259,85,176
W01001087,135,203,128,143,219,202,218,110,185
W01001088,195,216,175,170,243,214,261,121,232
W01001089,125,155,148,149,182,244,215,75,175
W01001090,152,162,105,172,221,201,241,90,126
W01001091,118,187,165,127,237,293,278,94,163
W01001092,185,291,181,199,243,208,182,80,137
W01001093,205,218,199,202,243,238,178,86,229
W01001094,210,212,192,160,208,148,118,45,40
W01001095,251,236,203,190,189,156,151,47,86
W01001096,134,139,165,179,156,171,185,81,164
W01001097,245,331,200,201,239,180,147,42,94
W01001098,85,105,103,104,127,182,196,75,94
W01001099,165,187,145,182,159,185,133,58,127
W01001100,137,184,109,132,267,247,196,74,154
W01001101,210,174,198,279,217,175,105,50,92
W01001102,241,177,223,274,193,160,122,45,110
W01001103,116,164,116,138,194,201,164,63,88
W01001104,193,191,170,272,299,289,266,118,179
W01001106,118,172,159,123,199,237,217,79,119
W01001107,106,159,128,122,191,206,292,106,237
W01001108,266,145,297,252,217,208,180,47,73
W01001109,125,217,99,141,216,199,243,85,148
W01001110,127,476,102,107,216,197,193,57,95
W01001111,177,208,186,167,210,185,190,66,93
W01001112,190,192,166,209,265,180,124,52,63
W01001113,285,292,114,206,389,350,390,121,142
W01001114,139,190,83,96,223,249,293,79,213
W01001115,295,289,182,240,335,263,210,92,264
W01001116,192,220,130,200,296,247,278,112,426
W01001117,136,158,135,148,176,230,220,84,129
W01001118,289,340,217,339,408,327,237,78,145
W01001119,201,242,120,161,326,290,200,82,109
W01001120,123,170,134,116,240,257,180,53,107
W01001121,147,219,140,162,211,227,187,89,163
W01001122,430,461,802,447,383,222,129,27,49
W01001123,124,141,192,220,186,239,232,76,223
W01001124,154,162,212,234,236,200,142,41,82
W01001125,176,185,122,222,220,167,150,65,164
W01001126,164,116,365,393,280,250,203,63,77
W01001129,149,259,145,155,213,171,110,54,128
W01001130,151,164,125,132,213,204,145,37,108
W01001131,227,226,179,259,259,200,175,80,148
W01001132,129,207,116,160,232,226,158,41,101
W01001133,170,204,205,188,277,275,290,144,276
W01001134,103,123,80,99,173,232,174,70,90
W01001135,152,187,81,155,235,220,237,72,155
W01001136,94,116,86,107,159,173,192,91,147
W01001157,164,142,203,185,187,210,172,58,65
W01001158,164,164,216,215,228,203,172,47,82
W01001159,157,197,167,208,247,171,80,20,32
W01001160,166,155,195,217,207,258,219,70,107
W01001161,310,266,323,346,342,277,203,47,110
W01001162,259,188,236,229,213,209,196,65,123
W01001165,153,158,171,170,225,164,151,43,69
W01001171,116,146,146,147,175,212,147,54,117
W01001172,186,194,193,163,210,194,188,52,112
W01001173,144,179,175,157,208,164,182,63,96
W01001174,174,185,191,140,188,194,154,58,101
W01001178,213,223,240,196,240,230,188,73,106
W01001179,191,246,230,197,270,204,191,92,106
W01001182,224,177,241,198,232,138,135,57,77
W01001183,105,92,272,161,117,93,65,30,76
W01001184,154,233,187,205,293,276,273,105,237
W01001185,183,188,226,210,205,215,189,66,143
W01001189,254,208,214,247,230,196,211,41,62
W01001190,320,335,277,396,462,318,207,87,129
W01001191,370,248,316,467,395,304,246,55,93
W01001192,217,169,200,185,194,194,149,48,135
W01001193,123,135,127,123,204,173,176,65,87
W01001194,313,219,248,388,325,249,277,57,89
W01001195,161,159,188,184,263,215,166,67,95
W01001196,189,179,197,220,247,254,166,52,71
W01001197,140,139,81,111,237,201,201,52,96
W01001198,189,168,180,217,243,238,196,49,76
W01001199,222,191,211,250,222,246,222,68,78
W01001217,182,132,171,139,172,154,135,34,83
W01001218,170,205,202,171,260,206,174,40,113
W01001219,143,148,205,131,148,175,159,75,148
W01001220,172,193,181,198,216,169,167,79,104
W01001223,166,160,127,219,254,207,224,85,151
W01001224,416,232,145,421,406,212,185,45,67
W01001225,176,156,109,226,247,216,252,78,114
W01001226,263,204,165,313,231,206,156,67,114
W01001227,154,144,143,153,213,170,207,58,92
W01001228,124,173,136,178,210,195,249,88,149
W01001229,151,161,197,155,214,237,158,58,102
W01001230,189,182,176,191,223,209,157,67,209
W01001231,182,174,226,190,233,184,146,67,138
W01001232,136,163,216,145,216,181,171,54,112
W01001234,144,143,192,171,233,225,179,60,109
W01001235,199,201,199,230,225,158,178,63,232
W01001236,178,186,167,192,215,175,165,76,162
W01001237,161,207,202,157,183,178,187,65,127
W01001238,263,302,246,218,214,145,167,62,56
W01001239,156,167,168,180,202,159,159,62,112
W01001240,159,212,242,278,304,260,232,69,189
W01001241,200,198,242,264,242,201,188,79,113
W01001242,120,149,138,132,206,156,189,88,179
W01001243,149,144,145,186,189,167,162,71,164
W01001244,93,122,113,104,164,192,286,105,185
W01001245,115,129,117,143,156,211,288,55,89
W01001246,128,128,153,136,152,155,255,107,167
W01001249,121,157,170,146,208,194,176,91,126
W01001250,139,185,145,134,217,195,230,73,140
W01001251,248,209,223,195,196,181,168,53,84
W01001252,176,180,193,205,238,196,201,73,61
