geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E00014980,98,1,13,1,0
E00014981,147,4,22,13,0
E00014982,63,1,25,70,0
E00014983,126,0,6,0,0
E00014984,115,3,4,1,0
E00014985,100,2,11,11,0
E00014986,91,6,23,1,0
E00014987,121,0,5,0,0
E00014988,114,0,11,5,1
E00014989,112,0,12,3,2
E00014990,104,1,10,3,1
E00014993,108,1,12,0,0
E00014994,112,0,16,1,0
E00014995,94,1,17,0,2
E00014996,83,0,8,27,0
E00014998,57,3,62,10,0
E00014999,27,1,15,94,2
E00015000,99,0,16,13,1
E00015001,103,1,11,5,0
E00015002,78,0,19,15,1
E00015003,114,0,8,3,0
E00015004,117,1,13,0,1
E00015005,88,1,29,0,0
E00015006,91,1,4,13,0
E00015007,108,1,10,8,0
E00015008,116,0,15,0,0
E00015009,107,1,13,2,0
E00015010,86,1,24,6,0
E00015011,71,1,24,34,0
E00015012,127,0,10,0,0
E00015013,130,2,14,2,0
E00015014,111,1,9,7,0
E00015015,117,2,5,0,0
E00015016,107,0,17,2,1
E00015017,96,0,7,2,0
E00015018,115,2,4,2,0
E00015019,29,3,18,52,0
E00015020,90,2,32,9,3
E00015021,78,3,26,17,0
E00015022,79,2,19,26,0
E00015024,61,3,37,7,0
E00015026,93,2,24,6,1
E00015027,83,1,28,6,0
E00015029,79,0,19,20,2
E00015032,62,0,22,41,0
E00015033,97,2,18,1,2
E00015034,103,2,5,6,0
E00017009,103,1,12,0,0
E00017010,95,0,7,1,1
E00017011,114,1,9,2,0
E00017012,115,1,12,0,0
E00017013,123,0,5,1,1
E00017014,118,0,8,0,1
E00017015,131,2,10,0,1
E00017033,107,0,11,2,0
E00017034,123,0,9,0,0
E00017035,79,0,9,27,0
E00017295,113,0,12,1,1
E00017296,118,0,7,7,0
E00017297,121,2,21,16,4
E00017298,109,2,7,3,0
E00017299,125,1,10,0,0
E00017300,104,3,18,5,0
E00017301,105,0,9,5,0
E00017302,87,0,9,6,1
E00017303,101,2,13,2,0
E00017304,136,0,23,9,5
E00017305,118,0,13,0,0
E00017306,117,0,5,0,0
E00017307,120,1,2,0,1
E00017308,126,2,10,0,1
E00017309,113,1,12,0,0
E00017310,114,2,13,1,0
E00017311,105,0,15,4,1
E00017312,102,1,11,6,0
E00017313,108,1,8,2,0
E00017314,69,0,40,0,0
E00017315,107,3,11,0,0
