geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E02003491,2413,33,249,383,10
E02003492,900,25,321,914,6
E02003493,2661,36,439,199,13
E02003494,2100,28,299,206,8
E02003495,2140,33,281,490,26
E02003496,1983,57,294,805,7
E02003497,2358,22,376,45,3
E02003498,1188,67,591,1597,32
E02003499,1066,37,427,1269,44
E02003500,2310,17,638,76,8
E02003501,2499,51,1026,92,17
E02003502,2053,37,400,619,36
E02003503,2336,37,359,738,17
E02003504,2067,30,1312,309,120
E02003505,1634,45,1767,319,21
E02003506,1816,31,795,209,20
E02003507,2845,42,343,664,30
E02003508,2039,25,1168,146,40
E02003509,1904,59,2198,492,42
E02003510,2292,60,1511,151,41
E02003511,2217,41,725,299,36
E02003512,1885,37,1356,439,19
E02003513,1680,51,680,473,23
E02003514,1871,42,2659,262,22
E02003515,923,75,230,2406,25
E02003516,1871,43,2875,169,14
E02003517,1712,88,2532,760,146
E02003518,2019,68,1839,199,33
E02003519,1647,52,2985,348,20
E02003520,1284,83,1922,1354,47
E02003521,1753,99,1556,986,30
E02003522,1646,63,1225,636,14
E02003523,3678,45,581,133,75
E02004380,2748,86,400,245,12
E02004383,2255,24,373,432,10
E02004384,2560,15,416,155,15
E02004385,2588,36,576,201,20
E02006374,2169,58,265,342,34
E02006391,1834,19,385,66,32
E02006392,2274,34,818,401,60
E02006437,2405,52,351,374,17
E02006438,2491,71,333,238,18
E02006448,2176,18,233,373,18
E02006449,2087,51,257,439,60
E02006450,1930,96,279,228,30
E02006451,3248,85,450,541,48
E02006453,2480,102,258,362,33
E02006534,2816,27,295,397,9
E02006535,2527,27,196,70,9
E02006536,2418,66,236,139,16
E02006537,2457,51,481,1279,36
E02006538,2888,43,790,289,49
E02006539,2289,37,280,520,6
E02006540,1840,20,265,456,8
E02006541,2648,47,536,373,21
E02006542,1858,92,433,237,9
E02006543,1863,51,276,233,9
E02006544,3355,47,398,302,26
E02006545,2161,37,416,754,90
E02006546,3124,53,401,569,54
E02006547,1739,32,196,298,35
E02006548,3256,32,538,246,61
E02006549,2606,21,201,34,2
E02006550,3349,36,383,332,18
E02006551,3413,41,410,166,19
E02006552,1632,41,1533,218,38
E02006553,2517,35,379,172,36
E02006554,2564,46,343,177,10
E02006555,1827,36,597,669,35
E02006556,3223,18,358,55,5
E02006557,1571,32,499,689,37
E02006558,2166,70,2179,383,52
E02006562,1900,66,177,234,10
E02006565,2139,185,649,508,21
E02006575,1617,42,355,882,46
E02006576,2556,15,410,224,23
E02006577,1686,80,384,1104,47
E02006578,2150,46,855,966,124
E02006579,1974,40,567,637,51
E02006580,2211,31,354,654,31
E02006581,1999,43,740,827,41
E02006582,2372,12,459,106,59
E02006583,2534,53,588,612,22
E02006584,1335,31,310,1184,40
E02006585,1856,48,255,912,25
E02006586,1490,24,394,731,23
E02006587,1448,38,543,1355,56
E02006588,2115,49,484,531,19
E02006589,3755,21,380,271,38
E02006590,2504,50,561,510,21
E02006591,2434,37,565,371,21
E02006592,1873,52,233,250,22
E02006593,2655,58,826,1122,36
E02006594,2252,22,293,304,21
E02006595,2529,119,350,145,11
E02006596,2745,12,257,270,58
E02006597,2883,70,453,501,38
E02006598,1738,52,242,149,3
E02006599,2716,44,183,95,11
E02006600,2883,66,498,862,15
E02006601,2427,46,405,570,16
E02006602,2312,60,317,211,21
E02006603,3105,49,433,185,12
E02006604,3378,66,966,1025,58
E02006605,1870,62,326,156,15
E02006607,2578,31,260,106,6
E02006608,2045,15,139,131,13
E02006609,2022,87,314,298,8
E02006610,1869,120,444,318,33
E02006611,3526,53,383,197,6
E02006612,2760,52,1357,423,64
E02006613,1863,22,299,783,61
E02006614,3040,48,453,543,65
E02006615,2069,4,265,214,56
E02006616,2698,22,242,265,37
E02006617,2447,30,605,746,49
E02006618,2189,15,145,21,7
E02006619,2255,77,391,439,30
E02006620,3307,44,328,328,17
E02006621,3049,30,185,60,6
E02006622,2697,24,401,333,11
E02006623,2325,26,361,620,8
E02006624,2524,19,297,16,6
E02006625,2532,17,549,165,32
E02006626,1762,42,310,866,21
E02006627,2880,24,430,411,13
E02006628,2366,39,1055,496,13
E02006629,2115,33,631,599,13
E02006630,2136,46,1513,438,31
E02006631,2111,48,2314,427,45
E02006632,2902,31,734,108,8
E02006633,3222,30,322,156,10
