geocode,female,male
E00041416,180,166
E00041417,145,139
E00041418,156,123
E00041419,156,149
E00041420,164,158
E00041421,146,138
E00041422,121,99
E00041423,171,152
E00041424,157,149
E00041425,129,116
E00041426,141,133
E00041427,181,160
E00041429,144,114
E00041430,221,179
E00041431,119,113
E00041432,155,124
E00041433,137,130
E00041434,131,139
E00041435,159,147
E00041436,142,161
E00041437,140,134
E00041438,153,156
E00041439,151,127
E00041440,142,159
E00041441,150,163
E00041442,135,160
E00041677,126,116
E00041681,110,94
E00041683,134,151
E00041684,128,94
E00041685,136,125
E00041686,138,119
E00041689,177,149
E00041690,140,140
E00041691,159,137
E00041693,159,164
E00041694,145,139
E00041695,138,133
E00041698,166,144
E00041699,184,172
E00041700,116,81
E00041701,196,164
E00041702,140,131
E00041703,130,137
E00041704,157,144
E00041707,146,150
E00041709,114,131
E00041714,135,125
E00041715,139,131
E00041716,122,137
E00044683,139,146
E00044684,191,190
E00044685,158,134
E00044687,151,148
E00044898,168,157
E00044899,140,159
E00044900,163,148
E00044901,148,152
E00044902,145,116
E00044903,108,114
E00044904,179,162
E00044905,132,118
E00044906,169,169
E00044907,68,77
E00044908,141,137
E00044909,143,151
E00044910,221,163
E00044911,126,122
E00044912,115,78
E00044913,134,165
E00044914,161,142
E00044915,122,118
E00044916,189,167
E00044917,140,134
E00044918,148,158
E00044919,141,149
E00044920,158,168
E00044921,119,129
E00044922,132,121
E00044923,141,143
E00044925,141,134
E00044926,200,189
E00044927,149,157
E00044928,134,146
E00044929,173,140
E00044930,189,162
E00044931,184,213
E00044932,150,114
E00044933,127,127
E00044934,158,92
E00044935,199,167
E00044936,176,165
E00044937,156,117
E00044938,121,114
E00044939,174,150
E00044940,162,153
E00044941,159,163
E00044942,96,77
E00044943,186,173
E00044944,193,195
E00044945,78,148
E00044946,100,132
E00044947,98,120
E00044948,164,141
E00044949,150,143
E00044950,203,224
E00044951,152,146
E00044952,127,121
E00044953,161,144
E00044954,148,144
E00044955,163,148
E00044956,98,86
E00044957,133,121
E00044958,83,102
E00044959,160,150
E00044960,95,118
E00044961,151,129
E00044962,151,118
E00044963,181,160
E00044964,152,110
E00044965,152,114
E00044966,175,167
E00044967,141,111
E00044968,148,125
E00044969,178,141
E00044970,155,150
E00044971,136,126
E00044972,137,140
E00044973,150,131
E00044974,229,185
E00044975,135,126
E00044976,129,117
E00044977,173,153
E00044978,154,147
E00044979,125,108
E00044980,127,120
E00044981,178,116
E00044982,147,127
E00044983,156,127
E00044984,131,112
E00044985,112,111
E00044986,168,172
E00044987,146,165
E00044988,147,108
E00044989,176,167
E00044990,132,143
E00044991,119,145
E00044992,152,146
E00044993,154,166
E00044994,187,190
E00044995,157,159
E00044996,114,149
E00044997,170,160
E00044998,144,137
E00044999,178,175
E00045000,149,134
E00045001,127,134
E00045002,154,144
E00045003,134,117
E00045004,143,123
E00045005,140,130
E00045006,157,169
E00045007,193,150
E00045008,177,167
E00045009,148,145
E00045010,152,178
E00045011,119,111
E00045012,129,131
E00045013,152,142
E00045014,157,171
E00045015,152,117
E00045016,138,140
E00045017,140,130
E00045018,173,159
E00045019,140,131
E00045020,153,145
E00045021,158,154
E00045022,168,166
E00045023,124,105
E00045024,156,128
E00045025,140,147
E00045026,143,146
E00045027,149,136
E00045028,125,130
E00045029,164,152
E00045030,176,160
E00045031,166,163
E00045032,190,174
E00045033,128,119
E00045034,133,128
E00045035,175,160
E00045036,156,161
E00045037,174,183
E00045038,307,306
E00045039,170,161
E00045040,131,146
E00045041,199,200
E00045042,177,135
E00045043,160,138
E00045044,156,155
E00045045,216,215
E00045046,130,133
E00045047,126,111
E00045048,172,162
E00045049,188,164
E00045050,164,146
E00045051,174,167
E00045052,142,126
E00045053,135,145
E00045054,162,150
E00045055,167,156
E00045056,152,140
E00045057,154,168
E00045058,130,130
E00045059,181,142
E00045060,133,150
E00045061,150,112
E00045062,147,140
E00045063,180,160
E00045064,159,161
E00045065,241,208
E00045066,139,122
E00045067,167,186
E00045068,144,128
E00045070,189,182
E00045071,182,183
E00045072,170,162
E00045073,199,211
E00045074,146,137
E00045075,148,138
E00045076,161,164
E00104571,236,207
E00166218,228,223
E00170015,125,117
E00170016,203,187
E00170029,193,170
E00170198,187,179
E00170220,172,158
E00170225,173,163
E00170231,168,167
