geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E02003184,818,823,2305,1333,923,674,453,173,409
E02003185,991,991,724,1071,1296,917,727,251,556
E02003186,1080,1107,1861,1582,1306,793,592,167,311
E02003187,1014,1016,1518,1555,1311,986,829,271,610
E02003188,549,1112,2866,1735,921,676,724,321,1046
E02003189,695,749,1098,1173,1116,943,957,335,1306
E02003190,851,592,2226,2091,1475,982,754,216,656
E02003191,671,652,665,838,1029,1008,1271,469,1392
E02003192,650,938,2861,1768,963,721,904,332,1047
E02003202,595,726,1089,836,826,705,663,238,528
E02003203,914,755,1026,1148,1186,877,777,253,479
E02003204,908,944,980,1049,1320,1043,1013,422,1011
E02003205,864,1043,766,902,1297,1098,1052,378,838
E02003206,1200,1012,956,1479,1612,1146,992,333,866
E02003207,1011,901,873,977,1068,753,794,283,439
E02003208,1051,929,1907,1487,1369,1157,1133,413,1237
E02003209,590,675,733,714,872,892,777,219,570
E02003210,1005,764,843,1158,1306,1033,1171,473,1353
E02003211,553,474,734,824,928,946,1395,633,2133
E02003584,540,716,924,785,999,790,723,232,524
E02003585,568,682,490,534,859,974,1190,461,904
E02003586,814,982,683,798,1121,1006,1068,378,814
E02003587,1101,1182,982,984,1304,954,895,308,698
E02003588,707,833,855,804,1160,1010,976,343,775
E02003589,889,993,1491,1235,1376,917,792,267,534
E02003590,475,722,423,490,850,1026,1479,596,1389
E02003591,1057,1217,1019,1005,1399,1136,1174,424,795
E02003592,709,956,652,661,1102,1285,1781,723,1613
E02003593,408,522,355,412,730,868,1026,309,678
E02003594,908,1211,984,913,1282,1219,1246,471,985
E02003595,596,932,598,592,1081,1253,1446,506,1081
E02003596,733,1040,868,768,1162,1230,1299,479,1147
E02003597,478,646,366,484,797,818,1042,328,658
E02003598,570,873,603,619,1052,1159,1416,465,972
E02004242,415,511,388,438,733,800,1247,513,1383
E02004265,743,871,719,784,1132,1174,1302,458,1087
E02004266,1061,1023,916,1082,1197,1036,1053,384,640
E02004267,378,485,340,354,682,761,1019,305,711
E02004268,726,974,874,771,1200,1299,1620,609,1528
E02004275,642,708,475,551,966,1209,1421,501,946
E02004276,448,494,533,481,692,749,965,345,968
E02004277,984,1191,1254,1223,1487,1214,1124,454,1359
E02004278,889,1094,750,901,1342,1201,1178,437,978
E02004279,706,753,644,706,1098,1227,1275,452,908
E02004280,757,827,603,752,1101,1076,1160,461,872
E02004281,939,902,889,918,1093,953,882,294,446
E02004282,660,785,604,689,1077,1203,1597,608,1418
E02004283,858,1046,788,807,1208,1207,1289,495,971
E02004284,804,841,1480,1111,1307,1290,1268,416,953
E02004285,744,900,886,853,1177,926,896,315,768
E02004286,557,697,505,559,818,729,648,236,442
E02004287,603,704,467,621,854,741,784,290,507
E02004288,569,755,919,689,846,754,584,179,348
E02004289,852,813,744,785,1029,1081,1024,291,582
E02004801,434,637,354,459,799,936,1544,694,1790
E02006574,906,1042,829,853,1262,1446,1880,780,1739
E02006883,306,208,1187,1065,623,463,494,227,896
E02006885,386,273,1471,1250,808,706,779,322,1012
