geocode,female,male
E00098642,119,119
E00098643,189,176
E00098650,138,136
E00098654,96,95
E00098655,126,140
E00098656,168,149
E00098657,176,187
E00098658,156,129
E00098659,149,112
E00098660,145,143
E00098661,140,144
E00098662,160,155
E00098663,148,128
E00098664,140,146
E00098665,130,126
E00098666,127,125
E00098667,121,117
E00098668,173,134
E00098669,210,170
E00098670,147,144
E00098671,161,145
E00098672,145,127
E00098673,172,159
E00098674,191,182
E00098675,183,181
E00098676,222,197
E00098677,158,170
E00098678,205,205
E00098679,165,163
E00098680,169,139
E00098681,156,146
E00098683,181,152
E00098684,141,147
E00098685,164,164
E00098686,151,155
E00098687,151,137
E00143774,149,144
E00143775,173,153
E00143776,189,195
E00143778,131,120
E00143779,153,141
E00143780,155,145
E00143781,172,202
E00143782,180,154
E00143783,125,115
E00143785,234,177
E00143786,152,156
E00143787,134,118
E00143788,137,134
E00143789,177,176
E00143790,125,120
E00143791,144,132
E00143792,135,135
E00143793,211,214
E00143794,142,160
E00143795,155,125
E00143796,166,162
E00143797,152,137
E00143798,175,142
E00143799,179,168
E00143800,155,152
E00143801,155,153
E00143802,105,77
E00143803,137,147
E00143805,176,153
E00143806,139,159
E00143808,118,115
E00143809,172,171
E00143810,171,149
E00143811,163,140
E00143812,151,154
E00143813,163,144
E00143814,160,159
E00143815,195,199
E00143816,154,133
E00143817,67,65
E00143818,185,153
E00143819,131,125
E00143820,65,72
E00143822,137,127
E00143824,104,90
E00143825,161,150
E00143826,124,130
E00143827,139,145
E00143828,198,154
E00143829,146,135
E00143830,164,166
E00143831,199,161
E00143832,153,150
E00143833,132,127
E00143834,143,136
E00143835,174,162
E00143836,115,105
E00143837,139,99
E00143838,160,162
E00143839,131,127
E00143840,168,161
E00143841,143,124
E00143842,162,124
E00143843,157,150
E00143844,148,133
E00143845,197,200
E00143846,167,160
E00143847,174,162
E00143848,195,194
E00143849,158,157
E00143850,176,156
E00143851,157,138
E00143852,134,136
E00143853,220,173
E00143854,174,166
E00143855,153,136
E00143856,152,116
E00143857,161,165
E00143858,138,148
E00143859,196,210
E00143860,163,150
E00143861,144,137
E00143862,73,52
E00143863,138,151
E00143864,126,132
E00143865,206,191
E00143866,144,129
E00143867,152,137
E00143868,131,128
E00143869,82,96
E00143870,156,155
E00143872,161,134
E00143873,218,198
E00143874,145,134
E00143875,123,112
E00143876,128,141
E00143877,133,148
E00143878,186,178
E00143879,126,123
E00143880,158,156
E00143881,176,148
E00143882,169,163
E00143883,188,176
E00143884,184,118
E00143885,146,137
E00143886,283,288
E00143887,180,166
E00143888,160,143
E00143890,160,177
E00143891,128,110
E00143892,68,68
E00143893,143,141
E00143894,139,149
E00143895,113,138
E00143896,118,117
E00143897,184,176
E00143898,206,175
E00143899,126,139
E00143900,141,126
E00143901,176,172
E00143902,128,141
E00143903,137,130
E00143904,150,117
E00143905,123,124
E00143906,173,167
E00143908,146,140
E00143909,190,187
E00143910,231,233
E00143911,134,129
E00143912,153,163
E00143913,139,141
E00143914,137,150
E00143915,113,101
E00143916,137,121
E00143917,142,139
E00143918,139,134
E00143919,155,157
E00143920,167,156
E00143921,143,161
E00143922,134,125
E00143923,102,129
E00143924,131,117
E00143925,174,152
E00143926,202,234
E00143927,127,115
E00143928,136,120
E00143929,136,120
E00143930,96,126
E00143931,142,155
E00143932,171,127
E00143933,148,149
E00143934,106,100
E00143935,132,146
E00143936,155,161
E00143937,138,144
E00143938,153,161
E00143939,155,141
E00143940,197,198
E00143941,147,144
E00143942,135,131
E00143943,153,143
E00143944,153,122
E00143946,156,171
E00143947,176,177
E00143948,138,144
E00143949,141,138
E00143950,170,150
E00143951,129,111
E00143952,133,131
E00143953,142,107
E00143954,154,146
E00143955,139,131
E00143956,157,137
E00143957,172,164
E00143958,189,189
E00143960,133,166
E00143961,125,119
E00143962,152,170
E00143963,141,147
E00143964,141,116
E00143965,153,143
E00143966,137,130
E00143967,84,114
E00143968,134,126
E00143969,129,131
E00143970,117,142
E00143971,132,104
E00143972,170,146
E00143973,222,223
E00143974,163,144
E00143975,116,130
E00143976,160,140
E00143977,146,137
E00143978,144,145
E00143979,141,136
E00143980,176,177
E00143981,168,161
E00143982,161,163
E00143983,187,209
E00143984,79,79
E00143985,151,152
E00143986,166,164
E00143987,191,198
E00143988,186,192
E00143989,129,138
E00143990,258,249
E00143991,166,151
E00143992,111,104
E00143993,162,152
E00143994,177,182
E00143995,157,153
E00143996,152,135
E00143997,139,139
E00143998,159,157
E00143999,159,165
E00144000,260,240
E00144001,141,150
E00144002,167,160
E00144003,135,123
E00144004,108,103
E00144005,161,153
E00144006,159,175
E00144007,159,154
E00144008,177,149
E00144009,163,139
E00144010,146,151
E00144011,114,129
E00144012,151,159
E00144013,296,270
E00144014,133,136
E00144015,228,244
E00144016,158,144
E00144017,190,178
E00144019,149,132
E00144020,197,162
E00144023,142,152
E00144026,155,149
E00144027,170,187
E00144028,132,115
E00144029,252,241
E00144030,151,204
E00144031,148,144
E00144032,134,157
E00144033,150,156
E00144034,126,133
E00144035,152,138
E00144036,141,141
E00144037,125,137
E00144038,185,160
E00144039,161,142
E00144040,169,163
E00144041,139,141
E00144042,235,202
E00144043,178,169
E00144044,155,159
E00144045,206,226
E00144046,142,129
E00144047,185,181
E00144048,161,167
E00144049,155,135
E00144050,184,174
E00144051,185,189
E00144052,128,103
E00144053,129,156
E00144054,132,120
E00144055,110,143
E00144056,115,108
E00144057,194,198
E00144058,158,161
E00144059,125,107
E00144060,123,138
E00144061,137,118
E00144062,72,92
E00144063,155,162
E00144064,112,149
E00144065,209,192
E00144066,157,151
E00144067,124,130
E00144068,100,104
E00144069,166,169
E00144070,136,147
E00144071,183,170
E00144072,121,113
E00144073,143,128
E00144074,204,188
E00144075,157,145
E00144076,129,123
E00144077,162,157
E00144078,142,127
E00144079,136,155
E00144080,168,169
E00144081,181,176
E00144082,164,126
E00144083,147,140
E00144084,179,190
E00144085,162,173
E00144086,91,92
E00144087,136,137
E00144088,141,135
E00144089,142,121
E00144090,168,162
E00144091,137,129
E00144092,152,143
E00144093,147,118
E00144094,175,183
E00144095,159,136
E00144096,185,170
E00144097,239,234
E00144098,129,112
E00144099,189,172
E00144100,194,177
E00144101,161,190
E00144102,144,105
E00144103,159,165
E00144104,165,141
E00144106,146,144
E00144107,108,118
E00144256,178,156
E00144257,198,222
E00144258,213,176
E00144259,159,132
E00144260,112,118
E00144261,153,165
E00144263,190,136
E00144264,151,153
E00144265,184,152
E00144266,253,224
E00144302,152,150
E00144303,177,186
E00144304,187,200
E00144305,116,112
E00144306,134,144
E00144308,161,137
E00144309,185,157
E00144310,134,105
E00144311,176,193
E00144312,157,140
E00144313,143,137
E00144314,141,132
E00144315,136,119
E00144316,143,126
E00144317,110,109
E00144318,131,122
E00170734,119,103
E00170735,260,263
E00173397,100,84
E00173398,138,150
E00173399,148,136
E00173400,161,145
E00173401,118,114
E00173402,163,168
E00173403,142,142
E00173404,142,154
E00173405,136,130
E00173406,157,135
E00173407,147,167
E00173408,183,180
E00173409,97,89
E00173410,147,142
E00173411,174,145
E00173412,122,83
E00173413,120,123
E00173414,100,93
E00173415,107,125
E00173416,173,167
E00173417,143,120
E00173418,161,162
E00173419,150,151
E00173420,138,124
E00173421,132,132
E00173422,142,130
E00173423,169,171
E00173424,168,181
E00173438,125,109
E00173439,157,160
