geocode,asian,black,mixed,other,white
E02000002,820,1133,330,89,4403
E02000003,2284,1618,433,224,5486
E02000004,313,649,186,28,5006
E02000005,1050,1445,313,80,5674
E02000007,526,1997,307,55,5906
E02000008,883,2010,478,141,8057
E02000009,1220,1581,366,92,5136
E02000010,638,1641,280,94,5962
E02000011,682,1146,202,51,4106
E02000012,3941,969,427,211,4340
E02000013,657,1492,374,89,5790
E02000014,630,1650,362,133,6627
E02000015,429,1913,343,92,4786
E02000016,2676,2073,437,219,2271
E02000017,4279,1066,299,197,2657
E02000018,863,1769,415,141,5702
E02000019,748,1826,324,91,5287
E02000020,2317,2014,415,230,4300
E02000021,717,2219,322,98,4548
E02000022,1479,3149,497,297,3355
E02000023,783,2337,328,106,2928
E02000065,533,3354,359,100,3320
E02000066,1026,3065,327,122,5101
E02000067,794,1435,313,120,6088
E02000068,646,1554,274,89,4825
E02000069,620,754,170,44,4606
E02000070,643,523,158,63,6488
E02000071,506,391,177,29,6197
E02000072,436,2433,391,113,8361
E02000073,950,501,183,103,8987
E02000074,366,820,150,31,6288
E02000075,526,232,129,32,7029
E02000077,759,366,139,76,6483
E02000078,221,316,133,48,6947
E02000079,598,213,180,64,6810
E02000080,957,456,209,123,7685
E02000081,395,225,129,36,6728
E02000082,596,326,121,74,7759
E02000083,427,525,192,40,8587
E02000084,763,326,218,66,9268
E02000085,337,214,187,50,7105
E02000086,307,91,123,24,6783
E02000087,463,138,158,24,6796
E02000088,359,111,107,57,7103
E02000089,258,167,126,41,7191
E02000090,416,172,180,56,7902
E02000091,534,231,213,42,8662
E02000092,270,303,188,48,5617
E02000127,430,819,335,69,6830
E02000128,343,204,227,77,6443
E02000133,685,200,202,74,8445
E02000134,631,552,503,143,8944
E02000136,462,225,132,43,4866
E02000140,266,679,264,50,6782
E02000142,576,286,246,117,7060
E02000144,716,411,398,176,6980
E02000145,275,919,302,68,6522
E02000146,446,274,319,50,7235
E02000148,387,156,147,57,5838
E02000149,290,397,187,44,6790
E02000151,390,104,146,34,6900
E02000152,326,402,273,51,5520
E02000153,258,184,191,27,7095
E02000154,572,237,188,41,6921
E02000155,275,277,128,36,6189
E02000157,370,77,141,51,7325
E02000158,249,393,213,44,6465
E02000159,326,137,145,57,6147
E02000160,165,119,173,51,7348
E02000161,548,191,165,78,7428
E02000162,348,114,133,38,6060
E02000163,286,97,132,29,7106
E02000165,102,68,116,44,6715
E02000313,271,2675,294,91,3235
E02000314,1268,5767,759,245,5125
E02000315,626,3161,400,146,4747
E02000316,1526,2595,631,288,5710
E02000317,1079,2621,501,127,4042
E02000318,3455,2280,464,196,3447
E02000319,2547,2997,563,303,4561
E02000320,790,1637,378,132,3687
E02000321,1043,1988,420,134,3615
E02000323,2206,3492,578,232,4166
E02000324,1109,1293,393,123,4397
E02000326,848,938,398,104,4782
E02000327,734,2272,412,159,3248
E02000328,384,435,290,105,5392
E02000329,768,1027,276,149,3960
E02000331,999,1227,395,140,5070
E02000332,584,1149,422,127,4971
E02000333,358,308,226,71,5306
E02000334,712,892,307,138,4420
E02000335,319,204,178,57,5791
E02000337,508,687,247,133,6331
E02000339,295,164,163,35,5313
E02000340,388,273,153,90,5184
E02000341,444,856,340,168,5875
E02000342,506,392,242,67,5246
E02000343,387,546,230,162,5350
E02000344,399,370,177,115,5326
E02000464,183,376,119,32,5741
E02000465,214,523,141,29,7023
E02000466,321,472,208,27,7259
E02000467,274,988,325,55,8001
E02000468,304,381,150,34,6913
E02000469,257,643,146,49,5348
E02000470,309,233,146,30,7169
E02000471,236,195,116,23,6887
E02000472,422,369,142,42,8014
E02000473,547,328,159,41,8513
E02000474,397,437,194,73,7242
E02000475,540,224,194,66,8172
E02000476,782,584,276,91,6681
E02000477,455,172,156,52,8525
E02000478,1117,193,99,68,4408
E02000479,578,388,229,56,6883
E02000480,1038,936,314,122,7385
E02000481,161,74,109,22,7427
E02000482,227,56,74,23,6016
E02000483,202,127,120,45,7120
E02000484,343,257,152,49,7398
E02000485,275,153,162,28,7368
E02000486,270,222,128,34,6712
E02000487,132,56,83,28,7544
E02000488,239,162,84,22,6924
E02000489,503,532,156,16,6677
E02000490,257,503,182,34,6852
E02000491,355,950,239,62,7220
E02000492,192,253,92,32,5703
E02000493,415,694,238,39,4824
E02000661,439,634,296,98,4875
E02000665,604,1345,505,207,5255
E02000668,763,1046,351,87,4410
E02000675,788,1403,500,269,5244
E02000678,477,1912,388,145,3165
E02000683,367,1597,375,191,3914
E02000714,2633,2185,443,334,2538
E02000715,4016,1473,314,241,1337
E02000716,3779,1283,340,199,1753
E02000717,5040,1287,241,267,1266
E02000718,3342,1648,346,325,1183
E02000719,2584,1990,384,316,2942
E02000720,4353,1001,290,190,1649
E02000721,6189,1404,316,262,1494
E02000722,2383,1680,478,376,3309
E02000723,8475,761,203,267,894
E02000724,6859,965,213,262,1116
E02000725,2456,1896,483,351,3690
E02000727,6367,755,210,172,801
E02000728,5949,564,213,302,1199
E02000729,3124,1274,285,298,2099
E02000730,6666,974,182,205,965
E02000731,7109,879,243,335,1507
E02000732,4337,1308,300,343,1278
E02000733,2747,2716,699,402,3190
E02000734,2469,2131,467,216,2359
E02000735,4128,1255,287,274,1638
E02000736,3995,1727,378,348,2123
E02000737,4160,1622,449,399,2804
E02000738,4281,1188,365,338,2295
E02000739,2459,1653,350,269,2163
E02000740,1524,2055,426,186,2588
E02000741,2957,1851,366,314,2773
E02000742,2759,1878,472,298,2598
E02000743,1789,2462,436,187,2992
E02000744,1742,2015,410,285,3577
E02000745,1883,2117,420,265,3456
E02000746,2010,1648,387,223,3114
E02000747,2252,2377,634,462,4921
E02000748,1238,1184,315,164,3339
E02000749,1079,2560,468,264,3812
E02000750,2183,2597,631,365,4903
E02000751,1405,312,353,133,8219
E02000752,859,686,371,78,4821
E02000753,921,530,307,109,4271
E02000754,939,484,329,102,4586
E02000755,689,386,290,59,3794
E02000756,2843,842,465,263,8217
E02000757,1753,515,605,182,8461
E02000758,2033,592,223,194,2911
E02000759,2232,1263,700,285,7564
E02000760,2166,566,296,192,3737
E02000762,3167,368,202,193,2360
E02000763,2987,680,295,209,2757
E02000764,2370,495,529,189,8282
E02000765,3377,385,235,173,2149
E02000767,3727,549,279,190,2871
E02000768,1070,305,269,72,3944
E02000769,4646,2365,799,302,6145
E02000770,4490,683,281,227,1881
E02000772,4261,891,375,288,2131
E02000773,5602,964,371,328,1933
E02000774,4505,772,240,305,1396
E02000776,3949,547,237,125,1514
E02000777,854,434,364,99,4132
E02000779,4837,662,281,322,1649
E02000780,9717,1596,475,567,2311
E02000781,7916,1255,459,390,3652
E02000782,5811,1376,281,350,1471
E02000783,4106,1245,325,312,1267
E02000896,392,379,349,105,7589
E02000897,554,785,398,193,6147
E02000901,806,663,467,209,7226
E02000915,1890,1269,470,350,4664
E02000918,2216,1538,562,417,4393
E02000921,2543,2866,623,562,4407
E02000922,2189,2733,613,362,4626
E02003279,168,69,81,22,9024
E02003280,309,143,139,27,9108
E02003281,160,83,121,40,8815
E02003282,605,195,184,66,8921
E02003283,310,90,164,34,9877
E02003284,268,230,237,65,10413
E02003285,860,423,315,100,9149
E02003286,103,33,90,16,8912
E02003287,441,170,152,36,8911
E02003288,823,520,327,89,9245
E02003289,161,53,217,35,9617
E02003290,301,322,331,72,9019
E02003291,214,134,224,48,10539
E02003292,366,418,415,73,9858
E02003293,703,481,314,112,9453
E02003294,296,95,157,26,8641
E02003295,352,188,183,36,9521
E02003296,65,92,69,9,6805
E02003297,52,88,96,24,6953
E02003298,71,134,82,15,6758
E02003299,108,84,106,30,5787
E02003300,197,144,94,25,7198
E02003301,248,671,183,35,8349
E02003302,219,942,187,43,8583
E02003303,80,436,145,37,7038
E02003304,458,388,131,37,8300
E02003305,219,140,58,26,5327
E02003307,124,679,188,24,8850
E02003308,43,212,77,11,6021
E02003309,417,319,146,37,6506
E02003310,544,1915,332,89,8774
E02003311,854,827,233,89,6432
E02003312,585,1187,229,107,5978
E02003313,245,1702,183,57,10868
E02003314,67,65,43,12,6123
E02003315,101,49,69,14,5323
E02003316,163,82,97,14,9336
E02003317,303,94,70,27,5409
E02003318,454,121,59,20,5344
E02003319,500,151,188,38,6891
E02003320,664,394,232,108,6860
E02003321,154,173,109,41,5610
E02003322,713,538,192,84,5448
E02003323,216,185,191,93,6580
E02003324,213,307,185,36,8248
E02003325,765,300,201,151,5583
E02003326,395,293,195,50,6854
E02003327,446,118,205,94,6451
E02003328,1087,413,268,134,6377
E02003329,913,212,171,128,5232
E02003330,420,162,163,66,5944
E02003331,214,71,148,19,8337
E02003332,341,135,110,31,5385
E02003333,423,400,230,123,5528
E02003334,982,226,149,62,4542
E02003335,276,441,195,76,6147
E02003336,168,20,86,19,5563
E02003337,293,244,221,64,6239
E02003338,170,86,138,51,6585
E02003339,718,79,137,33,5310
E02003340,164,238,134,49,7207
E02003341,70,29,61,30,5258
E02003342,174,52,115,29,5900
E02003343,344,39,55,32,5484
E02003344,161,185,122,30,6524
E02003345,138,52,57,32,5624
E02003346,315,141,91,12,5669
E02003347,121,191,95,9,5812
E02003348,514,52,108,41,7288
E02003349,177,61,79,15,7146
E02003350,118,150,89,10,5924
E02003351,160,114,118,15,7494
E02003719,971,253,284,95,7539
E02003720,1033,177,296,101,7463
E02003721,760,144,243,183,8075
E02003722,587,114,241,85,7602
E02003723,1374,81,358,112,7860
E02003724,797,261,351,269,8229
E02003725,1899,177,525,214,12202
E02003726,858,128,304,169,6874
E02003727,825,179,289,149,7810
E02003728,1214,192,308,227,7445
E02003729,1319,147,241,151,6922
E02003730,834,114,245,114,6727
E02003731,1147,130,259,134,7457
E02003732,137,54,123,31,8393
E02003733,65,25,79,14,8193
E02003734,242,142,222,63,11104
E02003735,260,83,167,35,7938
E02003736,105,46,121,16,9612
