geocode,employee,inactive,self-employed,student,unemployed
E01007328,637,529,88,28,94
E01007330,682,417,93,31,46
E01007332,827,580,99,33,107
E01007333,425,359,39,24,82
E01007348,424,444,63,21,69
E01007349,475,438,97,25,72
E01007350,392,376,78,16,30
E01007351,526,339,97,19,55
E01007352,464,384,58,19,79
E01007353,656,349,98,31,52
E01007354,630,433,117,32,51
E01007364,468,417,58,30,41
E01007365,406,348,47,18,52
E01007366,912,410,136,33,49
E01007367,416,305,41,28,49
E01007368,651,369,84,25,65
E01007369,491,429,68,21,97
E01007370,457,409,72,16,79
E01007371,761,502,91,27,71
E01007372,347,398,45,19,58
E01007373,484,486,66,28,95
E01007374,525,445,82,21,32
E01007375,585,463,104,21,44
E01007376,504,379,62,20,72
E01007377,367,298,53,10,69
E01007378,418,535,51,18,100
E01007448,672,390,79,19,103
E01007449,744,416,102,30,97
E01007451,637,407,82,29,74
E01007455,559,373,70,21,41
E01007464,555,382,55,31,79
E01007465,522,354,70,29,66
E01007466,539,438,40,22,129
E01007467,594,357,54,32,51
E01007468,473,384,85,12,11
E01007469,541,282,81,24,49
E01007470,552,315,61,23,68
E01007471,730,264,86,43,27
E01007472,463,473,58,28,98
E01007473,604,331,71,15,58
E01007474,351,444,28,12,61
E01007475,782,261,79,30,23
E01007476,530,313,98,24,36
E01007477,593,329,72,21,25
E01007478,624,389,87,23,34
E01007479,606,387,81,18,54
E01007480,591,303,75,26,70
E01007482,440,397,46,15,62
E01007483,639,298,78,21,42
E01007484,571,296,89,19,32
E01007485,714,243,90,29,31
E01007486,489,406,49,15,44
E01007487,588,401,78,23,65
E01007488,610,460,187,20,44
E01007489,731,326,111,26,49
E01007490,525,403,142,22,51
E01007491,561,465,33,31,122
E01007492,452,441,63,21,81
E01007493,744,355,106,29,49
E01007494,704,318,84,21,60
E01007495,701,421,79,29,130
E01007496,509,387,49,28,127
E01007497,503,345,50,20,66
E01007498,614,348,82,33,96
E01007499,429,422,44,31,85
E01007500,409,326,42,31,65
E01007501,536,368,81,25,41
E01007502,1514,318,186,42,51
E01007503,772,348,85,21,32
E01007504,604,369,72,32,70
E01007505,679,423,98,29,56
E01007506,446,383,56,33,99
E01007507,411,354,49,21,105
E01007508,543,409,51,26,132
E01007509,552,488,50,24,121
E01007510,627,329,70,24,78
E01007511,496,419,83,21,105
E01007512,741,274,102,26,48
E01007513,508,331,85,17,53
E01007514,619,274,75,18,133
E01007515,584,376,83,23,60
E01007516,595,269,66,36,30
E01007517,640,342,63,28,79
E01007518,610,317,109,30,31
E01007519,557,227,74,29,51
E01007520,471,414,96,26,26
E01007521,510,337,120,25,36
E01007522,478,411,54,18,80
E01007523,598,336,106,27,31
E01007524,572,374,111,22,42
E01007525,513,323,80,19,77
E01007526,592,362,129,26,45
E01007527,1128,402,180,49,57
E01007528,455,311,58,18,52
E01007529,594,851,58,20,173
E01007530,405,305,72,15,80
E01007531,568,427,73,19,96
E01007532,456,604,55,31,198
E01007533,574,329,67,19,64
E01007534,775,487,66,37,178
E01007535,681,305,54,15,75
E01007536,880,405,103,31,100
E01007537,667,384,114,24,85
E01007538,550,361,89,27,67
E01007539,503,340,63,28,82
E01007540,649,365,81,31,62
E01007541,513,393,77,25,66
E01007542,538,542,68,21,106
E01007543,394,573,60,17,65
E01007544,347,674,28,16,117
E01007545,664,281,69,29,79
E01007546,542,333,56,22,85
E01007547,569,362,51,23,114
E01007548,375,263,29,20,64
E01007549,488,422,47,19,76
E01007550,645,410,50,28,58
E01007551,695,377,91,29,36
E01007552,595,306,72,23,37
E01007553,715,361,131,30,25
E01007554,731,355,97,19,38
E01007555,436,463,44,21,74
E01007556,484,334,53,12,77
E01007557,740,1478,145,22,128
E01007558,623,339,69,25,37
E01007559,389,399,99,15,34
E01007560,579,392,83,27,41
E01007561,590,312,78,26,29
E01007562,552,327,85,18,41
E01007563,417,394,64,17,101
E01007564,527,329,51,43,84
E01007565,626,311,85,31,36
E01007566,549,419,53,39,95
