geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E01004896,522,5,25,4,0
E01004933,482,2,77,7,1
E01004934,391,4,38,118,9
E01004935,589,10,72,33,1
E01004937,499,3,39,15,2
E01004940,538,7,42,29,0
E01006212,471,6,39,53,1
E01006213,293,8,164,244,1
E01006214,375,8,123,90,0
E01006215,326,17,107,284,1
E01006216,672,6,118,82,5
E01006217,571,11,119,233,0
E01006218,507,7,226,123,1
E01006219,440,10,64,9,0
E01006220,421,15,71,259,2
E01006221,569,4,112,10,0
E01006222,588,3,42,9,2
E01006223,552,5,141,16,3
E01006224,477,3,34,2,2
E01006225,537,7,58,42,1
E01006226,622,8,81,37,2
E01006227,513,4,53,49,2
E01006228,502,5,167,55,1
E01006239,346,25,61,575,1
E01006240,193,8,39,389,0
E01006241,400,5,82,275,0
E01006242,594,11,85,65,5
E01006243,707,7,143,18,1
E01006244,464,15,211,155,3
E01006245,745,9,197,123,7
E01006246,447,12,68,200,5
E01006247,479,5,30,40,1
E01006248,185,18,27,565,1
E01006249,331,7,41,257,6
E01006252,558,2,58,20,1
E01006261,462,15,52,126,0
E01006262,304,12,40,266,1
E01006263,606,2,23,8,2
E01006264,497,3,17,6,0
E01006265,478,10,96,35,0
E01006266,579,7,30,10,0
E01006267,282,21,33,453,1
E01006268,488,10,125,94,0
E01006269,494,15,78,146,2
E01006270,308,16,38,302,0
E01006272,493,8,136,64,0
E01006273,405,5,74,177,1
E01006274,327,14,74,248,0
E01006275,254,16,45,338,1
E01006276,723,6,117,22,0
E01006277,583,4,23,14,4
E01006278,579,3,53,59,3
E01006279,562,2,42,6,1
E01006280,462,11,58,95,1
E01006281,650,4,66,4,1
E01006282,465,14,57,150,0
E01006283,327,17,90,246,2
E01006284,368,15,68,197,1
E01006285,662,5,42,4,1
E01006286,542,9,31,60,0
E01006287,439,3,27,9,0
E01006288,289,18,31,396,2
E01006289,284,35,55,486,3
E01006290,551,4,56,7,1
E01006291,435,11,99,128,3
E01006292,536,10,66,30,6
E01006293,412,19,81,211,6
E01006294,574,6,268,60,1
E01006295,474,14,130,183,2
E01006296,281,12,96,321,0
E01006297,294,11,129,326,12
E01006298,281,16,85,278,17
E01006299,685,6,110,25,1
E01006300,547,7,23,33,0
E01006301,492,2,23,15,0
E01006302,541,4,82,29,2
E01006303,535,5,54,7,0
E01006304,491,10,41,89,1
E01006309,315,14,109,194,1
E01006310,293,17,143,245,0
E01006322,378,13,146,140,0
E01006323,354,4,190,90,0
E01006324,365,6,88,155,0
E01006325,491,0,84,53,0
E01006326,443,8,143,64,1
E01006327,218,2,61,339,0
E01006328,378,11,236,54,1
E01006329,272,9,79,116,0
E01006330,581,5,43,23,16
E01006331,583,6,29,21,1
E01006332,546,7,226,75,2
E01006333,517,11,227,81,7
E01006334,458,14,324,41,0
E01006335,475,5,216,79,2
E01006336,182,18,44,490,0
E01006337,477,6,56,115,4
E01006338,467,5,162,100,1
E01006339,536,1,39,19,0
E01006340,371,5,87,182,0
E01006341,389,18,108,239,1
E01006342,357,16,82,229,2
E01006343,573,4,49,11,12
E01006344,280,10,44,261,1
E01006345,609,5,33,25,0
E01006346,623,13,200,129,9
E01006347,590,9,34,5,4
E01006348,628,4,43,5,0
E01006349,459,12,313,100,2
E01006351,172,32,96,630,0
E01006352,452,13,182,105,2
E01006353,536,4,75,40,1
E01006354,358,15,75,199,1
E01006355,543,9,117,20,5
E01006358,477,11,135,182,0
E01006359,371,13,79,146,1
E01006364,517,13,73,211,0
E01006365,704,11,83,21,1
E01006366,538,12,59,188,1
E01006367,648,3,27,20,1
E01006368,581,8,74,51,2
E01006376,344,11,44,293,2
E01006381,592,4,81,24,8
E01006393,550,3,49,2,1
E01006394,624,2,19,2,1
E01006395,815,2,38,3,1
E01006399,457,7,125,110,2
E01006400,477,0,25,2,0
E01006401,535,3,22,3,2
E01006402,452,2,12,4,1
E01006403,644,4,32,2,0
E01006404,388,6,125,183,1
E01006405,365,9,72,194,6
E01006406,544,3,48,31,0
E01006407,540,2,39,8,2
E01006408,367,7,55,213,2
E01006409,559,2,21,6,2
E01006410,495,3,23,16,1
E01006411,193,18,72,551,0
E01006459,484,4,87,39,0
E01006460,221,8,59,373,0
E01006461,309,11,45,253,1
E01006462,518,8,71,42,0
E01006463,387,12,238,315,19
E01006464,457,23,38,209,0
E01006466,489,15,107,164,1
E01006496,407,5,42,149,3
E01006497,370,10,37,54,1
E01006498,477,3,41,25,2
E01006499,508,4,109,59,1
E01006500,239,6,22,196,1
E01006501,420,3,81,45,13
E01006502,699,5,60,3,0
E01006503,484,8,26,24,2
E01006504,253,7,47,263,3
E01006505,322,16,43,318,1
E01006802,538,10,50,146,3
E01006803,550,11,32,8,0
E01006804,540,14,32,74,0
E01006805,424,13,37,146,0
E01006806,584,5,24,10,0
E01006807,562,5,12,7,1
E01006808,507,2,26,4,0
E01006809,563,2,36,7,0
E01006810,469,2,9,11,2
E01006811,461,7,30,114,1
E01006812,268,15,34,276,0
E01006813,426,13,91,165,2
E01006814,567,2,18,13,2
E01006815,384,6,43,120,4
E01006816,216,18,90,372,10
E01006817,188,11,62,361,1
E01006818,464,3,26,37,0
E01006819,418,3,56,130,1
E01006820,285,11,90,219,6
E01006821,266,9,68,308,1
E01006822,507,2,25,23,2
E01006823,542,8,15,4,1
E01006824,493,5,15,3,1
E01006825,556,9,32,2,8
E01006826,344,15,26,260,3
E01006827,550,2,52,10,0
E01006828,796,11,52,16,2
E01006829,436,5,65,12,0
E01006830,162,15,48,312,1
E01006831,439,4,133,81,5
E01006832,398,13,136,230,4
E01006833,551,11,142,30,20
E01006834,325,8,139,137,1
E01006835,494,8,77,68,0
E01006836,393,8,52,146,1
E01006837,466,6,57,84,1
E01006838,427,7,120,135,29
E01006839,421,7,29,114,1
E01006840,546,5,56,62,0
E01006841,570,13,20,42,0
E01006842,274,20,75,288,0
E01006843,364,9,54,114,2
E01006844,394,12,148,216,1
E01006845,441,15,157,72,0
E01006846,550,2,32,31,1
E01006847,221,12,28,423,1
E01006848,496,6,54,72,1
E01006849,260,17,23,346,2
E01006850,336,15,48,338,1
E01006851,434,8,25,90,2
E01006852,495,1,18,10,1
E01006853,472,4,34,65,2
E01006854,453,8,69,109,1
E01006855,445,11,36,146,0
E01006856,476,10,101,20,7
E01006857,533,3,40,29,1
E01006858,315,3,63,211,5
E01006859,558,4,84,25,23
E01006860,379,17,62,165,2
E01006861,169,8,39,408,7
E01006862,283,14,32,252,0
E01006863,324,16,179,273,37
E01006864,613,6,146,52,1
E01006865,349,15,66,394,16
E01006866,289,20,39,289,5
E01006867,646,6,61,65,6
E01006868,316,10,65,264,1
E01006869,387,9,81,177,1
E01006870,394,12,168,64,10
E01006871,239,19,96,313,2
E01006872,253,6,250,265,3
E01006873,125,15,40,309,6
E01006874,170,12,139,262,0
E01006875,265,10,108,125,1
E01006876,495,12,136,32,4
E01006877,361,20,131,218,4
E01006878,482,3,93,69,1
E01006879,364,14,46,173,1
E01006880,276,12,136,331,8
E01006881,282,15,148,262,28
E01006882,467,4,14,13,1
E01006883,515,8,58,25,1
E01006884,529,6,31,57,0
E01006885,491,6,32,15,2
E01006886,539,3,29,6,1
E01006887,421,16,47,103,5
E01006888,467,0,25,7,0
E01006889,521,1,34,12,2
E01006890,488,4,72,51,1
E01006891,452,8,26,52,0
E01006892,429,4,28,19,2
E01006893,482,9,83,42,1
E01006894,495,5,33,51,0
E01006895,598,6,34,4,3
E01006896,612,8,33,5,2
E01006897,497,8,46,76,2
E01006898,484,9,55,195,1
E01006899,502,8,171,130,2
E01006900,818,5,159,71,13
E01006901,459,2,58,12,2
E01006903,317,18,93,322,2
E01006904,425,8,71,166,0
E01006905,257,9,22,295,1
E01006906,488,6,125,42,0
E01006907,483,5,69,107,4
E01006908,263,4,59,278,0
E01006909,118,12,31,336,0
E01006910,387,5,115,232,10
E01006911,562,3,33,15,3
E01006912,284,10,80,239,0
E01006913,241,11,18,254,1
E01006914,499,4,15,6,3
E01006915,423,11,65,170,2
E01006916,487,11,81,80,1
E01006917,623,6,22,22,1
E01006918,428,8,60,15,0
E01006919,265,10,84,282,2
E01012367,292,6,158,310,10
E01012368,513,13,127,194,2
E01012369,409,9,37,163,1
E01012370,481,6,286,37,1
E01012374,939,7,119,9,1
E01012375,534,3,17,4,1
E01012376,837,0,76,9,0
E01012377,402,14,48,279,2
E01012378,566,4,32,38,0
E01012379,466,4,108,56,0
E01012380,259,10,32,270,0
E01012381,108,7,21,485,35
E01012382,176,7,21,483,22
E01012383,451,14,47,233,11
E01012384,437,6,42,261,2
E01012386,638,0,22,1,0
E01012387,472,0,28,6,1
E01012388,412,10,57,247,4
E01012389,708,4,27,4,2
E01012390,443,19,49,166,1
E01012391,607,24,128,209,7
E01012392,809,4,83,14,0
E01012393,764,6,89,6,0
E01012394,418,14,53,188,2
E01012395,592,7,18,3,0
E01012398,367,6,32,108,0
E01012400,416,5,54,32,0
E01012401,703,5,54,23,2
E01012402,325,10,53,267,1
E01012403,269,7,46,323,2
E01012404,454,2,38,75,8
E01012405,659,8,72,95,2
E01012410,477,0,41,14,1
E01012411,495,3,55,37,1
E01012412,384,14,108,176,2
E01012413,339,6,82,235,1
E01012414,453,6,37,8,0
E01012419,215,8,18,244,1
E01012420,174,22,38,511,1
E01012421,509,5,20,2,0
E01012422,273,11,46,297,5
E01012423,513,3,60,59,5
E01012424,251,14,57,437,2
E01012425,402,6,76,208,0
E01012426,492,6,47,27,0
E01012427,445,2,57,145,0
E01012428,601,5,275,143,0
E01012429,379,13,63,170,2
E01012430,268,9,240,364,3
E01012431,610,7,318,76,0
E01012434,514,3,46,13,25
E01012441,415,17,265,379,2
E01012442,240,9,38,329,2
E01012443,447,3,87,63,1
E01012444,89,1,14,322,1
E01012445,118,6,27,400,2
E01012446,512,0,9,6,0
E01012447,481,4,8,1,0
E01012448,463,0,29,5,1
E01012449,624,1,13,2,1
E01012450,520,9,40,29,35
E01012451,415,5,42,185,1
E01012452,693,2,37,0,0
E01012453,259,12,53,330,0
E01012454,507,9,179,162,2
E01012455,296,10,126,442,2
E01012457,385,12,251,124,5
E01012458,646,7,248,108,2
E01012459,252,1,43,325,1
E01012460,340,4,56,227,2
E01012461,475,1,35,12,12
E01012462,420,5,95,81,32
E01012463,474,2,23,7,0
E01012464,368,7,52,169,3
E01012465,415,6,87,93,7
E01012466,235,6,56,409,1
E01012467,499,3,16,2,2
E01012468,770,13,78,48,5
E01012469,513,6,65,39,1
E01012470,343,5,29,120,0
E01012471,461,4,38,2,2
E01012472,634,4,33,68,1
E01012473,613,6,29,29,1
E01012474,373,5,59,172,2
E01012475,490,2,79,71,1
E01012476,531,8,65,63,1
E01012477,559,5,42,4,0
E01012478,428,6,73,108,2
E01012479,350,2,191,242,8
E01012480,403,12,318,187,1
E01012481,449,6,128,129,2
E01012482,411,13,103,315,27
E01012483,298,17,123,443,2
E01012485,488,4,35,117,16
E01012486,574,11,34,9,3
E01012487,574,3,41,32,2
E01012488,660,7,45,4,0
E01012489,640,3,34,4,0
E01012490,589,6,30,3,1
E01012491,468,5,27,119,2
E01012492,574,5,25,4,1
E01012493,605,5,39,5,15
E01012494,588,1,49,6,5
E01012495,533,2,95,4,9
E01012496,521,0,23,37,4
E01012497,299,2,30,184,1
E01012498,364,6,58,225,3
E01012499,629,2,70,23,15
E01012500,539,3,49,2,0
