geocode,all
E01020001,4.52
E01020041,9.12
E01020042,17.69
E01020044,0.34
E01020049,0.19
E01020060,44.27
E01020061,29.8
E01020068,0.38
E01020069,0.36
E01020070,0.3
E01020072,0.29
E01020073,0.44
E01020076,0.5
E01020077,0.31
E01020083,0.62
E01020084,43.82
E01020085,31.56
E01020086,2.84
E01020087,0.19
E01020088,0.26
E01020089,38.16
E01020090,0.99
E01020091,0.62
E01020092,9.16
E01020093,7.89
E01020094,42.47
E01020095,84.74
E01020096,45.77
E01020097,0.23
E01020098,0.25
E01020102,42.78
E01020103,60.66
E01020104,69.06
E01020105,11.14
E01020106,3.91
E01020107,2.73
E01020108,0.72
E01020109,0.87
E01020110,2.33
E01020119,0.5
E01020120,0.78
E01020121,1.17
E01020122,0.44
E01020123,26.48
E01020124,13.34
E01020125,31.12
E01020127,0.24
E01020128,13.88
E01020129,28.38
E01020130,103.93
E01020131,0.16
E01020132,11.7
E01020133,30.04
E01020134,16.46
E01020135,25.7
E01020136,1.14
E01020137,24.27
E01020138,0.26
E01020139,57.21
E01020140,6.28
E01020141,31.52
E01020275,37.91
E01020276,3.67
E01020277,15.03
E01020278,0.55
E01020279,16.97
E01020280,70.15
E01020282,32.87
E01020284,57.44
E01020287,0.21
E01020296,0.45
E01020297,56.82
E01020298,11.57
E01020300,9.55
E01020303,0.34
E01020304,16.55
E01020305,17.01
E01020306,36.3
E01020307,1.33
E01020308,0.33
E01020311,0.34
E01020320,0.2
E01020321,0.4
E01020322,0.22
E01020326,0.66
E01020327,41.09
E01020328,24.01
E01020330,27.36
E01029328,0.41
E01029338,0.08
E01033233,13.84
