geocode,female,male
E00001687,154,155
E00001939,159,173
E00001941,178,185
E00001955,187,178
E00001969,158,160
E00001971,179,187
E00002019,164,169
E00002022,117,112
E00007839,126,136
E00007840,137,140
E00007841,103,82
E00007842,111,122
E00007843,161,153
E00007844,129,157
E00007845,137,123
E00007846,131,125
E00007847,121,112
E00007848,146,149
E00007849,142,128
E00007850,123,119
E00007851,138,121
E00007852,182,165
E00007853,215,198
E00007854,106,98
E00007855,113,107
E00007856,172,141
E00007857,125,124
E00007858,142,126
E00007859,114,115
E00007860,164,136
E00007861,113,111
E00007862,135,157
E00007863,119,80
E00007864,60,80
E00007865,129,120
E00007866,175,157
E00007867,123,106
E00007869,101,105
E00007870,123,125
E00007871,148,141
E00007872,159,161
E00007873,123,107
E00007874,160,106
E00007875,122,130
E00007876,120,125
E00007877,119,114
E00007878,152,158
E00007879,104,88
E00007880,103,99
E00007881,163,153
E00007882,129,144
E00007883,106,122
E00007884,158,146
E00007885,148,139
E00007886,105,130
E00007887,137,144
E00007888,133,129
E00007889,131,134
E00007890,168,145
E00007891,175,144
E00007892,157,148
E00007893,155,146
E00007894,153,136
E00007895,179,181
E00007896,123,128
E00007897,137,167
E00007898,155,143
E00007899,124,131
E00007900,187,180
E00007901,123,115
E00007902,202,176
E00007903,183,153
E00007904,233,189
E00007905,172,193
E00007906,186,163
E00007907,169,147
E00007908,193,162
E00007909,170,133
E00007910,172,157
E00007911,164,134
E00007912,132,135
E00007913,106,135
E00007914,165,158
E00007915,206,183
E00007916,186,149
E00007917,178,162
E00007918,204,170
E00007919,206,191
E00007920,124,114
E00007921,194,181
E00007922,113,101
E00007923,209,180
E00007924,146,141
E00007925,202,178
E00007926,161,134
E00007927,241,197
E00007928,169,160
E00007929,126,137
E00007930,151,148
E00007931,153,200
E00007975,166,140
E00007976,141,118
E00007977,171,156
E00007978,141,129
E00007979,141,158
E00007980,159,147
E00007981,162,190
E00007982,133,135
E00007983,178,208
E00007984,127,124
E00007985,199,172
E00007986,175,161
E00007993,189,202
E00007994,141,102
E00007995,200,199
E00007996,149,153
E00007997,102,117
E00007998,146,133
E00007999,177,179
E00008000,184,175
E00008001,148,155
E00008002,138,148
E00008003,152,118
E00008004,187,182
E00008005,143,146
E00008006,158,136
E00008007,154,149
E00008008,188,168
E00008009,158,155
E00008010,114,111
E00008011,138,98
E00008012,196,171
E00008013,164,156
E00008014,160,185
E00008015,159,148
E00008050,131,126
E00008052,175,154
E00008059,199,188
E00008063,71,68
E00008064,165,150
E00008068,160,186
E00008069,291,315
E00008071,164,145
E00008072,183,146
E00008074,193,180
E00008078,147,149
E00008079,204,193
E00008080,151,157
E00008082,150,134
E00008083,197,213
E00008084,185,188
E00008085,140,125
E00008086,201,200
E00008087,302,271
E00008090,104,102
