geocode,female,male
E01020099,711,669
E01020100,550,545
E01020101,761,705
E01020111,788,663
E01020112,798,824
E01020113,744,711
E01020114,620,612
E01020115,614,598
E01020116,835,816
E01020117,784,714
E01020118,729,659
E01020126,856,791
E01029336,1092,982
W01000736,893,822
W01000737,817,719
W01000749,916,944
W01000771,672,659
W01000776,928,925
W01000804,783,700
W01000805,620,573
W01000823,926,802
W01000824,840,748
W01000825,754,683
W01000826,716,649
W01000827,693,665
W01000839,514,497
W01000840,848,829
W01000856,901,864
W01000859,748,667
W01000860,771,718
W01000861,946,867
W01000873,824,985
W01000874,991,1094
W01000875,892,1131
W01000876,944,1106
W01000879,919,839
W01000880,815,764
W01000881,721,661
W01000882,934,795
W01000883,698,706
W01000884,605,639
W01000885,696,629
W01000886,725,754
W01000889,915,874
W01000898,732,738
W01000899,868,811
W01000900,874,835
W01000932,517,526
W01000933,1021,953
W01000949,667,670
W01000950,778,772
W01000951,779,804
W01000952,616,555
W01000957,899,777
W01000958,902,777
W01000959,905,913
W01000960,883,839
W01000961,830,781
W01000962,820,757
W01000963,971,821
W01000964,913,832
W01000966,694,738
W01000967,757,713
W01000968,972,925
W01000974,1017,1022
W01000975,1157,1096
W01000977,694,694
W01000979,873,829
W01000980,684,699
W01000981,649,537
W01000982,769,731
W01000983,763,776
W01000984,1081,1076
W01000985,715,684
W01000986,680,639
W01000987,1150,1102
W01000989,732,681
W01000990,784,735
W01000996,768,713
W01000997,794,743
W01000998,630,1963
W01000999,732,653
W01001000,922,854
W01001001,753,696
W01001002,1240,1209
W01001003,730,635
W01001008,1091,1056
W01001009,601,642
W01001010,642,577
W01001011,690,694
W01001012,772,791
W01001013,760,709
W01001014,839,801
W01001015,776,699
W01001016,841,817
W01001017,770,707
W01001018,691,696
W01001019,761,751
W01001020,721,715
W01001021,793,810
W01001022,710,683
W01001023,845,851
W01001026,1018,977
W01001027,838,733
W01001028,951,904
W01001029,927,872
W01001030,949,860
W01001031,829,695
W01001032,938,831
W01001033,901,837
W01001034,700,679
W01001035,787,835
W01001036,825,759
W01001037,829,764
W01001038,1174,1047
W01001041,1237,1210
W01001042,662,676
W01001043,594,567
W01001044,852,811
W01001045,899,826
W01001046,927,848
W01001047,858,816
W01001048,701,700
W01001049,675,640
W01001050,780,759
W01001051,876,920
W01001052,708,646
W01001053,511,499
W01001054,685,572
W01001055,616,609
W01001056,609,609
W01001057,732,703
W01001058,1003,929
W01001105,1330,1313
W01001127,613,586
W01001128,725,714
W01001918,800,793
W01001919,718,687
W01001920,599,607
W01001921,813,764
W01001938,453,716
W01001957,367,669
W01001958,532,750
