geocode,all
E00091385,41.0
E00091386,40.0
E00091387,45.0
E00091388,46.0
E00091389,44.0
E00091390,41.0
E00091391,45.0
E00091392,53.0
E00091395,30.0
E00091396,49.0
E00091397,48.0
E00091398,50.0
E00091399,53.0
E00091400,37.0
E00091401,51.0
E00091402,48.0
E00091403,59.0
E00091404,43.0
E00091405,36.0
E00091406,31.0
E00091407,38.0
E00091408,41.0
E00091409,47.0
E00091410,30.0
E00091411,47.0
E00091412,46.0
E00091413,44.0
E00091414,53.0
E00091416,41.0
E00091417,56.0
E00091418,46.0
E00091419,51.0
E00091420,53.0
E00091421,43.0
E00091422,49.0
E00091423,48.0
E00091424,45.0
E00091425,41.0
E00091427,42.0
E00091439,48.0
E00091440,43.0
E00091441,46.0
E00091442,46.0
E00091443,40.0
E00091444,41.0
E00091445,54.0
E00091446,49.0
E00091448,48.0
E00091451,47.0
E00091452,50.0
E00091453,50.0
E00091456,42.0
E00091457,40.0
E00091468,41.0
E00091469,45.0
E00091470,45.0
E00091471,36.0
E00091473,36.0
E00091474,49.0
E00091475,43.0
E00091476,45.0
E00091477,37.0
E00091478,36.0
E00091479,51.0
E00091480,39.0
E00091481,37.0
E00091482,42.0
E00091483,43.0
E00091484,39.0
E00091485,48.0
E00091486,46.0
E00091487,41.0
E00091488,39.0
E00091489,48.0
E00091490,41.0
E00091491,39.0
E00091492,35.0
E00091493,37.0
E00091494,32.0
E00091495,37.0
E00091496,34.0
E00091504,41.0
E00091505,41.0
E00091506,47.0
E00091507,50.0
E00091511,33.0
E00091512,40.0
E00091513,44.0
E00091514,51.0
E00091515,46.0
E00091516,62.0
E00091517,40.0
E00091518,42.0
E00091519,50.0
E00091520,35.0
E00091521,41.0
E00091522,35.0
E00091523,33.0
E00091524,49.0
E00091525,38.0
E00091526,46.0
E00091527,36.0
E00091528,62.0
E00091529,40.0
E00091530,42.0
E00091531,53.0
E00091532,32.0
E00091533,44.0
E00091534,41.0
E00091535,38.0
E00091536,37.0
E00091537,36.0
E00091538,41.0
E00091539,28.0
E00091540,45.0
E00091541,34.0
E00091542,31.0
E00091543,34.0
E00091544,26.0
E00091545,29.0
E00091546,32.0
E00091547,32.0
E00091548,30.0
E00091549,27.0
E00091550,27.0
E00091551,29.0
E00091552,30.0
E00091553,30.0
E00091554,28.0
E00091556,32.0
E00091557,33.0
E00091558,37.0
E00091559,35.0
E00091560,25.0
E00091561,30.0
E00091562,32.0
E00091563,37.0
E00091564,29.0
E00091565,33.0
E00091567,30.0
E00091568,45.0
E00091571,44.0
E00091572,36.0
E00091573,42.0
E00091574,33.0
E00091575,33.0
E00091576,32.0
E00091578,51.0
E00091579,44.0
E00091600,44.0
E00091601,55.0
E00091602,43.0
E00091603,45.0
E00091604,48.0
E00091605,48.0
E00091606,42.0
E00091607,40.0
E00091609,44.0
E00091610,40.0
E00091611,34.0
E00091612,42.0
