geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E01021402,256,305,173,251,369,313,229,57,125
E01021403,195,187,128,201,251,230,219,67,83
E01021407,227,266,130,175,385,322,361,116,198
E01021408,161,187,127,155,273,291,251,96,237
E01021637,135,149,128,135,188,189,146,50,64
E01021638,162,182,171,145,199,149,117,40,79
E01021639,251,261,452,340,275,182,110,33,71
E01021640,158,163,152,165,192,163,128,26,58
E01021641,175,171,154,169,226,186,131,46,145
E01021642,274,286,317,284,284,208,170,60,120
E01021643,311,332,167,330,444,328,314,93,129
E01021644,203,190,163,196,248,262,245,74,129
E01021645,164,170,129,142,208,255,233,94,98
E01021646,164,150,473,329,254,188,143,68,254
E01021647,200,158,298,272,235,197,231,79,121
E01021648,256,194,520,398,287,253,204,84,160
E01021649,175,135,484,297,237,180,174,50,142
E01021650,222,179,475,429,284,155,109,33,66
E01021651,253,184,253,317,264,143,114,19,79
E01021652,176,203,140,175,236,195,215,64,120
E01021653,167,233,103,152,273,160,135,41,68
E01021654,209,244,146,187,342,282,225,76,204
E01021655,116,172,91,108,217,251,215,75,149
E01021656,126,195,95,133,247,233,244,75,201
E01021657,202,168,204,203,257,216,196,53,83
E01021658,127,137,144,111,163,151,100,52,66
E01021659,247,250,154,233,350,326,289,88,142
E01021660,156,188,88,160,294,204,234,76,77
E01021661,225,200,141,247,275,226,227,72,163
E01021662,162,206,120,150,257,270,234,81,116
E01021663,114,118,68,93,180,181,193,55,97
E01021664,246,214,396,280,301,212,170,69,157
E01021665,167,190,176,182,226,156,139,38,90
E01021666,125,130,226,189,214,166,105,37,103
E01021667,190,183,200,177,207,175,144,50,151
E01021668,225,180,352,266,271,187,91,34,45
E01021669,228,226,231,291,236,126,100,29,58
E01021670,247,234,201,223,229,172,133,34,77
E01021671,134,181,129,148,235,233,216,55,126
E01021673,93,165,91,92,188,186,205,104,302
E01021674,199,223,166,197,208,149,131,23,62
E01021675,154,188,109,152,197,180,180,61,91
E01021676,126,175,83,119,249,194,169,72,266
E01021677,111,148,88,120,226,178,204,59,78
E01021678,149,171,139,177,256,168,175,35,69
E01021679,372,217,429,486,396,207,152,34,67
E01021680,453,298,420,584,404,254,190,76,147
E01021681,371,248,569,525,324,250,215,61,127
E01021682,359,269,509,444,450,249,201,64,144
E01021683,145,84,1021,684,220,71,72,21,50
E01021684,215,119,228,309,215,146,116,60,107
E01021685,261,245,568,340,226,147,88,14,28
E01021686,235,174,504,347,247,148,103,33,57
E01021687,237,145,332,339,247,144,110,27,49
E01021688,206,154,232,247,222,130,113,32,68
E01021689,118,236,117,121,227,178,166,74,216
E01021690,159,192,133,156,219,218,162,34,47
E01021691,112,167,102,137,209,225,224,85,205
