geocode,bad,fair,good
E01005320,154,272,1487
E01005321,155,251,1203
E01005322,142,211,914
E01005323,138,228,1031
E01005324,164,277,1028
E01005325,104,152,745
E01005326,262,503,2243
E01005383,156,283,1529
E01005386,158,219,1011
E01005389,128,244,1289
E01005406,58,158,1198
E01005407,56,182,1468
E01005408,81,221,1469
E01005409,47,162,1449
E01005413,61,174,1430
E01005419,50,185,1267
E01005427,182,267,1572
E01005429,141,239,1438
E01005430,156,310,1928
E01005431,143,225,1352
E01005440,113,227,994
E01005451,58,188,1090
E01005744,135,268,1035
E01005745,59,144,1230
E01005746,213,303,902
E01005747,60,174,1220
E01005748,66,239,1231
E01005749,88,217,1342
E01005752,113,228,1136
E01005835,49,160,1188
E01005837,74,183,1331
E01005839,46,149,1121
E01005841,82,185,1271
E01005842,53,196,1371
E01005843,75,164,1271
E01005878,127,266,1042
E01005879,77,214,1017
E01005880,52,193,1243
E01005881,28,111,1139
E01005882,96,166,1118
E01005883,34,150,1352
E01005884,49,181,1264
E01005885,84,206,1096
E01005897,83,198,1214
E01005898,103,227,1273
E01005899,140,291,1185
E01005900,149,261,1139
E01005901,78,230,1090
E01005902,162,271,1185
E01005903,76,185,1177
E01005904,67,166,1229
E01005905,134,241,1061
E01005906,76,228,1158
E01005907,65,216,1012
E01005908,39,132,1323
E01005909,51,184,1317
E01005910,123,223,1187
E01005911,66,210,1077
E01005912,51,182,1133
E01005913,62,185,1194
E01005933,139,227,1101
E01005934,98,225,1156
E01005935,197,273,1005
E01005936,73,204,1210
E01005937,111,218,1187
E01005938,117,254,1267
E01005939,55,181,1069
E01005940,111,213,1170
E01005941,157,276,1217
E01005942,97,212,1340
E01005943,110,226,1457
E01005944,75,211,1181
E01005945,163,283,1528
E01005946,110,254,1289
E01005947,149,251,1181
E01005948,208,307,1254
E01005949,130,247,1180
E01005950,135,242,1546
E01005952,301,446,1416
E01005954,193,318,988
E01005955,61,192,1457
E01005957,72,201,1186
E01005959,144,276,1285
E01005960,141,282,1214
E01005970,98,221,1145
E01005973,76,227,1123
E01005974,102,260,1201
E01005976,124,246,1153
E01005977,105,230,1162
E01005978,133,235,1009
E01005979,170,296,1146
E01005980,148,275,1062
E01005981,204,310,1015
E01005983,94,247,1275
E01005984,164,269,1084
E01006008,58,166,1231
E01006009,94,218,1052
E01006010,112,252,1017
E01006011,152,301,1181
E01006012,169,262,1408
E01006013,114,189,978
E01006014,69,173,1060
E01006015,50,147,1222
E01006016,197,312,1245
E01006017,61,151,1204
E01006018,66,224,1076
E01006019,185,328,996
E01006020,116,257,1190
E01006021,91,191,1083
E01006022,111,208,1300
E01006023,169,268,1108
E01006024,71,179,1559
E01006025,175,240,1003
E01006026,102,254,1213
E01006027,162,250,997
E01006028,209,332,1221
E01006029,104,250,1483
E01006030,180,291,1365
E01006031,163,286,1047
E01006032,107,208,1015
E01006033,116,226,1018
E01006034,154,319,1670
E01006035,163,270,1543
E01006036,142,248,1563
E01006037,57,180,1261
E01006038,102,249,1287
E01006039,97,218,1091
E01006040,145,247,1307
E01006041,82,222,1293
E01006042,67,217,1354
E01006043,88,218,1160
E01006044,86,233,1064
E01006045,54,168,1042
E01006046,74,206,1201
E01006047,89,163,1089
E01006048,100,213,1185
E01006049,91,240,1206
E01006050,243,288,1176
E01006051,89,209,1347
E01006052,164,269,1104
E01006053,56,209,1599
E01006054,182,311,1130
E01006055,57,157,1173
E01006056,96,185,909
E01006057,75,198,1260
E01006058,94,231,1586
E01006059,67,171,1175
E01006060,126,249,1021
E01006061,146,336,1901
E01006062,72,225,1817
E01006063,80,170,1213
E01006064,184,317,1077
E01006065,87,165,1105
E01006066,82,223,1098
E01006067,79,168,1595
E01006068,130,277,1187
E01006069,122,240,1305
E01006070,57,183,1197
E01006071,54,194,1338
E01006072,44,158,1483
E01006073,138,246,1368
E01018585,77,152,1153
E01018586,54,179,1303
E01018587,60,180,1286
E01018660,24,109,872
E01018661,55,133,1056
E01019711,68,187,1067
E01019712,55,156,1263
E01019727,82,237,1412
E01019728,132,212,877
E01019729,108,205,997
E01019730,163,302,1538
E01019731,34,121,1150
E01019732,75,190,1221
E01019733,120,247,1144
E01019734,100,234,1722
E01019736,45,126,1010
E01019738,70,163,1131
E01019739,127,248,1240
E01019740,51,138,1003
E01019743,119,214,1043
E01019744,83,195,1189
E01019745,85,185,826
E01019746,59,161,1367
E01019747,47,158,975
E01019748,47,155,1260
E01019749,30,111,1111
E01019750,78,181,997
E01019751,60,226,1954
E01019752,63,144,1112
E01019753,65,164,1248
E01019754,85,203,1493
E01019755,99,210,1697
E01019756,41,157,1630
E01019757,51,144,1145
E01019758,70,155,1334
E01019763,112,268,1721
E01019766,66,182,1195
E01019767,49,206,1374
E01019768,198,339,1662
E01032556,75,201,1163
E01032557,189,282,1183
