geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E01017376,261,164,283,345,311,218,142,49,72
E01017377,240,242,221,279,352,298,173,52,114
E01017378,197,209,239,272,256,227,175,61,132
E01017391,185,178,130,182,234,176,148,49,85
E01017392,110,194,94,141,236,241,225,89,181
E01017393,181,231,142,168,338,266,185,64,170
E01017413,166,208,136,156,322,270,254,91,153
E01017415,245,207,162,251,307,245,196,85,154
E01017437,173,201,180,217,240,212,166,47,92
E01017438,218,204,180,211,291,229,175,55,99
E01017439,254,234,151,242,332,192,130,47,94
E01017440,191,129,216,196,221,127,111,48,135
E01017442,277,238,162,274,383,307,251,68,92
E01017443,292,174,264,381,306,178,109,33,68
E01017446,202,205,199,202,289,236,174,76,148
E01017447,251,248,194,261,355,284,257,82,135
E01017449,173,145,127,173,225,228,217,78,120
E01023464,261,311,176,213,408,308,280,89,124
E01023465,157,219,107,143,252,220,187,70,95
E01023466,185,208,148,180,289,201,237,71,239
E01023467,220,305,147,205,414,366,391,127,220
E01023494,132,165,84,102,196,179,174,71,103
E01023495,162,162,70,145,236,203,164,55,94
E01023506,150,170,116,151,231,201,202,67,118
E01023508,158,216,119,154,284,200,194,57,90
E01023509,189,173,108,183,251,178,135,47,92
E01023585,145,142,76,96,189,199,167,58,95
E01023586,179,175,96,175,259,211,236,66,132
E01023587,105,159,130,166,226,163,89,24,35
E01023588,153,189,124,181,272,179,99,47,98
E01023589,142,189,174,218,266,217,169,56,212
E01023590,194,208,178,271,272,228,158,53,148
E01023591,149,204,99,176,246,200,189,57,190
E01023592,239,268,130,226,228,153,88,53,191
E01023593,197,163,165,186,224,150,111,66,140
E01023594,212,261,166,229,356,327,309,112,222
E01023595,154,182,138,183,233,221,173,62,148
E01023596,100,136,79,94,184,134,161,65,146
E01023598,199,168,102,185,214,184,194,58,86
E01023600,149,142,112,159,229,200,162,67,170
E01023601,199,165,538,463,289,188,112,43,135
E01023602,228,176,190,381,243,176,92,38,56
E01023603,237,165,170,238,286,202,115,41,118
E01023604,166,176,121,186,257,180,135,45,103
E01023605,157,147,390,281,199,107,82,31,50
E01023606,207,190,183,270,266,172,170,56,126
E01023607,198,172,111,184,268,165,169,70,136
E01023608,175,161,100,164,228,188,216,96,181
E01023609,159,187,210,238,244,177,128,52,175
E01023610,201,198,106,210,262,187,109,22,75
E01023611,216,244,188,176,262,199,115,77,161
E01023612,240,191,197,294,281,220,173,71,127
E01023613,245,192,259,238,240,165,123,58,133
E01023614,203,248,148,214,332,282,279,84,160
E01023615,161,167,107,157,246,224,243,80,198
E01023616,182,158,297,346,274,192,172,89,326
E01023617,157,165,101,174,243,199,184,73,192
E01023618,198,195,157,229,249,174,155,50,104
E01023619,182,133,278,328,258,208,148,33,51
E01023620,168,190,144,162,211,182,113,37,117
E01023621,162,146,168,211,229,175,153,45,57
E01023622,110,172,74,126,162,174,147,47,165
E01023623,178,148,96,156,258,217,215,68,132
E01023625,101,188,82,90,178,174,188,41,64
E01023626,262,263,170,180,356,344,325,119,148
E01023627,166,203,163,162,281,279,210,76,214
E01023628,226,187,171,251,299,223,173,54,139
E01023629,202,195,206,220,270,245,210,73,149
E01023630,224,220,198,232,252,155,147,62,163
E01023631,255,184,250,254,241,181,145,40,113
E01023632,158,155,188,204,216,185,116,40,111
E01023633,200,169,185,222,236,135,99,44,86
E01023634,118,104,154,145,179,170,207,81,150
E01023635,183,183,122,184,234,143,139,88,200
E01023636,218,203,186,208,278,241,170,84,217
E01023637,206,163,189,209,237,208,174,73,241
E01023638,203,173,192,209,235,198,146,58,143
E01023639,143,171,112,168,210,152,213,59,129
E01023640,147,147,138,138,169,119,150,81,123
E01023641,165,183,149,169,181,160,165,55,100
E01023642,136,155,107,121,167,206,242,72,120
E01023643,141,225,144,139,235,182,106,70,126
E01023644,160,220,144,155,241,214,234,68,221
