geocode,employee,inactive,self-employed,student,unemployed
E01014741,451,326,143,20,22
E01014742,481,458,151,34,20
E01014744,482,334,146,22,23
E01014745,503,326,132,36,24
E01014746,504,323,121,27,26
E01014750,672,322,124,29,26
E01014751,613,327,97,46,28
E01014752,674,280,126,20,23
E01014753,720,388,103,30,51
E01014754,471,205,117,16,21
E01014755,455,280,141,9,14
E01014756,742,296,95,33,31
E01014757,718,239,90,34,30
E01014758,409,344,96,25,17
E01014759,455,309,136,24,12
E01014760,584,301,112,35,23
E01014761,749,294,115,30,19
E01014762,666,255,87,35,13
E01014763,875,259,117,42,46
E01014769,920,432,204,39,44
E01014770,468,404,83,20,18
E01014771,486,347,118,30,23
E01014772,448,316,151,26,25
E01014773,738,260,179,46,25
E01014774,627,445,160,38,36
E01014799,619,402,88,34,89
E01014800,562,384,96,38,90
E01014801,416,412,79,33,87
E01014802,553,435,82,33,54
E01014803,489,349,137,33,33
E01014804,399,339,113,31,22
E01014805,429,441,100,24,29
E01014806,473,411,93,17,54
E01014807,664,350,119,39,67
E01014808,583,272,89,38,42
E01014809,669,375,111,42,56
E01014810,580,279,70,15,50
E01014811,594,350,104,31,54
E01014812,505,338,98,21,29
E01014813,653,350,122,44,44
E01014815,495,313,100,31,29
E01014816,558,308,101,38,18
E01014817,536,374,112,19,39
E01014818,621,426,135,32,29
E01014819,546,414,108,21,25
E01014820,392,387,86,30,27
E01014821,559,170,88,29,40
E01014822,675,220,110,39,19
E01014823,609,163,101,30,22
E01014824,632,304,91,26,41
E01014825,526,247,93,25,16
E01014826,713,248,99,39,35
E01014827,567,289,62,32,46
E01014828,440,366,70,38,59
E01014829,683,478,63,45,55
E01014830,633,337,79,54,59
E01014831,391,375,32,24,77
E01014832,373,464,56,30,53
E01014833,421,419,42,44,75
E01014834,462,371,57,27,45
E01014835,481,346,65,31,34
E01014836,504,352,79,41,30
E01014838,538,310,68,33,34
E01014839,710,256,79,41,28
E01014840,490,354,62,27,41
E01014841,700,418,155,23,50
E01014842,549,364,118,22,78
E01014843,520,367,98,29,33
E01014844,455,324,87,26,58
E01014845,427,297,98,20,26
E01014846,516,368,132,54,30
E01014857,572,352,106,39,23
E01014858,775,282,195,25,35
E01014859,630,333,96,32,23
E01014860,613,314,102,24,27
E01029085,823,411,200,49,40
E01029086,698,520,343,58,32
E01029089,830,416,301,59,32
E01029113,515,435,94,27,22
E01029114,428,432,111,22,24
E01029115,629,360,107,30,22
E01029116,541,410,120,20,36
E01029117,566,379,105,22,51
E01029118,684,384,116,42,40
E01029119,516,338,110,23,42
E01029120,622,316,92,28,35
E01029131,784,458,133,25,91
E01029132,473,420,52,29,63
E01029133,457,334,105,21,28
E01029134,648,517,155,29,54
E01029135,574,415,188,19,24
E01029136,733,453,236,26,42
E01029140,1105,623,290,53,89
E01029147,516,410,274,32,16
E01029148,495,352,226,42,26
E01029149,511,275,186,35,17
E01029322,1038,354,104,22,44
E01029324,635,306,113,33,33
E01029329,572,340,154,33,41
E01029330,599,595,184,22,23
E01029331,345,486,106,15,14
E01029333,356,297,87,18,33
E01029337,667,583,258,27,49
E01029341,388,380,134,13,35
E01032633,758,604,236,29,52
E01032636,650,459,176,23,33
E01032666,464,224,119,26,23
E01032667,500,150,67,17,23
E01032668,727,190,67,39,39
E01032669,732,140,66,30,44
E01032670,766,164,97,28,42
