geocode,female,male
E02000984,3900,3882
E02000985,3895,3674
E02000986,4261,4104
E02000987,3779,3416
E02000988,4271,4136
E02000989,4280,3962
E02000990,3846,3790
E02000991,3902,3780
E02000992,2927,2854
E02000993,3711,3431
E02000994,3972,3942
E02000995,4211,3952
E02000996,4094,3775
E02000997,2885,2791
E02000998,4203,4410
E02000999,3532,3903
E02001000,4590,4555
E02001001,4033,4068
E02001002,4887,4558
E02001003,3649,3628
E02001004,3965,4275
E02001005,3881,4056
E02001006,3788,3921
E02001007,5223,5048
E02001008,4161,3979
E02001009,3418,3271
E02001010,2952,2915
E02001011,4930,4925
E02001012,4002,3831
E02001013,3104,2925
E02001014,4159,4009
E02001015,4052,3861
E02001016,4245,3998
E02001017,5554,5295
E02001018,3864,3740
E02001019,4457,4510
E02001020,3103,2830
E02001021,3995,3811
E02001022,4038,3822
E02001023,3014,2819
E02001024,4099,3984
E02001025,3873,3735
E02001026,4428,4536
E02001027,3457,3330
E02001028,3828,3602
E02001029,3482,3492
E02001030,2982,2835
E02001031,3304,3160
E02001032,3869,3683
E02001033,2872,2741
E02001034,3938,3828
E02001035,3659,3541
E02001036,3705,3548
E02001037,3693,3425
E02001038,2948,2620
E02001039,4294,3880
E02001040,3014,3006
E02001041,3930,3686
E02001042,3058,3135
E02001043,2907,2561
E02001044,4525,4468
E02001045,4264,3663
E02001046,4844,4546
E02001047,5039,4831
E02001048,4226,4247
E02001049,5024,4609
E02001050,3493,3673
E02001051,4091,3947
E02001052,6153,6618
E02001053,5007,5035
E02001055,4425,4176
E02001056,4263,3906
E02001057,3760,4347
E02001059,4876,4926
E02001061,4587,4415
E02001062,4786,5172
E02001063,5080,5480
E02001064,4575,4552
E02001065,4323,4356
E02001066,5700,6225
E02001067,4818,4696
E02001068,5068,4599
E02001069,5144,5852
E02001070,5909,5986
E02001071,6385,6866
E02001072,4119,4487
E02001073,4742,4946
E02001074,5887,5692
E02001075,3989,4283
E02001076,5847,5732
E02001077,4011,3739
E02001078,5326,5148
E02001079,4623,4359
E02001080,4783,4749
E02001081,3287,2926
E02001082,3301,3491
E02001083,3904,4020
E02001084,4197,4423
E02001085,4392,3849
E02001086,3398,3196
E02001087,4804,4663
E02001088,4586,4305
E02001089,4057,3960
E02001090,3389,3297
E02001091,4251,3906
E02001092,4296,4210
E02001093,4757,4450
E02001094,4804,4197
E02001095,4357,3946
E02001096,3805,3590
