geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E00078842,37,51,18,24,64,54,53,13,31
E00078843,41,46,18,39,55,35,45,12,21
E00078844,37,39,19,35,58,40,51,16,29
E00078848,77,69,72,61,42,31,28,2,13
E00078849,4,5,17,23,29,11,24,12,25
E00078850,57,36,60,54,47,37,33,12,9
E00078851,32,33,33,38,39,39,44,18,20
E00078852,33,53,30,35,30,34,23,13,16
E00078853,45,46,57,53,37,31,31,5,12
E00078854,43,47,43,51,34,39,16,13,2
E00078855,26,19,41,34,22,17,17,2,4
E00078856,59,47,51,53,37,44,29,12,18
E00078857,30,16,21,34,29,45,60,9,3
E00078858,73,83,43,60,66,37,21,11,13
E00078859,33,30,19,27,23,24,37,12,31
E00078860,29,27,36,36,36,35,40,10,8
E00078861,26,45,43,49,39,54,30,5,20
E00078862,52,37,64,48,43,35,33,7,6
E00078863,34,27,43,30,34,30,19,10,21
E00078864,32,32,22,35,31,28,28,7,2
E00078865,57,50,42,43,40,44,25,6,9
E00078866,40,20,38,49,36,53,35,10,7
E00078867,64,42,42,65,51,37,31,10,14
E00078868,16,56,34,29,42,69,66,25,51
E00078869,68,64,53,71,41,33,41,10,11
E00078870,63,42,55,53,23,31,24,6,9
E00078871,40,31,32,38,37,29,27,5,14
E00078872,48,43,41,50,25,21,36,12,8
E00078873,51,46,51,56,30,33,15,8,7
E00078874,9,18,45,31,22,24,19,6,12
E00078875,51,41,79,72,71,52,43,20,29
E00078876,43,50,42,61,40,38,38,12,20
E00078877,50,60,36,42,63,32,28,7,21
E00078878,57,48,39,52,49,30,31,10,13
E00078879,35,35,28,45,41,29,27,11,21
E00078880,30,40,27,22,52,67,67,18,29
E00078881,20,17,24,16,33,29,37,21,29
E00078882,32,39,44,38,48,26,16,2,4
E00078883,67,69,59,52,48,28,10,5,7
E00078884,28,54,19,40,65,67,46,19,15
E00078885,34,29,46,43,45,47,28,1,5
E00078886,45,64,44,61,45,30,26,6,11
E00078887,75,66,56,49,49,44,22,4,10
E00078888,17,29,25,26,30,43,68,14,37
E00078889,83,47,91,83,46,31,17,9,16
E00078892,42,25,85,69,36,31,22,7,33
E00078893,28,22,41,26,23,29,21,7,33
E00078894,34,35,58,35,34,24,9,13,81
E00078896,113,111,102,103,71,50,19,7,14
E00078897,31,20,94,68,33,29,17,4,20
E00078898,57,26,59,62,31,12,22,6,28
E00078899,70,59,96,88,57,43,23,15,25
E00078900,93,62,63,80,67,21,24,10,16
E00078901,88,107,107,102,69,36,14,4,26
E00078902,91,70,113,107,63,41,18,3,18
E00078903,96,84,93,66,51,43,12,6,18
E00078904,132,110,100,109,62,40,12,9,16
E00078905,99,94,107,77,62,43,11,5,13
E00078906,69,71,80,88,35,29,13,3,5
E00078907,87,100,71,58,60,35,16,10,12
E00078908,101,99,134,89,63,58,19,9,19
E00078909,55,65,97,81,76,40,14,11,16
E00078910,103,93,90,85,49,40,10,3,4
E00078911,110,104,102,75,66,40,10,7,24
E00078912,88,61,92,79,50,46,19,8,7
E00078913,31,31,91,60,43,45,22,4,23
E00078914,46,45,79,50,30,27,16,3,6
E00078915,44,47,38,49,34,32,29,9,26
E00078916,59,65,47,55,47,32,29,7,28
E00078917,63,70,50,59,47,49,24,9,30
E00078918,59,43,50,48,29,19,21,7,7
E00078919,33,48,47,47,54,32,28,8,40
E00078920,26,9,49,39,21,28,21,15,23
E00078921,72,42,64,56,35,31,17,4,5
E00078922,15,12,27,27,23,21,32,12,61
E00078923,49,41,72,41,35,26,14,7,3
E00078924,49,40,62,54,44,33,22,6,3
E00078925,18,12,35,25,26,34,18,23,37
E00078926,34,23,40,26,39,23,25,9,29
E00078927,28,43,35,37,40,42,37,8,28
E00078928,41,55,61,45,48,23,11,5,3
E00078929,48,43,55,53,51,26,9,12,17
E00078930,109,91,62,77,54,25,28,7,6
E00078931,32,31,32,20,42,34,27,20,30
E00078932,69,57,63,38,52,19,11,2,10
E00078933,89,64,73,52,39,34,20,4,8
E00078934,46,45,43,51,45,45,33,11,29
E00078935,62,38,52,50,39,47,20,8,30
E00078936,47,43,62,49,44,30,28,9,38
E00078937,45,34,55,47,39,20,23,10,25
E00078938,56,54,64,66,81,53,44,14,27
E00078939,56,37,51,29,33,34,28,15,41
E00078940,12,34,24,25,41,47,43,16,30
E00078941,62,42,74,57,44,44,26,3,14
E00078942,51,58,45,50,42,35,26,10,18
E00078943,14,22,18,20,26,23,37,16,44
E00078944,37,26,64,55,63,58,52,18,32
E00078945,65,26,103,92,42,25,11,0,1
E00078946,69,47,55,39,61,33,28,13,22
E00078947,132,73,125,140,91,50,15,2,5
E00078948,31,27,22,38,33,22,54,21,65
E00078949,53,62,51,51,53,40,34,10,32
E00078950,69,43,59,37,33,28,23,6,33
E00078951,31,25,50,51,38,47,20,6,12
E00078952,60,56,79,64,51,28,16,6,14
E00078953,37,33,35,39,36,23,26,14,21
E00078954,84,76,59,62,55,33,9,4,11
E00078955,34,26,76,63,46,36,19,6,22
E00078956,89,57,52,59,39,43,21,7,7
E00078957,37,58,76,41,55,40,28,10,29
E00078958,69,51,66,66,38,30,20,7,15
E00078959,55,26,90,73,47,35,9,3,5
E00078960,48,71,58,60,58,34,19,9,21
E00078961,64,42,77,83,55,34,25,10,12
E00078962,38,27,55,62,26,34,43,18,67
E00078963,48,55,40,51,37,35,23,10,44
E00078964,61,30,69,62,35,25,26,10,13
E00078965,20,10,24,32,25,38,65,27,21
E00078967,19,16,28,13,17,13,17,17,55
E00078968,80,40,71,71,51,52,21,4,9
E00078969,84,43,52,35,24,33,75,20,33
E00078970,50,39,83,65,45,31,12,1,0
E00078971,34,11,41,47,23,26,15,4,1
E00078972,52,44,54,65,45,42,22,8,3
E00078973,71,56,51,90,77,55,51,19,28
E00078974,41,33,43,25,45,33,25,12,47
E00078975,10,3,24,30,9,29,39,17,30
E00078976,48,30,27,46,53,29,25,10,18
E00078977,43,45,46,49,56,71,42,9,14
E00078978,16,14,21,21,16,29,53,15,45
E00078979,78,80,29,63,115,53,42,11,13
E00078980,7,13,9,13,20,22,86,22,58
E00078981,28,33,33,34,38,39,47,10,41
E00078982,85,79,69,89,78,41,30,5,16
E00078983,41,51,59,61,52,43,22,8,4
E00078984,34,49,51,37,47,30,39,14,32
E00078985,34,63,39,50,43,44,24,13,24
E00078986,38,37,22,22,53,49,47,20,21
E00078987,23,36,30,27,51,48,57,26,32
E00078988,46,57,28,39,67,63,48,14,19
E00078989,36,31,27,29,44,41,45,9,13
E00078990,57,44,31,53,71,65,58,22,21
E00078991,40,23,33,63,47,38,48,15,24
E00078992,32,30,48,41,38,35,29,12,24
E00078993,38,58,37,50,44,44,44,16,42
E00078994,18,28,50,49,39,31,17,1,13
E00078995,22,18,44,42,36,32,13,4,15
E00078996,55,27,26,56,39,17,34,4,13
E00078997,34,20,64,64,39,15,9,5,8
E00078998,36,53,48,62,75,36,20,9,23
E00078999,96,50,115,122,68,40,16,4,17
E00079000,47,33,70,56,46,38,13,13,15
E00079001,44,31,47,57,43,41,24,8,22
E00079003,17,11,43,34,23,37,22,11,17
E00079004,53,40,57,46,36,40,39,7,14
E00079005,31,29,42,45,27,35,15,7,12
E00079006,37,35,65,72,31,26,20,9,17
E00079007,28,34,27,35,51,40,35,12,24
E00079008,20,22,40,30,37,35,18,5,12
E00079009,21,24,22,33,40,35,27,7,30
E00079010,29,31,44,52,42,22,17,5,10
E00079011,61,27,79,58,40,20,11,2,16
E00079012,48,26,23,39,43,19,27,10,30
E00079013,58,46,82,72,59,50,23,9,13
E00079014,36,31,50,46,46,26,22,10,18
E00079015,24,18,65,56,38,36,22,14,18
E00079016,38,19,59,47,39,15,10,2,13
E00079017,29,23,40,56,33,31,23,5,35
E00079018,26,28,24,25,48,37,36,8,39
E00079019,21,39,61,53,49,26,18,11,16
E00079020,82,38,97,136,70,46,29,7,12
E00079021,39,28,140,84,72,40,25,4,24
E00079022,51,23,70,62,42,38,10,4,14
E00079026,19,30,28,27,41,50,44,17,20
