geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E01026006,87,38,974,318,48,7,12,4,6
E01026010,38,24,442,52,8,11,4,0,0
E01026011,123,67,1041,154,18,10,11,9,4
E01026016,22,14,810,52,101,11,11,8,6
E01026018,16,11,618,32,91,5,7,1,5
E01026019,46,22,1011,70,43,13,5,2,3
E01026020,34,27,865,61,66,9,6,6,4
E01026021,76,9,588,179,26,2,5,5,0
E01026022,80,6,660,143,40,7,3,3,6
E01026025,81,28,754,260,29,10,14,12,6
E01026026,96,15,503,102,20,4,6,8,2
E01026027,101,17,703,68,20,9,4,4,3
E01026028,100,13,541,129,15,3,2,7,2
E01026029,103,16,1036,108,56,15,7,6,6
E01026030,81,34,647,163,18,7,16,4,4
E01026031,81,7,502,55,9,3,2,3,0
E01026032,72,64,765,99,21,4,6,6,4
E01026033,22,6,782,51,92,6,3,2,5
E01026034,24,10,642,40,45,10,4,3,4
E01026035,103,13,827,53,40,9,8,1,6
E01026036,65,27,587,205,29,6,11,2,3
E01026037,50,18,390,117,11,3,7,3,0
E01026038,76,6,508,50,18,8,5,5,2
E01026039,29,10,477,16,37,7,2,1,0
E01026040,43,5,507,32,29,7,4,2,2
E01026041,39,17,454,40,7,6,1,4,1
E01026051,43,5,481,74,30,4,4,2,4
E01026052,105,4,360,123,39,8,3,1,2
E01026053,103,13,710,81,36,11,5,0,5
E01026054,85,15,594,463,43,11,5,3,2
E01026057,17,8,725,53,76,5,9,0,1
E01026064,42,7,395,152,27,4,5,1,4
E01026065,48,9,520,143,37,5,5,2,3
E01026066,53,10,528,126,59,6,4,0,7
E01026067,48,17,504,220,56,4,3,2,8
E01026071,12,11,730,69,139,8,13,0,5
E01026075,12,11,746,53,96,7,10,3,3
E01026082,22,7,683,84,166,7,8,1,5
E01026105,12,14,746,82,164,4,10,1,2
E01026118,19,9,464,61,57,4,6,0,3
E01026119,14,4,279,42,53,0,7,0,0
E01026120,22,8,396,93,47,1,2,1,0
E01026121,16,15,781,104,125,13,5,1,2
E01026122,25,52,407,390,62,5,11,9,17
E01026123,63,49,790,228,30,12,9,9,10
E01026124,32,41,451,257,27,2,4,6,7
E01026125,39,12,342,255,21,4,6,3,8
E01026126,42,48,325,276,21,8,4,6,7
E01026127,47,62,398,60,6,9,2,3,1
E01026128,74,87,1108,85,29,16,4,4,7
E01026129,53,77,386,64,10,6,0,3,2
E01026130,28,32,517,18,31,8,2,7,7
E01026131,39,53,446,58,21,13,1,2,5
E01026132,32,58,441,495,33,12,11,7,26
E01026133,97,63,779,548,32,15,8,12,37
E01026134,56,53,428,174,34,6,6,6,8
E01026135,96,40,564,106,27,14,3,3,5
E01026136,66,26,500,69,30,9,4,3,2
E01026137,47,49,502,28,22,8,7,6,2
E01026138,56,40,636,37,14,16,5,6,6
E01026139,51,34,467,37,11,7,2,3,4
E01026140,51,57,484,35,16,13,4,1,1
E01026141,57,39,572,31,35,8,2,5,11
E01026142,51,46,433,46,17,15,1,3,3
E01026143,34,43,449,432,63,1,8,4,22
E01026144,47,27,375,240,23,5,5,6,14
E01026145,35,28,355,310,44,10,4,5,11
E01026146,42,36,302,392,38,9,4,3,17
E01026147,57,11,878,280,83,14,7,10,18
E01026148,35,26,496,332,38,6,2,7,21
E01026149,33,44,464,114,16,9,3,10,3
E01026150,28,44,334,87,10,8,5,6,2
E01026151,36,21,569,207,56,11,4,4,11
E01026152,29,34,286,126,10,7,0,8,3
E01026153,51,48,1008,133,34,13,11,4,8
E01026154,26,26,388,151,12,8,6,6,4
E01026155,38,44,782,66,29,4,2,3,3
E01026156,23,18,319,139,24,9,3,4,4
E01026157,27,34,315,64,15,4,1,5,1
E01026158,53,30,543,23,38,8,3,1,2
E01026159,63,64,633,48,18,10,3,3,4
E01026160,43,26,586,38,18,8,5,2,9
E01026161,36,79,386,65,13,7,2,4,3
E01026162,54,42,479,42,29,8,1,5,6
E01026163,57,25,665,51,29,12,2,1,7
E01026164,31,11,401,139,35,1,5,1,2
E01026165,28,38,384,71,9,8,1,5,3
E01026166,32,27,312,89,15,4,3,4,2
