geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E00155265,2,1,71,6,28,2,1,0,24
E00155266,1,0,84,5,26,2,2,0,37
E00155267,0,0,32,1,8,0,0,1,6
E00155270,0,1,83,16,14,1,1,0,19
E00155271,3,1,62,0,19,0,0,0,25
E00155272,2,0,61,5,17,0,2,0,24
E00155273,0,0,92,2,24,1,1,0,34
E00155274,3,0,52,16,14,0,2,0,20
E00155275,0,1,74,3,17,0,1,0,22
E00155276,1,0,94,4,19,1,1,0,35
E00155277,1,1,80,20,21,0,0,1,19
E00155278,3,0,69,12,9,0,3,0,21
E00155279,3,1,88,8,26,0,2,0,33
E00155280,0,0,87,5,17,0,2,0,35
E00155281,0,2,90,3,4,1,2,0,7
E00155282,3,3,72,6,22,1,1,0,25
E00155283,2,2,51,9,20,3,1,2,8
E00155284,1,1,61,4,20,2,2,0,28
E00155285,2,1,111,6,11,2,0,0,20
E00155286,1,1,52,4,21,1,3,3,24
E00155287,0,1,83,8,25,1,0,0,23
E00155288,0,0,99,5,21,0,0,0,24
E00155289,3,0,94,4,22,1,0,0,31
E00155290,0,2,103,4,13,2,0,0,12
E00155291,6,1,81,13,23,3,0,0,38
E00155292,2,0,83,3,21,1,2,1,32
E00155293,1,1,108,4,24,1,1,0,24
E00155294,5,0,150,8,14,2,1,1,28
E00155295,5,3,83,16,21,0,4,0,22
E00155296,1,0,47,0,11,0,1,0,9
E00155297,0,0,63,2,21,1,0,0,25
E00155298,6,1,89,11,18,4,0,0,12
E00155299,5,1,120,6,17,0,1,0,26
E00155300,3,4,99,10,12,0,2,0,24
E00155301,5,0,121,6,9,2,0,1,12
E00155302,1,2,117,5,16,2,0,0,15
E00155365,1,2,59,25,9,1,4,0,7
E00155383,1,3,84,2,36,1,1,0,26
E00155442,2,2,98,4,18,1,0,1,12
E00155443,0,1,123,1,14,1,1,0,13
E00155444,0,3,121,1,14,0,1,0,8
E00155445,0,2,117,3,12,1,3,0,18
E00155447,1,2,143,10,20,0,0,0,22
E00155449,0,1,89,5,19,1,2,0,20
E00155516,0,4,100,7,21,1,0,0,11
E00155517,0,1,80,30,26,1,3,0,11
E00155518,3,2,101,5,25,0,1,0,14
E00155519,3,0,104,15,27,4,3,1,19
E00155520,1,2,110,5,30,2,5,0,20
E00155522,1,1,98,5,14,2,0,0,26
E00155523,1,1,86,9,25,1,0,0,21
E00155524,0,2,94,13,21,0,0,0,21
E00155525,1,0,38,7,17,0,1,0,9
E00155526,3,2,94,23,19,0,4,0,9
E00155527,0,1,70,10,15,2,1,0,5
E00155528,3,1,98,7,10,1,0,0,10
E00155529,1,1,82,2,29,1,0,0,16
E00155530,1,2,94,7,28,0,1,0,11
E00155531,2,0,110,7,18,0,1,0,18
E00155532,2,1,89,14,18,2,0,0,18
E00155533,0,3,83,9,21,1,0,0,7
E00155534,1,3,99,10,45,1,0,0,23
E00155640,4,6,72,4,11,0,1,0,14
E00155641,1,0,108,15,6,1,0,1,14
E00155643,3,0,81,4,14,0,1,0,15
E00155644,0,0,102,10,16,1,1,0,18
E00155645,3,0,88,6,16,2,3,0,28
E00155646,4,1,88,9,23,1,0,0,29
E00155647,1,2,54,7,3,1,0,0,7
E00155648,4,0,93,7,18,0,0,0,20
E00155649,3,4,54,10,2,2,0,0,13
E00155650,6,1,94,5,7,0,1,0,22
E00155651,4,0,84,10,18,0,2,0,22
E00155652,2,2,91,16,16,3,0,1,25
E00155653,0,1,59,2,12,1,0,0,13
E00155654,1,3,101,15,12,0,0,0,25
E00155655,2,1,65,15,12,0,1,0,12
E00155656,3,3,130,17,19,1,1,0,14
E00155657,2,0,113,8,13,2,2,0,15
E00155659,2,1,104,12,24,1,1,0,21
E00155660,1,1,100,4,13,0,1,0,24
E00155661,5,3,92,5,12,1,0,0,16
E00155662,1,5,100,8,19,2,0,0,16
E00155663,0,5,99,7,12,0,2,0,19
E00155664,6,1,68,13,12,1,0,0,11
E00155665,2,5,60,7,7,2,0,0,3
E00155666,9,1,104,22,17,1,0,2,22
E00155667,2,0,95,11,7,2,0,2,21
E00155668,2,0,93,11,9,0,0,0,16
E00155669,2,1,113,15,4,1,0,0,13
E00155670,3,1,74,12,6,2,0,0,11
E00155671,4,1,91,15,6,0,0,0,12
E00155672,5,1,128,8,23,0,1,0,23
E00155673,3,1,79,9,19,1,0,0,6
E00155674,7,2,95,11,17,1,1,0,17
E00155675,0,0,90,16,33,2,0,0,18
E00155676,2,0,89,10,24,2,2,0,15
E00155759,2,2,92,5,18,3,0,0,17
E00155767,1,2,81,7,27,0,0,1,17
E00155772,6,3,139,9,26,4,0,0,15
E00155839,2,3,90,6,33,0,1,0,16
E00155840,0,3,76,13,27,0,2,1,16
E00155841,3,3,93,6,22,1,0,0,14
E00155842,0,0,81,8,33,1,0,1,23
E00155843,1,0,103,8,20,2,0,0,15
E00155844,2,2,95,14,33,2,1,0,19
E00155857,6,2,98,16,16,3,0,1,18
E00155858,6,0,133,12,12,2,4,0,15
E00155859,3,4,99,10,21,4,1,0,32
E00155860,4,3,107,17,8,4,3,0,6
E00155861,5,2,79,6,22,4,0,0,18
E00155862,2,1,73,7,24,1,1,0,17
E00155863,2,1,92,9,24,3,3,1,16
E00157372,1,3,95,14,40,3,3,0,32
E00157734,0,0,65,6,21,1,0,0,19
