geocode,bad,fair,good
E01000325,47,163,1400
E01000326,40,125,1130
E01000327,57,189,1297
E01000328,62,193,1225
E01000329,61,175,1080
E01000330,95,275,1174
E01000331,106,261,1263
E01000332,91,228,1210
E01000333,121,241,1304
E01000334,67,184,1360
E01000335,103,201,1490
E01000336,120,239,1527
E01000337,51,200,1402
E01000338,75,182,1494
E01000339,86,210,1234
E01000340,91,191,1220
E01000341,54,184,1252
E01000342,54,191,1350
E01000343,47,156,1332
E01000344,68,198,1343
E01000345,42,134,1179
E01000346,68,174,1380
E01000347,65,179,1242
E01000348,50,149,1282
E01000349,75,206,1378
E01000350,57,161,1283
E01000351,59,202,1325
E01000352,67,185,1323
E01000353,74,252,1360
E01000354,75,196,1234
E01000355,85,215,1164
E01000356,99,220,1227
E01000357,35,108,1314
E01000358,64,196,1348
E01000359,35,163,1082
E01000360,83,198,1381
E01000361,44,185,1311
E01000362,56,218,1208
E01000363,52,172,1217
E01000364,68,235,1274
E01000365,92,291,1295
E01000366,61,189,1335
E01000369,83,207,1328
E01000370,81,215,1301
E01000371,63,199,1283
E01000372,147,207,1326
E01000378,124,264,1733
E01000381,106,233,1259
E01000382,64,163,1297
E01000383,84,240,1181
E01000384,81,219,1422
E01000385,137,245,1484
E01000386,136,246,1075
E01000387,61,204,1270
E01000388,76,242,1213
E01000389,65,208,1376
E01000390,65,178,1047
E01000391,58,187,1464
E01000392,83,207,1356
E01000393,73,203,1305
E01000394,77,176,1205
E01000395,48,166,1214
E01000396,58,168,1173
E01000398,98,231,1270
E01000399,75,225,1254
E01000400,68,209,1270
E01000401,129,247,1271
E01000402,90,183,1263
E01000404,88,201,1945
E01000405,61,133,1216
E01000406,67,179,1403
E01000407,113,257,1110
E01000408,78,179,1379
E01000409,43,161,1445
E01000410,60,167,1341
E01000411,45,197,1156
E01000412,63,169,1446
E01000413,38,154,1109
E01000414,87,216,1405
E01000415,55,153,1290
E01000416,74,187,1286
E01000417,103,280,1256
E01000418,104,242,1591
E01000419,67,210,1184
E01000420,67,207,1277
E01000421,96,239,1147
E01000422,111,190,1428
E01000423,63,186,1389
E01000424,78,212,1403
E01000425,100,206,1446
E01000426,61,194,1420
E01000427,103,283,1546
E01000428,124,303,1325
E01000436,71,185,1429
E01000437,61,175,1086
E01000438,64,164,1371
E01000439,56,157,1155
E01000440,52,214,1147
E01000441,89,194,1315
E01000442,88,232,1293
E01000443,75,165,1036
E01000444,64,168,1405
E01000445,65,208,1368
E01000446,53,184,1335
E01000447,62,170,1303
E01000448,32,133,1170
E01000449,63,208,1224
E01000450,98,227,1507
E01000451,58,176,1465
E01000452,37,129,1262
E01000453,38,167,1267
E01000454,97,242,1233
E01000455,75,176,1454
E01000456,54,137,1236
E01000457,89,220,1474
E01000458,56,173,1233
E01000459,93,232,1362
E01000460,28,94,1231
E01000461,50,156,1456
E01000462,160,228,1255
E01000463,34,144,1076
E01000464,91,175,1177
E01000465,112,217,1213
E01000466,81,165,1409
E01000469,79,143,1432
E01000470,77,182,1184
E01000645,34,137,1204
E01000646,83,187,1371
E01000647,24,150,1435
E01000648,40,152,1552
E01000649,94,190,1697
E01000653,72,221,1291
E01000672,62,160,1298
E01000674,77,171,1316
E01000675,52,157,1415
E01000676,79,208,1448
E01000677,47,161,1561
E01000678,49,164,1494
E01000689,106,184,1085
E01000690,37,136,1229
E01000691,68,190,1180
E01000692,43,157,1375
E01000693,88,220,1301
E01000694,49,192,1386
E01000695,58,162,1274
E01000696,62,164,1288
E01000697,49,153,1413
E01000728,93,203,1175
E01000729,135,267,1381
E01000735,91,217,1176
E01000736,79,224,1257
E01000737,119,211,1047
E01000738,86,259,1182
E01000739,142,231,1150
E01000779,64,202,967
E01000780,78,218,1184
E01000781,93,209,1143
E01000782,102,219,1120
E01000783,104,200,1199
E01000784,47,137,1320
E01000785,95,234,1052
E01000816,57,182,1242
E01000818,49,166,1252
E01000819,115,228,1367
E01000820,76,184,1145
E01000822,68,159,1387
E01000823,38,147,1491
E01000824,48,119,1039
E01000825,79,179,1315
E01000829,47,163,1523
E01001571,58,181,1400
E01001572,80,172,1459
E01001573,63,156,1286
E01001574,133,279,1357
E01001575,127,207,1373
E01001576,153,216,1370
E01001577,145,244,1468
E01001578,132,232,1767
E01001579,97,206,1343
E01001580,36,114,1492
E01001581,124,235,1334
E01001582,92,174,1209
E01001583,42,132,1429
E01001584,61,168,1320
E01001585,52,152,1328
E01001586,87,203,1201
E01001587,75,164,1651
E01001588,167,273,1252
E01001589,94,200,1310
E01001590,72,174,1531
E01001591,139,283,1618
E01001592,66,167,1485
E01001593,87,174,1377
E01001594,123,229,1585
E01001595,124,238,1617
E01001596,69,164,1331
E01001597,60,215,1285
E01001598,79,206,1302
E01001599,94,223,1384
E01001600,71,170,1320
E01001601,87,217,1257
E01001602,135,299,1439
E01001603,159,281,1215
E01001604,58,165,1217
E01001605,46,186,1352
E01001606,48,138,1451
E01001607,83,187,1204
E01001608,56,189,1209
E01001609,125,234,1243
E01001610,89,216,1364
E01001611,103,243,1313
E01001613,80,254,1252
E01001614,58,198,1153
E01001615,70,188,1261
E01001617,86,217,1271
E01001618,110,220,1274
E01001619,65,197,1618
E01001620,128,209,1254
E01001621,98,228,1165
E01001623,107,200,1389
E01001624,109,246,1196
E01001625,128,252,1197
E01001629,130,247,1799
E01001631,112,243,1717
E01001632,105,214,2000
E01001633,93,213,1301
E01001634,149,247,1318
E01001635,77,195,1389
E01001636,73,216,1433
E01001637,124,216,1363
E01001645,117,282,1298
E01001646,130,267,2432
E01001647,99,215,1177
E01001648,94,192,1465
E01001649,99,225,1206
E01001650,128,237,1368
E01001651,147,250,1317
E01001652,87,209,1259
E01001653,117,226,1204
E01001654,116,230,1200
E01001655,133,200,1132
